SKDI_01G0010	XP_056085810.1
SKDI_07G4060	XP_056087922.1
SKDI_07G4070	XP_056087923.1
SKDI_07G4080	XP_056087924.1
SKDI_07G4090	XP_056087925.1
SKDI_07G4110	XP_056087926.1
SKDI_07G4120	XP_056087927.1
SKDI_07G4130	XP_056087928.1
SKDI_07G4140	XP_056087929.1
SKDI_07G4150	XP_056087930.1
SKDI_07G4160	XP_056087931.1
SKDI_07G4170	XP_056087932.1
SKDI_07G4180	XP_056087933.1
SKDI_07G4190	XP_056087934.1
SKDI_07G4200	XP_056087935.1
SKDI_07G4210	XP_056087936.1
SKDI_07G4220	XP_056087937.1
SKDI_07G4230	XP_056087938.1
SKDI_07G4240	XP_056087939.1
SKDI_07G4250	XP_056087940.1
SKDI_07G4260	XP_056087941.1
SKDI_07G4270	XP_056087942.1
SKDI_07G4280	XP_056087943.1
SKDI_07G4300	XP_056087944.1
SKDI_07G4310	XP_056087945.1
SKDI_07G4320	XP_056087946.1
SKDI_07G4330	XP_056087947.1
SKDI_07G4340	XP_056087948.1
SKDI_07G4350	XP_056087949.1
SKDI_07G4360	XP_056087950.1
SKDI_07G4360	XP_056087950.1
SKDI_07G4370	XP_056087951.1
SKDI_07G4380	XP_056087952.1
SKDI_07G4390	XP_056087953.1
SKDI_07G4400	XP_056087954.1
SKDI_07G4410	XP_056087955.1
SKDI_07G4420	XP_056087956.1
SKDI_07G4430	XP_056087957.1
SKDI_07G4440	XP_056087958.1
SKDI_07G4450	XP_056087959.1
SKDI_07G4460	XP_056087960.1
SKDI_07G4470	XP_056087961.1
SKDI_07G4480	XP_056087962.1
SKDI_07G4490	XP_056087963.1
SKDI_07G4500	XP_056087964.1
SKDI_07G4510	XP_056087965.1
SKDI_07G4520	XP_056087966.1
SKDI_07G4530	XP_056087967.1
SKDI_07G4540	XP_056087968.1
SKDI_07G4550	XP_056087969.1
SKDI_07G4560	XP_056087970.1
SKDI_07G4570	XP_056087971.1
SKDI_07G4580	XP_056087972.1
SKDI_07G4590	XP_056087973.1
SKDI_07G4600	XP_056087974.1
SKDI_07G4610	XP_056087975.1
SKDI_07G4620	XP_056087976.1
SKDI_07G4630	XP_056087977.1
SKDI_07G4640	XP_056087978.1
SKDI_07G4650	XP_056087979.1
SKDI_07G4660	XP_056087980.1
SKDI_07G4660	XP_056087980.1
SKDI_07G4670	XP_056087981.1
SKDI_07G4680	XP_056087982.1
SKDI_07G4690	XP_056087983.1
SKDI_07G4700	XP_056087984.1
SKDI_07G4710	XP_056087985.1
SKDI_07G4720	XP_056087986.1
SKDI_07G4730	XP_056087987.1
SKDI_07G4740	XP_056087988.1
SKDI_07G4750	XP_056087989.1
SKDI_07G4760	XP_056087990.1
SKDI_07G4760	XP_056087990.1
SKDI_07G4780	XP_056087991.1
SKDI_07G4790	XP_056087992.1
SKDI_07G4800	XP_056087993.1
SKDI_07G4810	XP_056087994.1
SKDI_07G4820	XP_056087995.1
SKDI_07G4830	XP_056087996.1
SKDI_07G4840	XP_056087997.1
SKDI_07G4850	XP_056087998.1
SKDI_07G4860	XP_056087999.1
SKDI_07G4870	XP_056088000.1
SKDI_07G4880	XP_056088001.1
SKDI_07G4890	XP_056088002.1
SKDI_07G4910	XP_056088003.1
SKDI_07G4930	XP_056088004.1
SKDI_07G4940	XP_056088005.1
SKDI_07G4950	XP_056088006.1
SKDI_07G4960	XP_056088007.1
SKDI_07G4970	XP_056088008.1
SKDI_07G4980	XP_056088009.1
SKDI_07G4990	XP_056088010.1
SKDI_07G5000	XP_056088011.1
SKDI_07G5010	XP_056088012.1
SKDI_07G5020	XP_056088013.1
SKDI_07G5030	XP_056088014.1
SKDI_07G5040	XP_056088015.1
SKDI_07G5050	XP_056088016.1
SKDI_07G5060	XP_056088017.1
SKDI_07G5070	XP_056088018.1
SKDI_07G5080	XP_056088019.1
SKDI_07G5090	XP_056088020.1
SKDI_07G5100	XP_056088021.1
SKDI_07G5110	XP_056088022.1
SKDI_07G5120	XP_056088023.1
SKDI_07G5130	XP_056088024.1
SKDI_07G5140	XP_056088025.1
SKDI_07G5150	XP_056088026.1
SKDI_07G5160	XP_056088027.1
SKDI_07G5170	XP_056088028.1
SKDI_07G5190	XP_056088029.1
SKDI_07G5200	XP_056088030.1
SKDI_07G5210	XP_056088031.1
SKDI_07G5220	XP_056088032.1
SKDI_07G5230	XP_056088033.1
SKDI_07G5240	XP_056088034.1
SKDI_07G5250	XP_056088035.1
SKDI_07G5260	XP_056088036.1
SKDI_07G5270	XP_056088037.1
SKDI_07G5280	XP_056088038.1
SKDI_07G5290	XP_056088039.1
SKDI_07G5300	XP_056088040.1
SKDI_07G5310	XP_056088041.1
SKDI_07G5320	XP_056088042.1
SKDI_07G5330	XP_056088043.1
SKDI_07G5340	XP_056088044.1
SKDI_07G5350	XP_056088045.1
SKDI_07G5360	XP_056088046.1
SKDI_07G5370	XP_056088047.1
SKDI_07G5380	XP_056088048.1
SKDI_07G5390	XP_056088049.1
SKDI_07G5400	XP_056088050.1
SKDI_07G5410	XP_056088051.1
SKDI_07G5420	XP_056088052.1
SKDI_07G5430	XP_056088053.1
SKDI_07G5440	XP_056088054.1
SKDI_07G5450	XP_056088055.1
SKDI_07G5460	XP_056088056.1
SKDI_07G5470	XP_056088057.1
SKDI_07G5480	XP_056088058.1
SKDI_08G0010	XP_056088059.1
SKDI_08G0020	XP_056088060.1
SKDI_08G0030	XP_056088061.1
SKDI_08G0040	XP_056088062.1
SKDI_08G0050	XP_056088063.1
SKDI_08G0060	XP_056088064.1
SKDI_08G0070	XP_056088065.1
SKDI_08G0080	XP_056088066.1
SKDI_08G0090	XP_056088067.1
SKDI_08G0100	XP_056088068.1
SKDI_08G0110	XP_056088069.1
SKDI_08G0120	XP_056088070.1
SKDI_08G0130	XP_056088071.1
SKDI_08G0140	XP_056088072.1
SKDI_08G0150	XP_056088073.1
SKDI_08G0160	XP_056088074.1
SKDI_08G0170	XP_056088075.1
SKDI_08G0180	XP_056088076.1
SKDI_08G0190	XP_056088077.1
SKDI_08G0200	XP_056088078.1
SKDI_08G0210	XP_056088079.1
SKDI_08G0220	XP_056088080.1
SKDI_08G0230	XP_056088081.1
SKDI_08G0240	XP_056088082.1
SKDI_08G0250	XP_056088083.1
SKDI_08G0260	XP_056088084.1
SKDI_08G0270	XP_056088085.1
SKDI_08G0280	XP_056088086.1
SKDI_08G0290	XP_056088087.1
SKDI_08G0300	XP_056088088.1
SKDI_08G0310	XP_056088089.1
SKDI_08G0320	XP_056088090.1
SKDI_08G0330	XP_056088091.1
SKDI_08G0340	XP_056088092.1
SKDI_08G0350	XP_056088093.1
SKDI_08G0360	XP_056088094.1
SKDI_08G0370	XP_056088095.1
SKDI_08G0380	XP_056088096.1
SKDI_08G0390	XP_056088097.1
SKDI_08G0400	XP_056088098.1
SKDI_08G0400	XP_056088098.1
SKDI_08G0410	XP_056088099.1
SKDI_08G0420	XP_056088100.1
SKDI_08G0420	XP_056088100.1
SKDI_08G0430	XP_056088101.1
SKDI_08G0440	XP_056088102.1
SKDI_08G0450	XP_056088103.1
SKDI_08G0460	XP_056088104.1
SKDI_08G0470	XP_056088105.1
SKDI_08G0480	XP_056088106.1
SKDI_08G0490	XP_056088107.1
SKDI_08G0500	XP_056088108.1
SKDI_08G0510	XP_056088109.1
SKDI_08G0520	XP_056088110.1
SKDI_08G0520	XP_056088110.1
SKDI_08G0530	XP_056088111.1
SKDI_08G0540	XP_056088112.1
SKDI_08G0550	XP_056088113.1
SKDI_08G0560	XP_056088114.1
SKDI_08G0570	XP_056088115.1
SKDI_08G0580	XP_056088116.1
SKDI_08G0580	XP_056088116.1
SKDI_08G0590	XP_056088117.1
SKDI_08G0600	XP_056088118.1
SKDI_08G0610	XP_056088119.1
SKDI_08G0620	XP_056088120.1
SKDI_08G0630	XP_056088121.1
SKDI_08G0630	XP_056088121.1
SKDI_08G0640	XP_056088122.1
SKDI_08G0660	XP_056088123.1
SKDI_08G0670	XP_056088124.1
SKDI_08G0680	XP_056088125.1
SKDI_08G0690	XP_056088126.1
SKDI_08G0700	XP_056088127.1
SKDI_08G0710	XP_056088128.1
SKDI_08G0720	XP_056088129.1
SKDI_08G0730	XP_056088130.1
SKDI_08G0740	XP_056088131.1
SKDI_08G0750	XP_056088132.1
SKDI_08G0770	XP_056088133.1
SKDI_08G0780	XP_056088134.1
SKDI_08G0790	XP_056088135.1
SKDI_08G0800	XP_056088136.1
SKDI_08G0810	XP_056088137.1
SKDI_08G0820	XP_056088138.1
SKDI_08G0830	XP_056088139.1
SKDI_08G0840	XP_056088140.1
SKDI_08G0840	XP_056088140.1
SKDI_08G0850	XP_056088141.1
SKDI_08G0860	XP_056088142.1
SKDI_08G0870	XP_056088143.1
SKDI_08G0890	XP_056088144.1
SKDI_08G0900	XP_056088145.1
SKDI_08G0910	XP_056088146.1
SKDI_08G0920	XP_056088147.1
SKDI_08G0930	XP_056088148.1
SKDI_08G0940	XP_056088149.1
SKDI_08G0960	XP_056088150.1
SKDI_08G0970	XP_056088151.1
SKDI_08G0980	XP_056088152.1
SKDI_08G1000	XP_056088153.1
SKDI_08G1010	XP_056088154.1
SKDI_08G1020	XP_056088155.1
SKDI_08G1030	XP_056088156.1
SKDI_08G1040	XP_056088157.1
SKDI_08G1050	XP_056088158.1
SKDI_08G1060	XP_056088159.1
SKDI_08G1070	XP_056088160.1
SKDI_08G1080	XP_056088161.1
SKDI_08G1090	XP_056088162.1
SKDI_08G1100	XP_056088163.1
SKDI_08G1110	XP_056088164.1
SKDI_08G1120	XP_056088165.1
SKDI_08G1140	XP_056088166.1
SKDI_08G1150	XP_056088167.1
SKDI_08G1160	XP_056088168.1
SKDI_08G1170	XP_056088169.1
SKDI_08G1180	XP_056088170.1
SKDI_08G1210	XP_056088171.1
SKDI_08G1220	XP_056088172.1
SKDI_08G1230	XP_056088173.1
SKDI_08G1230	XP_056088173.1
SKDI_08G1240	XP_056088174.1
SKDI_08G1240	XP_056088174.1
SKDI_08G1250	XP_056088175.1
SKDI_08G1260	XP_056088176.1
SKDI_08G1270	XP_056088177.1
SKDI_08G1280	XP_056088178.1
SKDI_08G1290	XP_056088179.1
SKDI_08G1300	XP_056088180.1
SKDI_08G1310	XP_056088181.1
SKDI_08G1320	XP_056088182.1
SKDI_08G1330	XP_056088183.1
SKDI_08G1340	XP_056088184.1
SKDI_08G1350	XP_056088185.1
SKDI_08G1360	XP_056088186.1
SKDI_08G1370	XP_056088187.1
SKDI_08G1380	XP_056088188.1
SKDI_08G1390	XP_056088189.1
SKDI_08G1400	XP_056088190.1
SKDI_08G1410	XP_056088191.1
SKDI_08G1420	XP_056088192.1
SKDI_08G1430	XP_056088193.1
SKDI_08G1440	XP_056088194.1
SKDI_08G1450	XP_056088195.1
SKDI_08G1460	XP_056088196.1
SKDI_08G1470	XP_056088197.1
SKDI_08G1470	XP_056088197.1
SKDI_08G1480	XP_056088198.1
SKDI_08G1490	XP_056088199.1
SKDI_08G1500	XP_056088200.1
SKDI_08G1510	XP_056088201.1
SKDI_08G1520	XP_056088202.1
SKDI_08G1530	XP_056088203.1
SKDI_08G1540	XP_056088204.1
SKDI_08G1550	XP_056088205.1
SKDI_08G1560	XP_056088206.1
SKDI_08G1570	XP_056088207.1
SKDI_08G1580	XP_056088208.1
SKDI_08G1590	XP_056088209.1
SKDI_08G1600	XP_056088210.1
SKDI_08G1610	XP_056088211.1
SKDI_08G1620	XP_056088212.1
SKDI_08G1630	XP_056088213.1
SKDI_08G1640	XP_056088214.1
SKDI_08G1650	XP_056088215.1
SKDI_08G1660	XP_056088216.1
SKDI_08G1670	XP_056088217.1
SKDI_08G1680	XP_056088218.1
SKDI_08G1690	XP_056088219.1
SKDI_08G1690	XP_056088219.1
SKDI_08G1700	XP_056088220.1
SKDI_08G1710	XP_056088221.1
SKDI_08G1720	XP_056088222.1
SKDI_08G1730	XP_056088223.1
SKDI_08G1740	XP_056088224.1
SKDI_08G1750	XP_056088225.1
SKDI_08G1770	XP_056088226.1
SKDI_08G1780	XP_056088227.1
SKDI_08G1790	XP_056088228.1
SKDI_08G1800	XP_056088229.1
SKDI_08G1810	XP_056088230.1
SKDI_08G1820	XP_056088231.1
SKDI_08G1830	XP_056088232.1
SKDI_08G1840	XP_056088233.1
SKDI_08G1850	XP_056088234.1
SKDI_08G1860	XP_056088235.1
SKDI_08G1870	XP_056088236.1
SKDI_08G1880	XP_056088237.1
SKDI_08G1880	XP_056088237.1
SKDI_08G1890	XP_056088238.1
SKDI_08G1900	XP_056088239.1
SKDI_08G1910	XP_056088240.1
SKDI_08G1920	XP_056088241.1
SKDI_08G1930	XP_056088242.1
SKDI_08G1940	XP_056088243.1
SKDI_08G1950	XP_056088244.1
SKDI_08G1960	XP_056088245.1
SKDI_08G1970	XP_056088246.1
SKDI_08G1980	XP_056088247.1
SKDI_08G1990	XP_056088248.1
SKDI_08G2000	XP_056088249.1
SKDI_08G2010	XP_056088250.1
SKDI_08G2020	XP_056088251.1
SKDI_08G2030	XP_056088252.1
SKDI_08G2040	XP_056088253.1
SKDI_08G2050	XP_056088254.1
SKDI_08G2060	XP_056088255.1
SKDI_08G2070	XP_056088256.1
SKDI_08G2080	XP_056088257.1
SKDI_08G2090	XP_056088258.1
SKDI_08G2100	XP_056088259.1
SKDI_08G2110	XP_056088260.1
SKDI_08G2120	XP_056088261.1
SKDI_08G2130	XP_056088262.1
SKDI_08G2140	XP_056088263.1
SKDI_08G2150	XP_056088264.1
SKDI_08G2160	XP_056088265.1
SKDI_08G2170	XP_056088266.1
SKDI_08G2180	XP_056088267.1
SKDI_08G2190	XP_056088268.1
SKDI_08G2200	XP_056088269.1
SKDI_08G2210	XP_056088270.1
SKDI_08G2220	XP_056088271.1
SKDI_08G2230	XP_056088272.1
SKDI_08G2240	XP_056088273.1
SKDI_08G2250	XP_056088274.1
SKDI_08G2260	XP_056088275.1
SKDI_08G2270	XP_056088276.1
SKDI_08G2280	XP_056088277.1
SKDI_08G2290	XP_056088278.1
SKDI_08G2300	XP_056088279.1
SKDI_08G2310	XP_056088280.1
SKDI_08G2320	XP_056088281.1
SKDI_08G2330	XP_056088282.1
SKDI_08G2340	XP_056088283.1
SKDI_08G2350	XP_056088284.1
SKDI_08G2360	XP_056088285.1
SKDI_08G2370	XP_056088286.1
SKDI_08G2380	XP_056088287.1
SKDI_08G2400	XP_056088288.1
SKDI_08G2410	XP_056088289.1
SKDI_08G2420	XP_056088290.1
SKDI_08G2430	XP_056088291.1
SKDI_08G2440	XP_056088292.1
SKDI_08G2450	XP_056088293.1
SKDI_08G2460	XP_056088294.1
SKDI_08G2470	XP_056088295.1
SKDI_08G2480	XP_056088296.1
SKDI_08G2490	XP_056088297.1
SKDI_08G2500	XP_056088298.1
SKDI_08G2510	XP_056088299.1
SKDI_08G2520	XP_056088300.1
SKDI_08G2530	XP_056088301.1
SKDI_08G2540	XP_056088302.1
SKDI_08G2550	XP_056088303.1
SKDI_08G2560	XP_056088304.1
SKDI_08G2570	XP_056088305.1
SKDI_08G2580	XP_056088306.1
SKDI_08G2590	XP_056088307.1
SKDI_08G2600	XP_056088308.1
SKDI_08G2610	XP_056088309.1
SKDI_08G2620	XP_056088310.1
SKDI_09G0010	XP_056088311.1
SKDI_09G0020	XP_056088312.1
SKDI_09G0030	XP_056088313.1
SKDI_09G0040	XP_056088314.1
SKDI_09G0050	XP_056088315.1
SKDI_09G0060	XP_056088316.1
SKDI_09G0070	XP_056088317.1
SKDI_09G0080	XP_056088318.1
SKDI_09G0090	XP_056088319.1
SKDI_09G0100	XP_056088320.1
SKDI_09G0110	XP_056088321.1
SKDI_09G0120	XP_056088322.1
SKDI_09G0130	XP_056088323.1
SKDI_09G0140	XP_056088324.1
SKDI_09G0150	XP_056088325.1
SKDI_09G0160	XP_056088326.1
SKDI_09G0170	XP_056088327.1
SKDI_09G0180	XP_056088328.1
SKDI_09G0190	XP_056088329.1
SKDI_09G0200	XP_056088330.1
SKDI_09G0210	XP_056088331.1
SKDI_09G0220	XP_056088332.1
SKDI_09G0230	XP_056088333.1
SKDI_09G0240	XP_056088334.1
SKDI_09G0250	XP_056088335.1
SKDI_09G0260	XP_056088336.1
SKDI_09G0270	XP_056088337.1
SKDI_09G0290	XP_056088338.1
SKDI_09G0300	XP_056088339.1
SKDI_09G0310	XP_056088340.1
SKDI_09G0320	XP_056088341.1
SKDI_09G0330	XP_056088342.1
SKDI_09G0340	XP_056088343.1
SKDI_09G0350	XP_056088344.1
SKDI_09G0360	XP_056088345.1
SKDI_09G0370	XP_056088346.1
SKDI_09G0370	XP_056088346.1
SKDI_09G0380	XP_056088347.1
SKDI_09G0390	XP_056088348.1
SKDI_09G0400	XP_056088349.1
SKDI_09G0410	XP_056088350.1
SKDI_09G0420	XP_056088351.1
SKDI_09G0430	XP_056088352.1
SKDI_09G0440	XP_056088353.1
SKDI_09G0450	XP_056088354.1
SKDI_09G0460	XP_056088355.1
SKDI_09G0470	XP_056088356.1
SKDI_09G0480	XP_056088357.1
SKDI_09G0490	XP_056088358.1
SKDI_09G0500	XP_056088359.1
SKDI_09G0510	XP_056088360.1
SKDI_09G0520	XP_056088361.1
SKDI_09G0530	XP_056088362.1
SKDI_09G0540	XP_056088363.1
SKDI_09G0560	XP_056088364.1
SKDI_09G0570	XP_056088365.1
SKDI_09G0580	XP_056088366.1
SKDI_09G0590	XP_056088367.1
SKDI_09G0600	XP_056088368.1
SKDI_09G0610	XP_056088369.1
SKDI_09G0620	XP_056088370.1
SKDI_09G0630	XP_056088371.1
SKDI_09G0640	XP_056088372.1
SKDI_09G0640	XP_056088372.1
SKDI_09G0650	XP_056088373.1
SKDI_09G0670	XP_056088374.1
SKDI_09G0680	XP_056088375.1
SKDI_09G0690	XP_056088376.1
SKDI_09G0710	XP_056088377.1
SKDI_09G0720	XP_056088378.1
SKDI_09G0730	XP_056088379.1
SKDI_09G0740	XP_056088380.1
SKDI_09G0750	XP_056088381.1
SKDI_09G0760	XP_056088382.1
SKDI_09G0770	XP_056088383.1
SKDI_09G0780	XP_056088384.1
SKDI_09G0790	XP_056088385.1
SKDI_09G0800	XP_056088386.1
SKDI_09G0805	XP_056088387.1
SKDI_09G0810	XP_056088388.1
SKDI_09G0820	XP_056088389.1
SKDI_09G0830	XP_056088390.1
SKDI_09G0840	XP_056088391.1
SKDI_09G0850	XP_056088392.1
SKDI_09G0860	XP_056088393.1
SKDI_09G0870	XP_056088394.1
SKDI_09G0880	XP_056088395.1
SKDI_09G0890	XP_056088396.1
SKDI_09G0900	XP_056088397.1
SKDI_09G0910	XP_056088398.1
SKDI_09G0920	XP_056088399.1
SKDI_09G0920	XP_056088399.1
SKDI_09G0930	XP_056088400.1
SKDI_09G0940	XP_056088401.1
SKDI_09G0950	XP_056088402.1
SKDI_09G0960	XP_056088403.1
SKDI_09G0960	XP_056088403.1
SKDI_09G0980	XP_056088404.1
SKDI_09G0990	XP_056088405.1
SKDI_09G1000	XP_056088406.1
SKDI_09G1010	XP_056088407.1
SKDI_09G1020	XP_056088408.1
SKDI_09G1030	XP_056088409.1
SKDI_09G1040	XP_056088410.1
SKDI_09G1050	XP_056088411.1
SKDI_09G1060	XP_056088412.1
SKDI_09G1070	XP_056088413.1
SKDI_09G1080	XP_056088414.1
SKDI_09G1090	XP_056088415.1
SKDI_09G1100	XP_056088416.1
SKDI_09G1110	XP_056088417.1
SKDI_09G1110	XP_056088417.1
SKDI_09G1120	XP_056088418.1
SKDI_09G1130	XP_056088419.1
SKDI_09G1140	XP_056088420.1
SKDI_09G1150	XP_056088421.1
SKDI_09G1160	XP_056088422.1
SKDI_09G1170	XP_056088423.1
SKDI_09G1180	XP_056088424.1
SKDI_09G1190	XP_056088425.1
SKDI_09G1200	XP_056088426.1
SKDI_09G1210	XP_056088427.1
SKDI_09G1220	XP_056088428.1
SKDI_09G1230	XP_056088429.1
SKDI_09G1240	XP_056088430.1
SKDI_09G1250	XP_056088431.1
SKDI_09G1260	XP_056088432.1
SKDI_09G1270	XP_056088433.1
SKDI_09G1280	XP_056088434.1
SKDI_09G1290	XP_056088435.1
SKDI_09G1300	XP_056088436.1
SKDI_09G1310	XP_056088437.1
SKDI_09G1320	XP_056088438.1
SKDI_09G1340	XP_056088439.1
SKDI_09G1350	XP_056088440.1
SKDI_09G1360	XP_056088441.1
SKDI_09G1370	XP_056088442.1
SKDI_09G1380	XP_056088443.1
SKDI_09G1390	XP_056088444.1
SKDI_09G1400	XP_056088445.1
SKDI_09G1410	XP_056088446.1
SKDI_09G1420	XP_056088447.1
SKDI_09G1430	XP_056088448.1
SKDI_09G1430	XP_056088448.1
SKDI_09G1440	XP_056088449.1
SKDI_09G1450	XP_056088450.1
SKDI_09G1460	XP_056088451.1
SKDI_09G1470	XP_056088452.1
SKDI_09G1480	XP_056088453.1
SKDI_09G1490	XP_056088454.1
SKDI_09G1500	XP_056088455.1
SKDI_09G1510	XP_056088456.1
SKDI_09G1520	XP_056088457.1
SKDI_09G1540	XP_056088458.1
SKDI_09G1550	XP_056088459.1
SKDI_09G1560	XP_056088460.1
SKDI_09G1570	XP_056088461.1
SKDI_09G1580	XP_056088462.1
SKDI_09G1590	XP_056088463.1
SKDI_09G1590	XP_056088463.1
SKDI_09G1600	XP_056088464.1
SKDI_09G1610	XP_056088465.1
SKDI_09G1620	XP_056088466.1
SKDI_09G1630	XP_056088467.1
SKDI_09G1640	XP_056088468.1
SKDI_09G1650	XP_056088469.1
SKDI_09G1660	XP_056088470.1
SKDI_09G1670	XP_056088471.1
SKDI_09G1680	XP_056088472.1
SKDI_09G1690	XP_056088473.1
SKDI_09G1700	XP_056088474.1
SKDI_09G1710	XP_056088475.1
SKDI_09G1720	XP_056088476.1
SKDI_09G1730	XP_056088477.1
SKDI_09G1740	XP_056088478.1
SKDI_09G1750	XP_056088479.1
SKDI_09G1760	XP_056088480.1
SKDI_09G1770	XP_056088481.1
SKDI_09G1780	XP_056088482.1
SKDI_09G1790	XP_056088483.1
SKDI_09G1800	XP_056088484.1
SKDI_09G1820	XP_056088485.1
SKDI_09G1830	XP_056088486.1
SKDI_09G1840	XP_056088487.1
SKDI_09G1850	XP_056088488.1
SKDI_09G1860	XP_056088489.1
SKDI_09G1880	XP_056088490.1
SKDI_09G1890	XP_056088491.1
SKDI_09G1900	XP_056088492.1
SKDI_09G1910	XP_056088493.1
SKDI_09G1920	XP_056088494.1
SKDI_09G1930	XP_056088495.1
SKDI_09G1940	XP_056088496.1
SKDI_09G1950	XP_056088497.1
SKDI_09G1960	XP_056088498.1
SKDI_09G1970	XP_056088499.1
SKDI_09G1980	XP_056088500.1
SKDI_09G1990	XP_056088501.1
SKDI_09G2000	XP_056088502.1
SKDI_09G2010	XP_056088503.1
SKDI_09G2020	XP_056088504.1
SKDI_09G2030	XP_056088505.1
SKDI_09G2040	XP_056088506.1
SKDI_09G2050	XP_056088507.1
SKDI_09G2060	XP_056088508.1
SKDI_09G2070	XP_056088509.1
SKDI_09G2080	XP_056088510.1
SKDI_09G2090	XP_056088511.1
SKDI_09G2100	XP_056088512.1
SKDI_09G2110	XP_056088513.1
SKDI_10G0010	XP_056082911.1
SKDI_10G0020	XP_056082912.1
SKDI_10G0030	XP_056082913.1
SKDI_10G0040	XP_056082914.1
SKDI_10G0050	XP_056082915.1
SKDI_10G0060	XP_056082916.1
SKDI_10G0070	XP_056082917.1
SKDI_10G0080	XP_056082918.1
SKDI_10G0090	XP_056082919.1
SKDI_10G0100	XP_056082920.1
SKDI_10G0120	XP_056082921.1
SKDI_10G0130	XP_056082922.1
SKDI_10G0140	XP_056082923.1
SKDI_10G0150	XP_056082924.1
SKDI_10G0160	XP_056082925.1
SKDI_10G0170	XP_056082926.1
SKDI_10G0170	XP_056082926.1
SKDI_10G0180	XP_056082927.1
SKDI_10G0190	XP_056082928.1
SKDI_10G0200	XP_056082929.1
SKDI_10G0210	XP_056082930.1
SKDI_10G0220	XP_056082931.1
SKDI_10G0230	XP_056082932.1
SKDI_10G0240	XP_056082933.1
SKDI_10G0250	XP_056082934.1
SKDI_10G0270	XP_056082935.1
SKDI_10G0280	XP_056082936.1
SKDI_10G0290	XP_056082937.1
SKDI_10G0300	XP_056082938.1
SKDI_10G0300	XP_056082938.1
SKDI_10G0310	XP_056082939.1
SKDI_10G0320	XP_056082940.1
SKDI_10G0320	XP_056082940.1
SKDI_10G0330	XP_056082941.1
SKDI_10G0340	XP_056082942.1
SKDI_10G0350	XP_056082943.1
SKDI_10G0360	XP_056082944.1
SKDI_10G0380	XP_056082945.1
SKDI_10G0390	XP_056082946.1
SKDI_10G0400	XP_056082947.1
SKDI_10G0410	XP_056082948.1
SKDI_10G0420	XP_056082949.1
SKDI_10G0430	XP_056082950.1
SKDI_10G0430	XP_056082950.1
SKDI_10G0440	XP_056082951.1
SKDI_10G0450	XP_056082952.1
SKDI_10G0460	XP_056082953.1
SKDI_10G0470	XP_056082954.1
SKDI_10G0480	XP_056082955.1
SKDI_10G0490	XP_056082956.1
SKDI_10G0500	XP_056082957.1
SKDI_10G0510	XP_056082958.1
SKDI_10G0520	XP_056082959.1
SKDI_10G0530	XP_056082960.1
SKDI_10G0540	XP_056082961.1
SKDI_10G0550	XP_056082962.1
SKDI_10G0560	XP_056082963.1
SKDI_10G0570	XP_056082964.1
SKDI_10G0580	XP_056082965.1
SKDI_10G0590	XP_056082966.1
SKDI_10G0600	XP_056082967.1
SKDI_10G0610	XP_056082968.1
SKDI_10G0620	XP_056082969.1
SKDI_10G0630	XP_056082970.1
SKDI_10G0640	XP_056082971.1
SKDI_10G0650	XP_056082972.1
SKDI_10G0660	XP_056082973.1
SKDI_10G0680	XP_056082974.1
SKDI_10G0690	XP_056082975.1
SKDI_10G0700	XP_056082976.1
SKDI_10G0710	XP_056082977.1
SKDI_10G0720	XP_056082978.1
SKDI_10G0730	XP_056082979.1
SKDI_10G0740	XP_056082980.1
SKDI_10G0760	XP_056082981.1
SKDI_10G0770	XP_056082982.1
SKDI_10G0780	XP_056082983.1
SKDI_10G0790	XP_056082984.1
SKDI_10G0800	XP_056082985.1
SKDI_10G0820	XP_056082986.1
SKDI_10G0820	XP_056082986.1
SKDI_10G0830	XP_056082987.1
SKDI_10G0840	XP_056082988.1
SKDI_10G0850	XP_056082989.1
SKDI_10G0860	XP_056082990.1
SKDI_10G0870	XP_056082991.1
SKDI_10G0880	XP_056082992.1
SKDI_10G0890	XP_056082993.1
SKDI_10G0900	XP_056082994.1
SKDI_10G0920	XP_056082995.1
SKDI_10G0930	XP_056082996.1
SKDI_10G0940	XP_056082997.1
SKDI_10G0950	XP_056082998.1
SKDI_10G0960	XP_056082999.1
SKDI_10G0970	XP_056083000.1
SKDI_10G0980	XP_056083001.1
SKDI_10G0990	XP_056083002.1
SKDI_10G1000	XP_056083003.1
SKDI_10G1020	XP_056083004.1
SKDI_10G1030	XP_056083005.1
SKDI_10G1040	XP_056083006.1
SKDI_10G1050	XP_056083007.1
SKDI_10G1060	XP_056083008.1
SKDI_10G1070	XP_056083009.1
SKDI_10G1080	XP_056083010.1
SKDI_10G1090	XP_056083011.1
SKDI_10G1100	XP_056083012.1
SKDI_10G1110	XP_056083013.1
SKDI_10G1120	XP_056083014.1
SKDI_10G1130	XP_056083015.1
SKDI_10G1140	XP_056083016.1
SKDI_10G1150	XP_056083017.1
SKDI_10G1160	XP_056083018.1
SKDI_10G1170	XP_056083019.1
SKDI_10G1180	XP_056083020.1
SKDI_10G1190	XP_056083021.1
SKDI_10G1200	XP_056083022.1
SKDI_10G1210	XP_056083023.1
SKDI_10G1220	XP_056083024.1
SKDI_10G1230	XP_056083025.1
SKDI_10G1240	XP_056083026.1
SKDI_10G1250	XP_056083027.1
