SMKI_01G0010	XP_056080164.1
SMKI_07G1400	XP_056082283.1
SMKI_07G1410	XP_056082284.1
SMKI_07G1420	XP_056082285.1
SMKI_07G1430	XP_056082286.1
SMKI_07G1440	XP_056082287.1
SMKI_07G1450	XP_056082288.1
SMKI_07G1460	XP_056082289.1
SMKI_07G1470	XP_056082290.1
SMKI_07G1480	XP_056082291.1
SMKI_07G1500	XP_056082292.1
SMKI_07G1510	XP_056082293.1
SMKI_07G1520	XP_056082294.1
SMKI_07G1530	XP_056082295.1
SMKI_07G1540	XP_056082296.1
SMKI_07G1550	XP_056082297.1
SMKI_07G1560	XP_056082298.1
SMKI_07G1580	XP_056082299.1
SMKI_07G1590	XP_056082300.1
SMKI_07G1600	XP_056082301.1
SMKI_07G1610	XP_056082302.1
SMKI_07G1620	XP_056082303.1
SMKI_07G1630	XP_056082304.1
SMKI_07G1640	XP_056082305.1
SMKI_07G1650	XP_056082306.1
SMKI_07G1650	XP_056082306.1
SMKI_07G1660	XP_056082307.1
SMKI_07G1670	XP_056082308.1
SMKI_07G1680	XP_056082309.1
SMKI_07G1690	XP_056082310.1
SMKI_07G1700	XP_056082311.1
SMKI_07G1710	XP_056082312.1
SMKI_07G1720	XP_056082313.1
SMKI_07G1730	XP_056082314.1
SMKI_07G1740	XP_056082315.1
SMKI_07G1750	XP_056082316.1
SMKI_07G1760	XP_056082317.1
SMKI_07G1760	XP_056082317.1
SMKI_07G1760	XP_056082317.1
SMKI_07G1770	XP_056082318.1
SMKI_07G1790	XP_056082319.1
SMKI_07G1800	XP_056082320.1
SMKI_07G1810	XP_056082321.1
SMKI_07G1830	XP_056082322.1
SMKI_07G1840	XP_056082323.1
SMKI_07G1850	XP_056082324.1
SMKI_07G1860	XP_056082325.1
SMKI_07G1870	XP_056082326.1
SMKI_07G1880	XP_056082327.1
SMKI_07G1900	XP_056082328.1
SMKI_07G1910	XP_056082329.1
SMKI_07G1920	XP_056082330.1
SMKI_07G1930	XP_056082331.1
SMKI_07G1940	XP_056082332.1
SMKI_07G1950	XP_056082333.1
SMKI_07G1960	XP_056082334.1
SMKI_07G1970	XP_056082335.1
SMKI_07G1980	XP_056082336.1
SMKI_07G2000	XP_056082337.1
SMKI_07G2010	XP_056082338.1
SMKI_07G2020	XP_056082339.1
SMKI_07G2030	XP_056082340.1
SMKI_07G2040	XP_056082341.1
SMKI_07G2050	XP_056082342.1
SMKI_07G2060	XP_056082343.1
SMKI_07G2070	XP_056082344.1
SMKI_07G2090	XP_056082345.1
SMKI_07G2100	XP_056082346.1
SMKI_07G2110	XP_056082347.1
SMKI_07G2120	XP_056082348.1
SMKI_07G2130	XP_056082349.1
SMKI_07G2140	XP_056082350.1
SMKI_07G2150	XP_056082351.1
SMKI_07G2160	XP_056082352.1
SMKI_07G2170	XP_056082353.1
SMKI_07G2180	XP_056082354.1
SMKI_07G2180	XP_056082354.1
SMKI_07G2190	XP_056082355.1
SMKI_07G2200	XP_056082356.1
SMKI_07G2210	XP_056082357.1
SMKI_07G2220	XP_056082358.1
SMKI_07G2230	XP_056082359.1
SMKI_07G2250	XP_056082360.1
SMKI_07G2260	XP_056082361.1
SMKI_07G2270	XP_056082362.1
SMKI_07G2280	XP_056082363.1
SMKI_07G2290	XP_056082364.1
SMKI_07G2300	XP_056082365.1
SMKI_07G2310	XP_056082366.1
SMKI_07G2320	XP_056082367.1
SMKI_07G2330	XP_056082368.1
SMKI_07G2340	XP_056082369.1
SMKI_07G2360	XP_056082370.1
SMKI_07G2370	XP_056082371.1
SMKI_07G2380	XP_056082372.1
SMKI_07G2390	XP_056082373.1
SMKI_07G2400	XP_056082374.1
SMKI_07G2410	XP_056082375.1
SMKI_07G2420	XP_056082376.1
SMKI_07G2430	XP_056082377.1
SMKI_07G2440	XP_056082378.1
SMKI_07G2450	XP_056082379.1
SMKI_07G2460	XP_056082380.1
SMKI_07G2470	XP_056082381.1
SMKI_07G2480	XP_056082382.1
SMKI_07G2485	XP_056082383.1
SMKI_07G2485	XP_056082383.1
SMKI_07G2485	XP_056082383.1
SMKI_07G2490	XP_056082384.1
SMKI_07G2500	XP_056082385.1
SMKI_07G2510	XP_056082386.1
SMKI_07G2520	XP_056082387.1
SMKI_07G2530	XP_056082388.1
SMKI_07G2540	XP_056082389.1
SMKI_07G2550	XP_056082390.1
SMKI_07G2560	XP_056082391.1
SMKI_07G2570	XP_056082392.1
SMKI_07G2590	XP_056082393.1
SMKI_07G2600	XP_056082394.1
SMKI_07G2610	XP_056082395.1
SMKI_07G2620	XP_056082396.1
SMKI_07G2630	XP_056082397.1
SMKI_07G2640	XP_056082398.1
SMKI_07G2650	XP_056082399.1
SMKI_07G2660	XP_056082400.1
SMKI_07G2670	XP_056082401.1
SMKI_07G2690	XP_056082402.1
SMKI_07G2700	XP_056082403.1
SMKI_07G2720	XP_056082404.1
SMKI_07G2730	XP_056082405.1
SMKI_07G2740	XP_056082406.1
SMKI_07G2750	XP_056082407.1
SMKI_07G2760	XP_056082408.1
SMKI_07G2770	XP_056082409.1
SMKI_07G2780	XP_056082410.1
SMKI_07G2790	XP_056082411.1
SMKI_07G2800	XP_056082412.1
SMKI_07G2810	XP_056082413.1
SMKI_07G2820	XP_056082414.1
SMKI_07G2830	XP_056082415.1
SMKI_07G2840	XP_056082416.1
SMKI_07G2850	XP_056082417.1
SMKI_07G2850	XP_056082417.1
SMKI_07G2860	XP_056082418.1
SMKI_07G2870	XP_056082419.1
SMKI_07G2880	XP_056082420.1
SMKI_07G2890	XP_056082421.1
SMKI_07G2900	XP_056082422.1
SMKI_07G2910	XP_056082423.1
SMKI_07G2920	XP_056082424.1
SMKI_07G2930	XP_056082425.1
SMKI_07G2930	XP_056082425.1
SMKI_07G2940	XP_056082426.1
SMKI_07G2950	XP_056082427.1
SMKI_07G2960	XP_056082428.1
SMKI_07G2970	XP_056082429.1
SMKI_07G2980	XP_056082430.1
SMKI_07G2990	XP_056082431.1
SMKI_07G3000	XP_056082432.1
SMKI_07G3020	XP_056082433.1
SMKI_07G3030	XP_056082434.1
SMKI_07G3040	XP_056082435.1
SMKI_07G3050	XP_056082436.1
SMKI_07G3060	XP_056082437.1
SMKI_07G3070	XP_056082438.1
SMKI_07G3080	XP_056082439.1
SMKI_07G3090	XP_056082440.1
SMKI_07G3100	XP_056082441.1
SMKI_07G3110	XP_056082442.1
SMKI_07G3120	XP_056082443.1
SMKI_07G3130	XP_056082444.1
SMKI_07G3140	XP_056082445.1
SMKI_07G3150	XP_056082446.1
SMKI_07G3160	XP_056082447.1
SMKI_07G3180	XP_056082448.1
SMKI_07G3190	XP_056082449.1
SMKI_07G3200	XP_056082450.1
SMKI_07G3210	XP_056082451.1
SMKI_07G3220	XP_056082452.1
SMKI_08G0010	XP_056082453.1
SMKI_08G0020	XP_056082454.1
SMKI_08G0030	XP_056082455.1
SMKI_08G0040	XP_056082456.1
SMKI_08G0050	XP_056082457.1
SMKI_08G0060	XP_056082458.1
SMKI_08G0070	XP_056082459.1
SMKI_08G0080	XP_056082460.1
SMKI_08G0090	XP_056082461.1
SMKI_08G0100	XP_056082462.1
SMKI_08G0110	XP_056082463.1
SMKI_08G0120	XP_056082464.1
SMKI_08G0130	XP_056082465.1
SMKI_08G0140	XP_056082466.1
SMKI_08G0150	XP_056082467.1
SMKI_08G0160	XP_056082468.1
SMKI_08G0170	XP_056082469.1
SMKI_08G0180	XP_056082470.1
SMKI_08G0190	XP_056082471.1
SMKI_08G0200	XP_056082472.1
SMKI_08G0210	XP_056082473.1
SMKI_08G0220	XP_056082474.1
SMKI_08G0230	XP_056082475.1
SMKI_08G0240	XP_056082476.1
SMKI_08G0250	XP_056082477.1
SMKI_08G0260	XP_056082478.1
SMKI_08G0270	XP_056082479.1
SMKI_08G0280	XP_056082480.1
SMKI_08G0290	XP_056082481.1
SMKI_08G0300	XP_056082482.1
SMKI_08G0310	XP_056082483.1
SMKI_08G0320	XP_056082484.1
SMKI_08G0330	XP_056082485.1
SMKI_08G0340	XP_056082486.1
SMKI_08G0350	XP_056082487.1
SMKI_08G0360	XP_056082488.1
SMKI_08G0370	XP_056082489.1
SMKI_08G0380	XP_056082490.1
SMKI_08G0390	XP_056082491.1
SMKI_08G0400	XP_056082492.1
SMKI_08G0400	XP_056082492.1
SMKI_08G0410	XP_056082493.1
SMKI_08G0420	XP_056082494.1
SMKI_08G0430	XP_056082495.1
SMKI_08G0440	XP_056082496.1
SMKI_08G0450	XP_056082497.1
SMKI_08G0460	XP_056082498.1
SMKI_08G0470	XP_056082499.1
SMKI_08G0480	XP_056082500.1
SMKI_08G0490	XP_056082501.1
SMKI_08G0500	XP_056082502.1
SMKI_08G0510	XP_056082503.1
SMKI_08G0520	XP_056082504.1
SMKI_08G0520	XP_056082504.1
SMKI_08G0530	XP_056082505.1
SMKI_08G0540	XP_056082506.1
SMKI_08G0550	XP_056082507.1
SMKI_08G0560	XP_056082508.1
SMKI_08G0570	XP_056082509.1
SMKI_08G0580	XP_056082510.1
SMKI_08G0580	XP_056082510.1
SMKI_08G0590	XP_056082511.1
SMKI_08G0600	XP_056082512.1
SMKI_08G0610	XP_056082513.1
SMKI_08G0620	XP_056082514.1
SMKI_08G0630	XP_056082515.1
SMKI_08G0630	XP_056082515.1
SMKI_08G0650	XP_056082516.1
SMKI_08G0660	XP_056082517.1
SMKI_08G0670	XP_056082518.1
SMKI_08G0680	XP_056082519.1
SMKI_08G0690	XP_056082520.1
SMKI_08G0700	XP_056082521.1
SMKI_08G0710	XP_056082522.1
SMKI_08G0720	XP_056082523.1
SMKI_08G0730	XP_056082524.1
SMKI_08G0740	XP_056082525.1
SMKI_08G0750	XP_056082526.1
SMKI_08G0770	XP_056082527.1
SMKI_08G0780	XP_056082528.1
SMKI_08G0790	XP_056082529.1
SMKI_08G0800	XP_056082530.1
SMKI_08G0810	XP_056082531.1
SMKI_08G0820	XP_056082532.1
SMKI_08G0830	XP_056082533.1
SMKI_08G0840	XP_056082534.1
SMKI_08G0840	XP_056082534.1
SMKI_08G0850	XP_056082535.1
SMKI_08G0860	XP_056082536.1
SMKI_08G0870	XP_056082537.1
SMKI_08G0880	XP_056082538.1
SMKI_08G0890	XP_056082539.1
SMKI_08G0900	XP_056082540.1
SMKI_08G0910	XP_056082541.1
SMKI_08G0920	XP_056082542.1
SMKI_08G0930	XP_056082543.1
SMKI_08G0940	XP_056082544.1
SMKI_08G0950	XP_056082545.1
SMKI_08G0970	XP_056082546.1
SMKI_08G0980	XP_056082547.1
SMKI_08G0990	XP_056082548.1
SMKI_08G1000	XP_056082549.1
SMKI_08G1010	XP_056082550.1
SMKI_08G1020	XP_056082551.1
SMKI_08G1030	XP_056082552.1
SMKI_08G1040	XP_056082553.1
SMKI_08G1050	XP_056082554.1
SMKI_08G1060	XP_056082555.1
SMKI_08G1070	XP_056082556.1
SMKI_08G1080	XP_056082557.1
SMKI_08G1090	XP_056082558.1
SMKI_08G1100	XP_056082559.1
SMKI_08G1110	XP_056082560.1
SMKI_08G1120	XP_056082561.1
SMKI_08G1130	XP_056082562.1
SMKI_08G1140	XP_056082563.1
SMKI_08G1150	XP_056082564.1
SMKI_08G1160	XP_056082565.1
SMKI_08G1170	XP_056082566.1
SMKI_08G1190	XP_056082567.1
SMKI_08G1200	XP_056082568.1
SMKI_08G1210	XP_056082569.1
SMKI_08G1210	XP_056082569.1
SMKI_08G1220	XP_056082570.1
SMKI_08G1220	XP_056082570.1
SMKI_08G1230	XP_056082571.1
SMKI_08G1240	XP_056082572.1
SMKI_08G1250	XP_056082573.1
SMKI_08G1260	XP_056082574.1
SMKI_08G1270	XP_056082575.1
SMKI_08G1280	XP_056082576.1
SMKI_08G1290	XP_056082577.1
SMKI_08G1300	XP_056082578.1
SMKI_08G1310	XP_056082579.1
SMKI_08G1320	XP_056082580.1
SMKI_08G1330	XP_056082581.1
SMKI_08G1340	XP_056082582.1
SMKI_08G1350	XP_056082583.1
SMKI_08G1360	XP_056082584.1
SMKI_08G1370	XP_056082585.1
SMKI_08G1380	XP_056082586.1
SMKI_08G1390	XP_056082587.1
SMKI_08G1400	XP_056082588.1
SMKI_08G1410	XP_056082589.1
SMKI_08G1420	XP_056082590.1
SMKI_08G1430	XP_056082591.1
SMKI_08G1440	XP_056082592.1
SMKI_08G1440	XP_056082592.1
SMKI_08G1450	XP_056082593.1
SMKI_08G1460	XP_056082594.1
SMKI_08G1470	XP_056082595.1
SMKI_08G1480	XP_056082596.1
SMKI_08G1490	XP_056082597.1
SMKI_08G1500	XP_056082598.1
SMKI_08G1510	XP_056082599.1
SMKI_08G1520	XP_056082600.1
SMKI_08G1530	XP_056082601.1
SMKI_08G1540	XP_056082602.1
SMKI_08G1550	XP_056082603.1
SMKI_08G1560	XP_056082604.1
SMKI_08G1570	XP_056082605.1
SMKI_08G1580	XP_056082606.1
SMKI_08G1590	XP_056082607.1
SMKI_08G1600	XP_056082608.1
SMKI_08G1610	XP_056082609.1
SMKI_08G1620	XP_056082610.1
SMKI_08G1630	XP_056082611.1
SMKI_08G1640	XP_056082612.1
SMKI_08G1650	XP_056082613.1
SMKI_08G1660	XP_056082614.1
SMKI_08G1660	XP_056082614.1
SMKI_08G1670	XP_056082615.1
SMKI_08G1680	XP_056082616.1
SMKI_08G1690	XP_056082617.1
SMKI_08G1700	XP_056082618.1
SMKI_08G1710	XP_056082619.1
SMKI_08G1720	XP_056082620.1
SMKI_08G1740	XP_056082621.1
SMKI_08G1750	XP_056082622.1
SMKI_08G1760	XP_056082623.1
SMKI_08G1770	XP_056082624.1
SMKI_08G1780	XP_056082625.1
SMKI_08G1790	XP_056082626.1
SMKI_08G1800	XP_056082627.1
SMKI_08G1810	XP_056082628.1
SMKI_08G1820	XP_056082629.1
SMKI_08G1830	XP_056082630.1
SMKI_08G1840	XP_056082631.1
SMKI_08G1840	XP_056082631.1
SMKI_08G1850	XP_056082632.1
SMKI_08G1860	XP_056082633.1
SMKI_08G1870	XP_056082634.1
SMKI_08G1880	XP_056082635.1
SMKI_08G1890	XP_056082636.1
SMKI_08G1900	XP_056082637.1
SMKI_08G1910	XP_056082638.1
SMKI_08G1920	XP_056082639.1
SMKI_08G1930	XP_056082640.1
SMKI_08G1940	XP_056082641.1
SMKI_08G1950	XP_056082642.1
SMKI_08G1960	XP_056082643.1
SMKI_08G1970	XP_056082644.1
SMKI_08G1980	XP_056082645.1
SMKI_08G1990	XP_056082646.1
SMKI_08G2000	XP_056082647.1
SMKI_08G2010	XP_056082648.1
SMKI_08G2020	XP_056082649.1
SMKI_08G2030	XP_056082650.1
SMKI_08G2040	XP_056082651.1
SMKI_08G2050	XP_056082652.1
SMKI_08G2060	XP_056082653.1
SMKI_08G2070	XP_056082654.1
SMKI_08G2080	XP_056082655.1
SMKI_08G2090	XP_056082656.1
SMKI_08G2100	XP_056082657.1
SMKI_08G2110	XP_056082658.1
SMKI_08G2120	XP_056082659.1
SMKI_08G2130	XP_056082660.1
SMKI_08G2140	XP_056082661.1
SMKI_08G2150	XP_056082662.1
SMKI_08G2160	XP_056082663.1
SMKI_08G2170	XP_056082664.1
SMKI_08G2180	XP_056082665.1
SMKI_08G2190	XP_056082666.1
SMKI_08G2200	XP_056082667.1
SMKI_08G2210	XP_056082668.1
SMKI_08G2220	XP_056082669.1
SMKI_08G2230	XP_056082670.1
SMKI_08G2240	XP_056082671.1
SMKI_08G2250	XP_056082672.1
SMKI_08G2260	XP_056082673.1
SMKI_08G2270	XP_056082674.1
SMKI_08G2280	XP_056082675.1
SMKI_08G2290	XP_056082676.1
SMKI_08G2300	XP_056082677.1
SMKI_08G2310	XP_056082678.1
SMKI_08G2320	XP_056082679.1
SMKI_08G2330	XP_056082680.1
SMKI_08G2340	XP_056082681.1
SMKI_08G2360	XP_056082682.1
SMKI_08G2370	XP_056082683.1
SMKI_08G2380	XP_056082684.1
SMKI_08G2390	XP_056082685.1
SMKI_08G2400	XP_056082686.1
SMKI_08G2410	XP_056082687.1
SMKI_08G2420	XP_056082688.1
SMKI_08G2430	XP_056082689.1
SMKI_08G2440	XP_056082690.1
SMKI_08G2450	XP_056082691.1
SMKI_08G2460	XP_056082692.1
SMKI_08G2470	XP_056082693.1
SMKI_08G2480	XP_056082694.1
SMKI_08G2490	XP_056082695.1
SMKI_08G2500	XP_056082696.1
SMKI_08G2510	XP_056082697.1
SMKI_08G2520	XP_056082698.1
SMKI_08G2530	XP_056082699.1
SMKI_08G2540	XP_056082700.1
SMKI_08G2550	XP_056082701.1
SMKI_08G2560	XP_056082702.1
SMKI_08G2570	XP_056082703.1
SMKI_08G2580	XP_056082704.1
SMKI_08G2590	XP_056082705.1
SMKI_08G2600	XP_056082706.1
SMKI_08G2610	XP_056082707.1
SMKI_08G2620	XP_056082708.1
SMKI_08G2630	XP_056082709.1
SMKI_09G0010	XP_056082710.1
SMKI_09G0020	XP_056082711.1
SMKI_09G0030	XP_056082712.1
SMKI_09G0040	XP_056082713.1
SMKI_09G0050	XP_056082714.1
SMKI_09G0060	XP_056082715.1
SMKI_09G0070	XP_056082716.1
SMKI_09G0080	XP_056082717.1
SMKI_09G0090	XP_056082718.1
SMKI_09G0100	XP_056082719.1
SMKI_09G0110	XP_056082720.1
SMKI_09G0120	XP_056082721.1
SMKI_09G0130	XP_056082722.1
SMKI_09G0140	XP_056082723.1
SMKI_09G0150	XP_056082724.1
SMKI_09G0160	XP_056082725.1
SMKI_09G0170	XP_056082726.1
SMKI_09G0180	XP_056082727.1
SMKI_09G0190	XP_056082728.1
SMKI_09G0200	XP_056082729.1
SMKI_09G0210	XP_056082730.1
SMKI_09G0220	XP_056082731.1
SMKI_09G0230	XP_056082732.1
SMKI_09G0240	XP_056082733.1
SMKI_09G0250	XP_056082734.1
SMKI_09G0260	XP_056082735.1
SMKI_09G0270	XP_056082736.1
SMKI_09G0280	XP_056082737.1
SMKI_09G0290	XP_056082738.1
SMKI_09G0300	XP_056082739.1
SMKI_09G0310	XP_056082740.1
SMKI_09G0320	XP_056082741.1
SMKI_09G0340	XP_056082742.1
SMKI_09G0350	XP_056082743.1
SMKI_09G0360	XP_056082744.1
SMKI_09G0370	XP_056082745.1
SMKI_09G0380	XP_056082746.1
SMKI_09G0390	XP_056082747.1
SMKI_09G0400	XP_056082748.1
SMKI_09G0410	XP_056082749.1
SMKI_09G0410	XP_056082749.1
SMKI_09G0420	XP_056082750.1
SMKI_09G0430	XP_056082751.1
SMKI_09G0440	XP_056082752.1
SMKI_09G0450	XP_056082753.1
SMKI_09G0460	XP_056082754.1
SMKI_09G0470	XP_056082755.1
SMKI_09G0480	XP_056082756.1
SMKI_09G0490	XP_056082757.1
SMKI_09G0500	XP_056082758.1
SMKI_09G0510	XP_056082759.1
SMKI_09G0520	XP_056082760.1
SMKI_09G0530	XP_056082761.1
SMKI_09G0540	XP_056082762.1
SMKI_09G0550	XP_056082763.1
SMKI_09G0560	XP_056082764.1
SMKI_09G0570	XP_056082765.1
SMKI_09G0580	XP_056082766.1
SMKI_09G0590	XP_056082767.1
SMKI_09G0600	XP_056082768.1
SMKI_09G0610	XP_056082769.1
SMKI_09G0620	XP_056082770.1
SMKI_09G0630	XP_056082771.1
SMKI_09G0640	XP_056082772.1
SMKI_09G0650	XP_056082773.1
SMKI_09G0660	XP_056082774.1
SMKI_09G0670	XP_056082775.1
SMKI_09G0670	XP_056082775.1
SMKI_09G0680	XP_056082776.1
SMKI_09G0690	XP_056082777.1
SMKI_09G0700	XP_056082778.1
SMKI_09G0710	XP_056082779.1
SMKI_09G0720	XP_056082780.1
SMKI_09G0740	XP_056082781.1
SMKI_09G0750	XP_056082782.1
SMKI_09G0760	XP_056082783.1
SMKI_09G0770	XP_056082784.1
SMKI_09G0780	XP_056082785.1
SMKI_09G0790	XP_056082786.1
SMKI_09G0800	XP_056082787.1
SMKI_09G0810	XP_056082788.1
SMKI_09G0820	XP_056082789.1
SMKI_09G0830	XP_056082790.1
SMKI_09G0835	XP_056082791.1
SMKI_09G0840	XP_056082792.1
SMKI_09G0850	XP_056082793.1
SMKI_09G0860	XP_056082794.1
SMKI_09G0870	XP_056082795.1
SMKI_09G0880	XP_056082796.1
SMKI_09G0890	XP_056082797.1
SMKI_09G0900	XP_056082798.1
SMKI_09G0910	XP_056082799.1
SMKI_09G0920	XP_056082800.1
SMKI_09G0930	XP_056082801.1
SMKI_09G0940	XP_056082802.1
SMKI_09G0950	XP_056082803.1
SMKI_09G0950	XP_056082803.1
SMKI_09G0960	XP_056082804.1
SMKI_09G0970	XP_056082805.1
SMKI_09G0980	XP_056082806.1
SMKI_09G0990	XP_056082807.1
SMKI_09G0990	XP_056082807.1
SMKI_09G1010	XP_056082808.1
SMKI_09G1020	XP_056082809.1
SMKI_09G1030	XP_056082810.1
SMKI_09G1040	XP_056082811.1
SMKI_09G1050	XP_056082812.1
SMKI_09G1060	XP_056082813.1
SMKI_09G1070	XP_056082814.1
SMKI_09G1080	XP_056082815.1
SMKI_09G1090	XP_056082816.1
SMKI_09G1100	XP_056082817.1
SMKI_09G1110	XP_056082818.1
SMKI_09G1120	XP_056082819.1
SMKI_09G1130	XP_056082820.1
SMKI_09G1140	XP_056082821.1
SMKI_09G1140	XP_056082821.1
SMKI_09G1150	XP_056082822.1
SMKI_09G1160	XP_056082823.1
SMKI_09G1170	XP_056082824.1
SMKI_09G1180	XP_056082825.1
SMKI_09G1190	XP_056082826.1
SMKI_09G1200	XP_056082827.1
SMKI_09G1210	XP_056082828.1
SMKI_09G1220	XP_056082829.1
SMKI_09G1230	XP_056082830.1
SMKI_09G1240	XP_056082831.1
SMKI_09G1250	XP_056082832.1
SMKI_09G1260	XP_056082833.1
SMKI_09G1270	XP_056082834.1
SMKI_09G1280	XP_056082835.1
SMKI_09G1290	XP_056082836.1
SMKI_09G1300	XP_056082837.1
SMKI_09G1310	XP_056082838.1
SMKI_09G1320	XP_056082839.1
SMKI_09G1330	XP_056082840.1
SMKI_09G1340	XP_056082841.1
SMKI_09G1350	XP_056082842.1
SMKI_09G1365	XP_056082843.1
SMKI_09G1370	XP_056082844.1
SMKI_09G1380	XP_056082845.1
SMKI_09G1390	XP_056082846.1
SMKI_09G1400	XP_056082847.1
SMKI_09G1410	XP_056082848.1
SMKI_09G1420	XP_056082849.1
SMKI_09G1430	XP_056082850.1
SMKI_09G1440	XP_056082851.1
SMKI_09G1450	XP_056082852.1
SMKI_09G1450	XP_056082852.1
SMKI_09G1460	XP_056082853.1
SMKI_09G1470	XP_056082854.1
SMKI_09G1480	XP_056082855.1
SMKI_09G1510	XP_056082856.1
SMKI_09G1520	XP_056082857.1
SMKI_09G1530	XP_056082858.1
SMKI_09G1540	XP_056082859.1
SMKI_09G1550	XP_056082860.1
SMKI_09G1570	XP_056082861.1
SMKI_09G1580	XP_056082862.1
SMKI_09G1590	XP_056082863.1
SMKI_09G1600	XP_056082864.1
SMKI_09G1610	XP_056082865.1
SMKI_09G1620	XP_056082866.1
SMKI_09G1620	XP_056082866.1
SMKI_09G1630	XP_056082867.1
SMKI_09G1640	XP_056082868.1
SMKI_09G1650	XP_056082869.1
SMKI_09G1660	XP_056082870.1
SMKI_09G1670	XP_056082871.1
SMKI_09G1680	XP_056082872.1
SMKI_09G1690	XP_056082873.1
SMKI_09G1700	XP_056082874.1
SMKI_09G1710	XP_056082875.1
SMKI_09G1720	XP_056082876.1
SMKI_09G1730	XP_056082877.1
SMKI_09G1740	XP_056082878.1
SMKI_09G1750	XP_056082879.1
SMKI_09G1760	XP_056082880.1
SMKI_09G1770	XP_056082881.1
SMKI_09G1780	XP_056082882.1
SMKI_09G1790	XP_056082883.1
SMKI_09G1800	XP_056082884.1
SMKI_09G1810	XP_056082885.1
SMKI_09G1820	XP_056082886.1
SMKI_09G1830	XP_056082887.1
SMKI_09G1850	XP_056082888.1
SMKI_09G1860	XP_056082889.1
SMKI_09G1870	XP_056082890.1
SMKI_09G1880	XP_056082891.1
SMKI_09G1890	XP_056082892.1
SMKI_09G1910	XP_056082893.1
SMKI_09G1920	XP_056082894.1
SMKI_09G1930	XP_056082895.1
SMKI_09G1940	XP_056082896.1
SMKI_09G1950	XP_056082897.1
SMKI_09G1960	XP_056082898.1
SMKI_09G1970	XP_056082899.1
SMKI_09G1980	XP_056082900.1
SMKI_09G1990	XP_056082901.1
SMKI_09G2000	XP_056082902.1
SMKI_09G2010	XP_056082903.1
SMKI_09G2020	XP_056082904.1
SMKI_09G2030	XP_056082905.1
SMKI_09G2040	XP_056082906.1
SMKI_09G2050	XP_056082907.1
SMKI_09G2060	XP_056082908.1
SMKI_09G2070	XP_056082909.1
SMKI_09G2080	XP_056082910.1
SMKI_10G0010	XP_056077338.1
SMKI_10G0020	XP_056077339.1
SMKI_10G0030	XP_056077340.1
SMKI_10G0040	XP_056077341.1
SMKI_10G0050	XP_056077342.1
SMKI_10G0060	XP_056077343.1
SMKI_10G0070	XP_056077344.1
SMKI_10G0080	XP_056077345.1
SMKI_10G0090	XP_056077346.1
SMKI_10G0100	XP_056077347.1
SMKI_10G0110	XP_056077348.1
SMKI_10G0120	XP_056077349.1
SMKI_10G0130	XP_056077350.1
SMKI_10G0140	XP_056077351.1
SMKI_10G0150	XP_056077352.1
SMKI_10G0160	XP_056077353.1
SMKI_10G0170	XP_056077354.1
SMKI_10G0175	XP_056077355.1
SMKI_10G0175	XP_056077355.1
SMKI_10G0180	XP_056077356.1
SMKI_10G0190	XP_056077357.1
SMKI_10G0200	XP_056077358.1
SMKI_10G0210	XP_056077359.1
SMKI_10G0220	XP_056077360.1
SMKI_10G0230	XP_056077361.1
SMKI_10G0240	XP_056077362.1
SMKI_10G0260	XP_056077363.1
SMKI_10G0270	XP_056077364.1
SMKI_10G0280	XP_056077365.1
SMKI_10G0290	XP_056077366.1
SMKI_10G0290	XP_056077366.1
SMKI_10G0300	XP_056077367.1
SMKI_10G0310	XP_056077368.1
SMKI_10G0310	XP_056077368.1
SMKI_10G0320	XP_056077369.1
SMKI_10G0330	XP_056077370.1
SMKI_10G0340	XP_056077371.1
SMKI_10G0350	XP_056077372.1
SMKI_10G0370	XP_056077373.1
SMKI_10G0380	XP_056077374.1
SMKI_10G0390	XP_056077375.1
SMKI_10G0400	XP_056077376.1
SMKI_10G0410	XP_056077377.1
SMKI_10G0420	XP_056077378.1
SMKI_10G0420	XP_056077378.1
SMKI_10G0430	XP_056077379.1
SMKI_10G0440	XP_056077380.1
SMKI_10G0450	XP_056077381.1
SMKI_10G0460	XP_056077382.1
SMKI_10G0470	XP_056077383.1
SMKI_10G0480	XP_056077384.1
SMKI_10G0490	XP_056077385.1
SMKI_10G0500	XP_056077386.1
SMKI_10G0510	XP_056077387.1
SMKI_10G0520	XP_056077388.1
SMKI_10G0530	XP_056077389.1
SMKI_10G0540	XP_056077390.1
SMKI_10G0550	XP_056077391.1
SMKI_10G0560	XP_056077392.1
SMKI_10G0570	XP_056077393.1
SMKI_10G0580	XP_056077394.1
SMKI_10G0590	XP_056077395.1
SMKI_10G0600	XP_056077396.1
SMKI_10G0610	XP_056077397.1
SMKI_10G0620	XP_056077398.1
SMKI_10G0630	XP_056077399.1
SMKI_10G0640	XP_056077400.1
SMKI_10G0650	XP_056077401.1
SMKI_10G0660	XP_056077402.1
SMKI_10G0670	XP_056077403.1
SMKI_10G0680	XP_056077404.1
SMKI_10G0690	XP_056077405.1
SMKI_10G0700	XP_056077406.1
SMKI_10G0710	XP_056077407.1
SMKI_10G0720	XP_056077408.1
SMKI_10G0740	XP_056077409.1
SMKI_10G0750	XP_056077410.1
SMKI_10G0760	XP_056077411.1
SMKI_10G0770	XP_056077412.1
SMKI_10G0780	XP_056077413.1
SMKI_10G0800	XP_056077414.1
SMKI_10G0810	XP_056077415.1
