DI49_0001	XP_018224050.1
DI49_2696	XP_018221530.1
DI49_2697	XP_018221531.1
DI49_2699	XP_018221532.1
DI49_2700	XP_018221533.1
DI49_2701	XP_018221534.1
DI49_2702	XP_018221535.1
DI49_2704	XP_018221536.1
DI49_2705	XP_018221537.1
DI49_2706	XP_018221538.1
DI49_2707	XP_018221539.1
DI49_2708	XP_018221540.1
DI49_2709	XP_018221541.1
DI49_2710	XP_018221542.1
DI49_2711	XP_018221543.1
DI49_2712	XP_018221544.1
DI49_2713	XP_018221545.1
DI49_2714	XP_018221546.1
DI49_2715	XP_018221547.1
DI49_2715	XP_018221547.1
DI49_2716	XP_018221548.1
DI49_2717	XP_018221549.1
DI49_2718	XP_018221550.1
DI49_2719	XP_018221551.1
DI49_2720	XP_018221552.1
DI49_2721	XP_018221553.1
DI49_2722	XP_018221554.1
DI49_2723	XP_018221555.1
DI49_2725	XP_018221556.1
DI49_2726	XP_018221557.1
DI49_2727	XP_018221558.1
DI49_2728	XP_018221559.1
DI49_2729	XP_018221560.1
DI49_2730	XP_018221561.1
DI49_2731	XP_018221562.1
DI49_2732	XP_018221563.1
DI49_2733	XP_018221564.1
DI49_2734	XP_018221565.1
DI49_2735	XP_018221566.1
DI49_2736	XP_018221567.1
DI49_2737	XP_018221568.1
DI49_2738	XP_018221569.1
DI49_2739	XP_018221570.1
DI49_2740	XP_018221571.1
DI49_2741	XP_018221572.1
DI49_2742	XP_018221573.1
DI49_2743	XP_018221574.1
DI49_2744	XP_018221575.1
DI49_2745	XP_018221576.1
DI49_2746	XP_018221577.1
DI49_2747	XP_018221578.1
DI49_2748	XP_018221579.1
DI49_2750	XP_018221580.1
DI49_2751	XP_018221581.1
DI49_2752	XP_018221582.1
DI49_2753	XP_018221583.1
DI49_2754	XP_018221584.1
DI49_2755	XP_018221585.1
DI49_2756	XP_018221586.1
DI49_2757	XP_018221587.1
DI49_2758	XP_018221588.1
DI49_2759	XP_018221589.1
DI49_2759	XP_018221589.1
DI49_2760	XP_018221590.1
DI49_2761	XP_018221591.1
DI49_2762	XP_018221592.1
DI49_2765	XP_018221593.1
DI49_2766	XP_018221594.1
DI49_2767	XP_018221595.1
DI49_2768	XP_018221596.1
DI49_2770	XP_018221597.1
DI49_2771	XP_018221598.1
DI49_2772	XP_018221599.1
DI49_2773	XP_018221600.1
DI49_2774	XP_018221601.1
DI49_2775	XP_018221602.1
DI49_2776	XP_018221603.1
DI49_2777	XP_018221604.1
DI49_2778	XP_018221605.1
DI49_2779	XP_018221606.1
DI49_2780	XP_018221607.1
DI49_2781	XP_018221608.1
DI49_2782	XP_018221609.1
DI49_2783	XP_018221610.1
DI49_2784	XP_018221611.1
DI49_2785	XP_018221612.1
DI49_2787	XP_018221613.1
DI49_2788	XP_018221614.1
DI49_2789	XP_018221615.1
DI49_2790	XP_018221616.1
DI49_2791	XP_018221617.1
DI49_2792	XP_018221618.1
DI49_2793	XP_018221619.1
DI49_2794	XP_018221620.1
DI49_2795	XP_018221621.1
DI49_2796	XP_018221622.1
DI49_2797	XP_018221623.1
DI49_2798	XP_018221624.1
DI49_2799	XP_018221625.1
DI49_2800	XP_018221626.1
DI49_2801	XP_018221627.1
DI49_2802	XP_018221628.1
DI49_2803	XP_018221629.1
DI49_2804	XP_018221630.1
DI49_2805	XP_018221631.1
DI49_2806	XP_018221632.1
DI49_2807	XP_018221633.1
DI49_2808	XP_018221634.1
DI49_2809	XP_018221635.1
DI49_2810	XP_018221636.1
DI49_2811	XP_018221637.1
DI49_2812	XP_018221638.1
DI49_2813	XP_018221639.1
DI49_2814	XP_018221640.1
DI49_2815	XP_018221641.1
DI49_2816	XP_018221642.1
DI49_2817	XP_018221643.1
DI49_2819	XP_018221132.1
DI49_2820	XP_018221133.1
DI49_2821	XP_018221134.1
DI49_2822	XP_018221135.1
DI49_2823	XP_018221136.1
DI49_2824	XP_018221137.1
DI49_2825	XP_018221138.1
DI49_2826	XP_018221139.1
DI49_2827	XP_018221140.1
DI49_2828	XP_018221141.1
DI49_2829	XP_018221142.1
DI49_2830	XP_018221143.1
DI49_2831	XP_018221144.1
DI49_2832	XP_018221145.1
DI49_2834	XP_018221146.1
DI49_2835	XP_018221147.1
DI49_2836	XP_018221148.1
DI49_2837	XP_018221149.1
DI49_2838	XP_018221150.1
DI49_2839	XP_018221151.1
DI49_2840	XP_018221152.1
DI49_2840	XP_018221152.1
DI49_2841	XP_018221153.1
DI49_2842	XP_018221154.1
DI49_2842	XP_018221154.1
DI49_2843	XP_018221155.1
DI49_2844	XP_018221156.1
DI49_2845	XP_018221157.1
DI49_2846	XP_018221158.1
DI49_2847	XP_018221159.1
DI49_2848	XP_018221160.1
DI49_2849	XP_018221161.1
DI49_2850	XP_018221162.1
DI49_2851	XP_018221163.1
DI49_2852	XP_018221164.1
DI49_2852	XP_018221164.1
DI49_2853	XP_018221165.1
DI49_2854	XP_018221166.1
DI49_2855	XP_018221167.1
DI49_2856	XP_018221168.1
DI49_2857	XP_018221169.1
DI49_2858	XP_018221170.1
DI49_2859	XP_018221171.1
DI49_2860	XP_018221172.1
DI49_2861	XP_018221173.1
DI49_2862	XP_018221174.1
DI49_2863	XP_018221175.1
DI49_2864	XP_018221176.1
DI49_2865	XP_018221177.1
DI49_2867	XP_018221178.1
DI49_2868	XP_018221179.1
DI49_2869	XP_018221180.1
DI49_2870	XP_018221181.1
DI49_2871	XP_018221182.1
DI49_2872	XP_018221183.1
DI49_2873	XP_018221184.1
DI49_2874	XP_018221185.1
DI49_2875	XP_018221186.1
DI49_2876	XP_018221187.1
DI49_2877	XP_018221188.1
DI49_2878	XP_018221189.1
DI49_2879	XP_018221190.1
DI49_2880	XP_018221191.1
DI49_2881	XP_018221192.1
DI49_2882	XP_018221193.1
DI49_2883	XP_018221194.1
DI49_2884	XP_018221195.1
DI49_2885	XP_018221196.1
DI49_2886	XP_018221197.1
DI49_2887	XP_018221198.1
DI49_2888	XP_018221199.1
DI49_2889	XP_018221200.1
DI49_2890	XP_018221201.1
DI49_2891	XP_018221202.1
DI49_2892	XP_018221203.1
DI49_2893	XP_018221204.1
DI49_2894	XP_018221205.1
DI49_2895	XP_018221206.1
DI49_2896	XP_018221207.1
DI49_2897	XP_018221208.1
DI49_2898	XP_018221209.1
DI49_2899	XP_018221210.1
DI49_2900	XP_018221211.1
DI49_2901	XP_018221212.1
DI49_2902	XP_018221213.1
DI49_2903	XP_018221214.1
DI49_2904	XP_018221215.1
DI49_2906	XP_018221216.1
DI49_2908	XP_018221217.1
DI49_2909	XP_018221218.1
DI49_2910	XP_018221219.1
DI49_2911	XP_018221220.1
DI49_2912	XP_018221221.1
DI49_2913	XP_018221222.1
DI49_2914	XP_018221223.1
DI49_2915	XP_018221224.1
DI49_2916	XP_018221225.1
DI49_2917	XP_018221226.1
DI49_2919	XP_018221227.1
DI49_2920	XP_018221228.1
DI49_2921	XP_018221229.1
DI49_2922	XP_018221230.1
DI49_2923	XP_018221231.1
DI49_2924	XP_018221232.1
DI49_2925	XP_018221233.1
DI49_2926	XP_018221234.1
DI49_2927	XP_018221235.1
DI49_2928	XP_018221236.1
DI49_2929	XP_018221237.1
DI49_2930	XP_018221238.1
DI49_2931	XP_018221239.1
DI49_2932	XP_018221240.1
DI49_2933	XP_018221241.1
DI49_2934	XP_018221242.1
DI49_2935	XP_018221243.1
DI49_2936	XP_018221244.1
DI49_2937	XP_018221245.1
DI49_2938	XP_018221246.1
DI49_2939	XP_018221247.1
DI49_2940	XP_018221248.1
DI49_2941	XP_018221249.1
DI49_2942	XP_018221250.1
DI49_2943	XP_018221251.1
DI49_2944	XP_018221252.1
DI49_2945	XP_018221253.1
DI49_2946	XP_018221254.1
DI49_2947	XP_018221255.1
DI49_2948	XP_018221256.1
DI49_2949	XP_018221257.1
DI49_2950	XP_018221258.1
DI49_2951	XP_018221259.1
DI49_2952	XP_018221260.1
DI49_2953	XP_018221261.1
DI49_2954	XP_018221262.1
DI49_2955	XP_018221263.1
DI49_2956	XP_018221264.1
DI49_2957	XP_018221265.1
DI49_2958	XP_018221266.1
DI49_2959	XP_018221267.1
DI49_2960	XP_018221268.1
DI49_2961	XP_018221269.1
DI49_2962	XP_018221270.1
DI49_2963	XP_018221271.1
DI49_2964	XP_018221272.1
DI49_2965	XP_018221273.1
DI49_2966	XP_018221274.1
DI49_2967	XP_018221275.1
DI49_2968	XP_018221276.1
DI49_2969	XP_018221277.1
DI49_2973	XP_018221278.1
DI49_2974	XP_018221279.1
DI49_2975	XP_018221280.1
DI49_2976	XP_018221281.1
DI49_2977	XP_018221282.1
DI49_2978	XP_018221283.1
DI49_2981	XP_018221284.1
DI49_2982	XP_018221285.1
DI49_2984	XP_018221286.1
DI49_2985	XP_018221287.1
DI49_2986	XP_018221288.1
DI49_2987	XP_018221289.1
DI49_2988	XP_018221290.1
DI49_2989	XP_018221291.1
DI49_2990	XP_018221292.1
DI49_2992	XP_018221293.1
DI49_2993	XP_018221294.1
DI49_2994	XP_018221295.1
DI49_2995	XP_018221296.1
DI49_2997	XP_018221297.1
DI49_2998	XP_018221298.1
DI49_2999	XP_018221299.1
DI49_3000	XP_018221300.1
DI49_3001	XP_018221301.1
DI49_3002	XP_018221302.1
DI49_3003	XP_018221303.1
DI49_3004	XP_018221304.1
DI49_3007	XP_018221305.1
DI49_3008	XP_018221306.1
DI49_3010	XP_018221307.1
DI49_3012	XP_018221308.1
DI49_3013	XP_018221309.1
DI49_3014	XP_018221310.1
DI49_3015	XP_018221311.1
DI49_3016	XP_018221312.1
DI49_3017	XP_018221313.1
DI49_3018	XP_018221314.1
DI49_3019	XP_018221315.1
DI49_3020	XP_018221316.1
DI49_3021	XP_018221317.1
DI49_3022	XP_018221318.1
DI49_3023	XP_018221319.1
DI49_3024	XP_018221320.1
DI49_3025	XP_018221321.1
DI49_3026	XP_018221322.1
DI49_3027	XP_018221323.1
DI49_3028	XP_018221324.1
DI49_3029	XP_018221325.1
DI49_3030	XP_018221326.1
DI49_3031	XP_018221327.1
DI49_3032	XP_018221328.1
DI49_3033	XP_018221329.1
DI49_3034	XP_018221330.1
DI49_3035	XP_018221331.1
DI49_3036	XP_018221332.1
DI49_3037	XP_018221333.1
DI49_3038	XP_018221334.1
DI49_3039	XP_018221335.1
DI49_3040	XP_018221336.1
DI49_3041	XP_018221337.1
DI49_3042	XP_018221338.1
DI49_3043	XP_018221339.1
DI49_3044	XP_018221340.1
DI49_3045	XP_018221341.1
DI49_3046	XP_018221342.1
DI49_3047	XP_018221343.1
DI49_3048	XP_018221344.1
DI49_3049	XP_018221345.1
DI49_3051	XP_018221346.1
DI49_3052	XP_018221347.1
DI49_3053	XP_018221348.1
DI49_3055	XP_018221349.1
DI49_3056	XP_018221350.1
DI49_3057	XP_018221351.1
DI49_3058	XP_018221352.1
DI49_3059	XP_018221353.1
DI49_3061	XP_018221354.1
DI49_3062	XP_018221355.1
DI49_3063	XP_018221356.1
DI49_3065	XP_018221357.1
DI49_3066	XP_018221358.1
DI49_3068	XP_018221359.1
DI49_3070	XP_018221360.1
DI49_3071	XP_018221361.1
DI49_3072	XP_018221362.1
DI49_3073	XP_018221363.1
DI49_3074	XP_018221364.1
DI49_3075	XP_018221365.1
DI49_3076	XP_018221366.1
DI49_3077	XP_018221367.1
DI49_3078	XP_018221368.1
DI49_3079	XP_018221369.1
DI49_3080	XP_018221370.1
DI49_3081	XP_018221371.1
DI49_3082	XP_018221372.1
DI49_3083	XP_018221373.1
DI49_3084	XP_018221374.1
DI49_3085	XP_018221375.1
DI49_3086	XP_018221376.1
DI49_3087	XP_018221377.1
DI49_3088	XP_018221378.1
DI49_3089	XP_018221379.1
DI49_3090	XP_018221380.1
DI49_3091	XP_018221381.1
DI49_3092	XP_018221382.1
DI49_3093	XP_018221383.1
DI49_3094	XP_018221384.1
DI49_3095	XP_018221385.1
DI49_3096	XP_018221386.1
DI49_3097	XP_018221387.1
DI49_3098	XP_018221388.1
DI49_3099	XP_018221389.1
DI49_3100	XP_018221390.1
DI49_3101	XP_018221391.1
DI49_3102	XP_018221392.1
DI49_3103	XP_018221393.1
DI49_3103	XP_018221393.1
DI49_3104	XP_018221394.1
DI49_3105	XP_018221395.1
DI49_3106	XP_018221396.1
DI49_3107	XP_018221397.1
DI49_3108	XP_018221398.1
DI49_3109	XP_018221399.1
DI49_3111	XP_018221400.1
DI49_3112	XP_018221401.1
DI49_3113	XP_018221402.1
DI49_3114	XP_018221403.1
DI49_3115	XP_018221404.1
DI49_3116	XP_018221405.1
DI49_3117	XP_018221406.1
DI49_3118	XP_018221407.1
DI49_3119	XP_018221408.1
DI49_3120	XP_018221409.1
DI49_3121	XP_018221410.1
DI49_3122	XP_018221411.1
DI49_3123	XP_018221412.1
DI49_3124	XP_018221413.1
DI49_3125	XP_018221414.1
DI49_3126	XP_018221415.1
DI49_3127	XP_018221416.1
DI49_3128	XP_018221417.1
DI49_3129	XP_018221418.1
DI49_3130	XP_018221419.1
DI49_3131	XP_018221420.1
DI49_3132	XP_018221421.1
DI49_3133	XP_018221422.1
DI49_3134	XP_018221423.1
DI49_3135	XP_018221424.1
DI49_3136	XP_018221425.1
DI49_3137	XP_018221426.1
DI49_3138	XP_018221427.1
DI49_3139	XP_018221428.1
DI49_3140	XP_018221429.1
DI49_3141	XP_018221430.1
DI49_3142	XP_018221431.1
DI49_3143	XP_018221432.1
DI49_3144	XP_018221433.1
DI49_3145	XP_018221434.1
DI49_3146	XP_018221435.1
DI49_3147	XP_018221436.1
DI49_3148	XP_018221437.1
DI49_3149	XP_018221438.1
DI49_3150	XP_018221439.1
DI49_3151	XP_018221440.1
DI49_3152	XP_018221441.1
DI49_3153	XP_018221442.1
DI49_3154	XP_018221443.1
DI49_3155	XP_018221444.1
DI49_3156	XP_018221445.1
DI49_3157	XP_018221446.1
DI49_3158	XP_018221447.1
DI49_3159	XP_018221448.1
DI49_3160	XP_018221449.1
DI49_3161	XP_018221450.1
DI49_3162	XP_018221451.1
DI49_3163	XP_018221452.1
DI49_3164	XP_018221453.1
DI49_3165	XP_018221454.1
DI49_3166	XP_018221455.1
DI49_3167	XP_018220842.1
DI49_3168	XP_018220843.1
DI49_3169	XP_018220844.1
DI49_3170	XP_018220845.1
DI49_3171	XP_018220846.1
DI49_3172	XP_018220847.1
DI49_3173	XP_018220848.1
DI49_3174	XP_018220849.1
DI49_3175	XP_018220850.1
DI49_3177	XP_018220851.1
DI49_3178	XP_018220852.1
DI49_3179	XP_018220853.1
DI49_3180	XP_018220854.1
DI49_3181	XP_018220855.1
DI49_3182	XP_018220856.1
DI49_3183	XP_018220857.1
DI49_3184	XP_018220858.1
DI49_3186	XP_018220859.1
DI49_3187	XP_018220860.1
DI49_3188	XP_018220861.1
DI49_3189	XP_018220862.1
DI49_3190	XP_018220863.1
DI49_3191	XP_018220864.1
DI49_3191	XP_018220864.1
DI49_3193	XP_018220865.1
DI49_3194	XP_018220866.1
DI49_3195	XP_018220867.1
DI49_3196	XP_018220868.1
DI49_3197	XP_018220869.1
DI49_3198	XP_018220870.1
DI49_3199	XP_018220871.1
DI49_3200	XP_018220872.1
DI49_3201	XP_018220873.1
DI49_3202	XP_018220874.1
DI49_3202	XP_018220874.1
DI49_3203	XP_018220875.1
DI49_3204	XP_018220876.1
DI49_3205	XP_018220877.1
DI49_3206	XP_018220878.1
DI49_3207	XP_018220879.1
DI49_3208	XP_018220880.1
DI49_3209	XP_018220881.1
DI49_3210	XP_018220882.1
DI49_3211	XP_018220883.1
DI49_3212	XP_018220884.1
DI49_3213	XP_018220885.1
DI49_3214	XP_018220886.1
DI49_3215	XP_018220887.1
DI49_3217	XP_018220888.1
DI49_3218	XP_018220889.1
DI49_3219	XP_018220890.1
DI49_3220	XP_018220891.1
DI49_3221	XP_018220892.1
DI49_3222	XP_018220893.1
DI49_3223	XP_018220894.1
DI49_3224	XP_018220895.1
DI49_3224	XP_018220895.1
DI49_3225	XP_018220896.1
DI49_3226	XP_018220897.1
DI49_3228	XP_018220898.1
DI49_3229	XP_018220899.1
DI49_3230	XP_018220900.1
DI49_3231	XP_018220901.1
DI49_3232	XP_018220902.1
DI49_3233	XP_018220903.1
DI49_3234	XP_018220904.1
DI49_3235	XP_018220905.1
DI49_3236	XP_018220906.1
DI49_3237	XP_018220907.1
DI49_3238	XP_018220908.1
DI49_3239	XP_018220909.1
DI49_3240	XP_018220910.1
DI49_3241	XP_018220911.1
DI49_3242	XP_018220912.1
DI49_3243	XP_018220913.1
DI49_3244	XP_018220914.1
DI49_3245	XP_018220915.1
DI49_3246	XP_018220916.1
DI49_3247	XP_018220917.1
DI49_3248	XP_018220918.1
DI49_3249	XP_018220919.1
DI49_3250	XP_018220920.1
DI49_3252	XP_018220921.1
DI49_3253	XP_018220922.1
DI49_3254	XP_018220923.1
DI49_3255	XP_018220924.1
DI49_3256	XP_018220925.1
DI49_3257	XP_018220926.1
DI49_3258	XP_018220927.1
DI49_3259	XP_018220928.1
DI49_3261	XP_018220929.1
DI49_3262	XP_018220930.1
DI49_3263	XP_018220931.1
DI49_3264	XP_018220932.1
DI49_3265	XP_018220933.1
DI49_3266	XP_018220934.1
DI49_3267	XP_018220935.1
DI49_3268	XP_018220936.1
DI49_3269	XP_018220937.1
DI49_3270	XP_018220938.1
DI49_3271	XP_018220939.1
DI49_3272	XP_018220940.1
DI49_3273	XP_018220941.1
DI49_3274	XP_018220942.1
DI49_3275	XP_018220943.1
DI49_3276	XP_018220944.1
DI49_3277	XP_018220945.1
DI49_3278	XP_018220946.1
DI49_3279	XP_018220947.1
DI49_3280	XP_018220948.1
DI49_3281	XP_018220949.1
DI49_3282	XP_018220950.1
DI49_3283	XP_018220951.1
DI49_3284	XP_018220952.1
DI49_3285	XP_018220953.1
DI49_3286	XP_018220954.1
DI49_3287	XP_018220955.1
DI49_3288	XP_018220956.1
DI49_3289	XP_018220957.1
DI49_3290	XP_018220958.1
DI49_3291	XP_018220959.1
DI49_3292	XP_018220960.1
DI49_3293	XP_018220961.1
DI49_3294	XP_018220962.1
DI49_3295	XP_018220963.1
DI49_3296	XP_018220964.1
DI49_3297	XP_018220965.1
DI49_3298	XP_018220966.1
DI49_3299	XP_018220967.1
DI49_3300	XP_018220968.1
DI49_3302	XP_018220969.1
DI49_3304	XP_018220970.1
DI49_3305	XP_018220971.1
DI49_3307	XP_018220972.1
DI49_3308	XP_018220973.1
DI49_3309	XP_018220974.1
DI49_3310	XP_018220975.1
DI49_3311	XP_018220976.1
DI49_3312	XP_018220977.1
DI49_3313	XP_018220978.1
DI49_3314	XP_018220979.1
DI49_3315	XP_018220980.1
DI49_3316	XP_018220981.1
DI49_3317	XP_018220982.1
DI49_3318	XP_018220983.1
DI49_3319	XP_018220984.1
DI49_3320	XP_018220985.1
DI49_3321	XP_018220986.1
DI49_3322	XP_018220987.1
DI49_3323	XP_018220988.1
DI49_3324	XP_018220989.1
DI49_3325	XP_018220990.1
DI49_3326	XP_018220991.1
DI49_3327	XP_018220992.1
DI49_3328	XP_018220993.1
DI49_3329	XP_018220994.1
DI49_3330	XP_018220995.1
DI49_3331	XP_018220996.1
DI49_3332	XP_018220997.1
DI49_3333	XP_018220998.1
DI49_3334	XP_018220999.1
DI49_3335	XP_018221000.1
DI49_3336	XP_018221001.1
DI49_3337	XP_018221002.1
DI49_3338	XP_018221003.1
DI49_3340	XP_018221004.1
DI49_3341	XP_018221005.1
DI49_3342	XP_018221006.1
DI49_3343	XP_018221007.1
DI49_3344	XP_018221008.1
DI49_3345	XP_018221009.1
DI49_3346	XP_018221010.1
DI49_3347	XP_018221011.1
DI49_3348	XP_018221012.1
DI49_3349	XP_018221013.1
DI49_3350	XP_018221014.1
DI49_3351	XP_018221015.1
DI49_3352	XP_018221016.1
DI49_3353	XP_018221017.1
DI49_3354	XP_018221018.1
DI49_3355	XP_018221019.1
DI49_3356	XP_018221020.1
DI49_3357	XP_018221021.1
DI49_3358	XP_018221022.1
DI49_3359	XP_018221023.1
DI49_3360	XP_018221024.1
DI49_3361	XP_018221025.1
DI49_3362	XP_018221026.1
DI49_3363	XP_018221027.1
DI49_3364	XP_018221028.1
DI49_3365	XP_018221029.1
DI49_3366	XP_018221030.1
DI49_3367	XP_018221031.1
DI49_3367	XP_018221031.1
DI49_3368	XP_018221032.1
DI49_3369	XP_018221033.1
DI49_3370	XP_018221034.1
DI49_3371	XP_018221035.1
DI49_3372	XP_018221036.1
DI49_3373	XP_018221037.1
DI49_3374	XP_018221038.1
DI49_3375	XP_018221039.1
DI49_3376	XP_018221040.1
DI49_3376	XP_018221040.1
DI49_3377	XP_018221041.1
DI49_3378	XP_018221042.1
DI49_3379	XP_018221043.1
DI49_3380	XP_018221044.1
DI49_3381	XP_018221045.1
DI49_3383	XP_018221046.1
DI49_3384	XP_018221047.1
DI49_3385	XP_018221048.1
DI49_3386	XP_018221049.1
DI49_3387	XP_018221050.1
DI49_3388	XP_018221051.1
DI49_3389	XP_018221052.1
DI49_3390	XP_018221053.1
DI49_3391	XP_018221054.1
DI49_3392	XP_018221055.1
DI49_3393	XP_018221056.1
DI49_3394	XP_018221057.1
DI49_3395	XP_018221058.1
DI49_3396	XP_018221059.1
DI49_3397	XP_018221060.1
DI49_3398	XP_018221061.1
DI49_3400	XP_018221062.1
DI49_3401	XP_018221063.1
DI49_3402	XP_018221064.1
DI49_3403	XP_018221065.1
DI49_3404	XP_018221066.1
DI49_3405	XP_018221067.1
DI49_3406	XP_018221068.1
DI49_3407	XP_018221069.1
DI49_3408	XP_018221070.1
DI49_3409	XP_018221071.1
DI49_3411	XP_018221072.1
DI49_3413	XP_018221073.1
DI49_3414	XP_018221074.1
DI49_3415	XP_018221075.1
DI49_3416	XP_018221076.1
DI49_3417	XP_018221077.1
DI49_3418	XP_018221078.1
DI49_3419	XP_018221079.1
DI49_3420	XP_018221080.1
DI49_3421	XP_018221081.1
DI49_3422	XP_018221082.1
DI49_3423	XP_018221083.1
DI49_3424	XP_018221084.1
DI49_3425	XP_018221085.1
DI49_3426	XP_018221086.1
DI49_3427	XP_018221087.1
DI49_3428	XP_018221088.1
DI49_3428	XP_018221088.1
DI49_3429	XP_018221089.1
DI49_3430	XP_018221090.1
DI49_3431	XP_018221091.1
DI49_3432	XP_018221092.1
DI49_3433	XP_018221093.1
DI49_3434	XP_018221094.1
DI49_3435	XP_018221095.1
DI49_3436	XP_018221096.1
DI49_3437	XP_018221097.1
DI49_3438	XP_018221098.1
DI49_3439	XP_018221099.1
DI49_3440	XP_018221100.1
DI49_3441	XP_018221101.1
DI49_3442	XP_018221102.1
DI49_3444	XP_018221103.1
DI49_3445	XP_018221104.1
DI49_3446	XP_018221105.1
DI49_3447	XP_018221106.1
DI49_3448	XP_018221107.1
DI49_3449	XP_018221108.1
DI49_3450	XP_018221109.1
DI49_3451	XP_018221110.1
DI49_3452	XP_018221111.1
DI49_3453	XP_018221112.1
DI49_3454	XP_018221113.1
DI49_3455	XP_018221114.1
DI49_3456	XP_018221115.1
DI49_3457	XP_018221116.1
DI49_3458	XP_018221117.1
DI49_3459	XP_018221118.1
DI49_3460	XP_018221119.1
DI49_3461	XP_018221120.1
DI49_3462	XP_018221121.1
DI49_3463	XP_018221122.1
DI49_3464	XP_018221123.1
DI49_3465	XP_018221124.1
DI49_3465	XP_018221124.1
DI49_3466	XP_018221125.1
DI49_3467	XP_018221126.1
DI49_3468	XP_018221127.1
DI49_3469	XP_018221128.1
DI49_3470	XP_018221129.1
DI49_3471	XP_018221130.1
DI49_3472	XP_018221131.1
DI49_3473	XP_018220379.1
DI49_3474	XP_018220380.1
DI49_3475	XP_018220381.1
DI49_3476	XP_018220382.1
DI49_3477	XP_018220383.1
DI49_3478	XP_018220384.1
DI49_3479	XP_018220385.1
DI49_3480	XP_018220386.1
DI49_3481	XP_018220387.1
DI49_3482	XP_018220388.1
DI49_3483	XP_018220389.1
DI49_3484	XP_018220390.1
DI49_3485	XP_018220391.1
DI49_3486	XP_018220392.1
DI49_3487	XP_018220393.1
DI49_3488	XP_018220394.1
DI49_3489	XP_018220395.1
DI49_3490	XP_018220396.1
DI49_3491	XP_018220397.1
DI49_3492	XP_018220398.1
DI49_3493	XP_018220399.1
DI49_3494	XP_018220400.1
DI49_3495	XP_018220401.1
DI49_3496	XP_018220402.1
DI49_3497	XP_018220403.1
DI49_3498	XP_018220404.1
DI49_3499	XP_018220405.1
DI49_3500	XP_018220406.1
DI49_3501	XP_018220407.1
DI49_3502	XP_018220408.1
DI49_3503	XP_018220409.1
DI49_3504	XP_018220410.1
DI49_3506	XP_018220411.1
DI49_3507	XP_018220412.1
DI49_3508	XP_018220413.1
DI49_3509	XP_018220414.1
DI49_3510	XP_018220415.1
DI49_3511	XP_018220416.1
DI49_3512	XP_018220417.1
DI49_3513	XP_018220418.1
DI49_3514	XP_018220419.1
DI49_3515	XP_018220420.1
DI49_3516	XP_018220421.1
DI49_3517	XP_018220422.1
DI49_3518	XP_018220423.1
DI49_3519	XP_018220424.1
DI49_3520	XP_018220425.1
DI49_3521	XP_018220426.1
DI49_3522	XP_018220427.1
DI49_3523	XP_018220428.1
DI49_3524	XP_018220429.1
DI49_3525	XP_018220430.1
DI49_3526	XP_018220431.1
DI49_3527	XP_018220432.1
DI49_3528	XP_018220433.1
DI49_3529	XP_018220434.1
DI49_3530	XP_018220435.1
DI49_3531	XP_018220436.1
DI49_3532	XP_018220437.1
DI49_3533	XP_018220438.1
DI49_3534	XP_018220439.1
DI49_3535	XP_018220440.1
DI49_3536	XP_018220441.1
DI49_3537	XP_018220442.1
DI49_3539	XP_018220443.1
DI49_3540	XP_018220444.1
DI49_3541	XP_018220445.1
DI49_3542	XP_018220446.1
DI49_3543	XP_018220447.1
DI49_3544	XP_018220448.1
DI49_3545	XP_018220449.1
DI49_3546	XP_018220450.1
DI49_3547	XP_018220451.1
DI49_3548	XP_018220452.1
DI49_3549	XP_018220453.1
DI49_3550	XP_018220454.1
DI49_3551	XP_018220455.1
DI49_3552	XP_018220456.1
DI49_3553	XP_018220457.1
DI49_3554	XP_018220458.1
DI49_3555	XP_018220459.1
DI49_3556	XP_018220460.1
DI49_3557	XP_018220461.1
DI49_3558	XP_018220462.1
DI49_3559	XP_018220463.1
DI49_3560	XP_018220464.1
DI49_3561	XP_018220465.1
DI49_3562	XP_018220466.1
DI49_3563	XP_018220467.1
DI49_3565	XP_018220468.1
DI49_3566	XP_018220469.1
DI49_3567	XP_018220470.1
DI49_3568	XP_018220471.1
DI49_3569	XP_018220472.1
DI49_3570	XP_018220473.1
DI49_3571	XP_018220474.1
DI49_3572	XP_018220475.1
DI49_3573	XP_018220476.1
DI49_3574	XP_018220477.1
DI49_3575	XP_018220478.1
DI49_3576	XP_018220479.1
DI49_3576	XP_018220479.1
DI49_3577	XP_018220480.1
DI49_3578	XP_018220481.1
DI49_3579	XP_018220482.1
DI49_3580	XP_018220483.1
DI49_3581	XP_018220484.1
DI49_3582	XP_018220485.1
DI49_3583	XP_018220486.1
DI49_3584	XP_018220487.1
DI49_3585	XP_018220488.1
DI49_3586	XP_018220489.1
DI49_3587	XP_018220490.1
DI49_3588	XP_018220491.1
DI49_3589	XP_018220492.1
DI49_3589	XP_018220492.1
DI49_3590	XP_018220493.1
DI49_3591	XP_018220494.1
DI49_3592	XP_018220495.1
DI49_3593	XP_018220496.1
DI49_3594	XP_018220497.1
DI49_3595	XP_018220498.1
DI49_3596	XP_018220499.1
DI49_3597	XP_018220500.1
DI49_3598	XP_018220501.1
DI49_3599	XP_018220502.1
DI49_3600	XP_018220503.1
DI49_3601	XP_018220504.1
DI49_3602	XP_018220505.1
DI49_3603	XP_018220506.1
DI49_3604	XP_018220507.1
DI49_3605	XP_018220508.1
DI49_3606	XP_018220509.1
