YAL068C	NP_009332.1
YIL064W	NP_012200.2
YIL063C	NP_012201.1
YIL062C	NP_012202.1
YIL061C	NP_012203.1
YIL060W	NP_012204.3
YIL059C	NP_001418069.1
YIL057C	NP_012207.3
YIL056W	NP_012208.1
YIL055C	NP_012209.1
YIL054W	NP_001257680.1
YIL053W	NP_012211.2
YIL052C	NP_012212.1
YIL052C	NP_012212.1
YIL051C	NP_012213.3
YIL050W	NP_012214.3
YIL049W	NP_012215.1
YIL048W	NP_012216.1
YIL047C	NP_012217.3
YIL046W-A	NP_878097.1
YIL046W	NP_012218.1
YIL045W	NP_012219.3
YIL044C	NP_012220.3
YIL043C	NP_012221.2
YIL042C	NP_012222.1
YIL041W	NP_012223.3
YIL040W	NP_012224.1
YIL039W	NP_012225.1
YIL038C	NP_012226.3
YIL037C	NP_012227.3
YIL036W	NP_012228.1
YIL035C	NP_012229.1
YIL034C	NP_012230.3
YIL033C	NP_012231.1
YIL031W	NP_012233.1
YIL030C	NP_012234.3
YIL029C	NP_012235.3
YIL027C	NP_012237.1
YIL026C	NP_012238.1
YIL024C	NP_012240.3
YIL023C	NP_012241.1
YIL022W	NP_012242.1
YIL021W	NP_012243.3
YIL020C	NP_012244.3
YIL019W	NP_012245.1
YIL018W	NP_012246.1
YIL018W	NP_012246.1
YIL017C	NP_012247.3
YIL016W	NP_012248.1
YIL015W	NP_012249.1
YIL014C-A	NP_012250.3
YIL014W	NP_012251.3
YIL013C	NP_012252.1
YIL012W	NP_001335785.1
YIL011W	NP_012254.1
YIL010W	NP_012255.3
YIL009C-A	NP_012256.1
YIL009C-A	NP_012256.1
YIL009W	NP_012257.1
YIL008W	NP_012258.3
YIL007C	NP_012259.3
YIL006W	NP_012260.1
YIL005W	NP_012261.1
YIL004C	NP_012262.3
YIL004C	NP_012262.3
YIL003W	NP_012263.1
YIL002W-A	NP_878098.1
YIL002C	NP_012264.3
YIL001W	NP_012265.3
YIR001C	NP_012266.1
YIR002C	NP_012267.1
YIR003W	NP_012268.3
YIR004W	NP_012269.1
YIR005W	NP_012270.1
YIR006C	NP_012271.3
YIR007W	NP_012272.3
YIR008C	NP_012273.1
YIR009W	NP_012274.1
YIR010W	NP_012275.3
YIR011C	NP_012276.1
YIR012W	NP_012277.1
YIR013C	NP_012278.3
YIR014W	NP_012279.4
YIR015W	NP_012280.1
YIR016W	NP_012281.1
YIR017C	NP_012282.3
YIR018W	NP_012283.1
YIR018C-A	NP_878099.1
YIR019C	NP_012284.3
YIR020C	NP_001257681.1
YIR021W	NP_012287.3
YIR021W-A	NP_878100.1
YIR022W	NP_012288.1
YIR023W	NP_012289.3
YIR024C	NP_012290.1
YIR025W	NP_012291.1
YIR026C	NP_012292.3
YIR027C	NP_012293.3
YIR028W	NP_012294.3
YIR029W	NP_012295.1
YIR030C	NP_012296.1
YIR031C	NP_012297.3
YIR032C	NP_012298.1
YIR033W	NP_012299.1
YIR034C	NP_012300.3
YIR035C	NP_012301.3
YIR036C	NP_012302.3
YIR037W	NP_012303.1
YIR038C	NP_012304.1
YIR039C	NP_012305.3
YIR041W	NP_012307.1
YIR042C	NP_012308.1
YJL225C	NP_012311.1
YJL225C	NP_012311.1
YJL223C	NP_012312.1
YJL222W	NP_012313.1
YJL221C	NP_012314.1
YJL219W	NP_012316.1
YJL218W	NP_012317.1
YJL217W	NP_012318.1
YJL216C	NP_012319.1
YJL214W	NP_012321.1
YJL213W	NP_012322.1
YJL212C	NP_012323.1
YJL210W	NP_012325.1
YJL209W	NP_012326.1
YJL208C	NP_012327.1
YJL207C	NP_012328.1
YJL206C	NP_012329.1
YJL205C	NP_012330.1
YJL205C	NP_012330.1
YJL204C	NP_012331.1
YJL203W	NP_012332.1
YJL201W	NP_012334.1
YJL200C	NP_012335.1
YJL199C	NP_001335786.1
YJL198W	NP_012337.1
YJL197W	NP_012338.1
YJL196C	NP_012339.1
YJL194W	NP_012341.1
YJL193W	NP_012342.1
YJL192C	NP_012343.1
YJL191W	NP_012344.1
YJL191W	NP_012344.1
YJL190C	NP_012345.1
YJL189W	NP_012346.1
YJL189W	NP_012346.1
YJL187C	NP_012348.1
YJL186W	NP_012349.2
YJL185C	NP_012350.1
YJL184W	NP_012351.1
YJL183W	NP_012352.2
YJL181W	NP_012354.1
YJL180C	NP_012355.1
YJL179W	NP_012356.2
YJL178C	NP_012357.2
YJL177W	NP_012358.1
YJL177W	NP_012358.1
YJL176C	NP_012359.1
YJL174W	NP_012361.1
YJL173C	NP_012362.1
YJL172W	NP_012363.1
YJL171C	NP_012364.2
YJL170C	NP_012365.2
YJL168C	NP_012367.2
YJL167W	NP_012368.1
YJL166W	NP_012369.1
YJL165C	NP_012370.1
YJL164C	NP_012371.2
YJL163C	NP_012372.1
YJL162C	NP_012373.2
YJL161W	NP_012374.1
YJL160C	NP_012375.2
YJL159W	NP_012376.3
YJL158C	NP_012377.1
YJL157C	NP_012378.1
YJL156C	NP_012379.2
YJL155C	NP_012380.1
YJL154C	NP_012381.1
YJL153C	NP_012382.2
YJL151C	NP_012384.1
YJL149W	NP_012386.1
YJL148W	NP_012387.1
YJL147C	NP_012388.1
YJL146W	NP_012389.1
YJL145W	NP_012390.1
YJL144W	NP_012391.1
YJL143W	NP_012392.1
YJL142C	NP_001381964.1
YJL141C	NP_012394.1
YJL140W	NP_012395.1
YJL139C	NP_012396.1
YJL138C	NP_012397.1
YJL137C	NP_012398.1
YJL136W-A	NP_878101.1
YJL136C	NP_012399.1
YJL136C	NP_012399.1
YJL134W	NP_012401.1
YJL133C-A	NP_878102.1
YJL133W	NP_012402.1
YJL132W	NP_012403.1
YJL131C	NP_012404.1
YJL130C	NP_012405.2
YJL129C	NP_012406.1
YJL128C	NP_012407.2
YJL127C-B	NP_878103.1
YJL127C	NP_012408.1
YJL126W	NP_012409.1
YJL125C	NP_012410.1
YJL124C	NP_012411.1
YJL123C	NP_012412.1
YJL122W	NP_012413.1
YJL121C	NP_012414.1
YJL118W	NP_012417.1
YJL117W	NP_012418.1
YJL116C	NP_012419.1
YJL115W	NP_012420.1
YJL114W	NP_012422.2
YJL113W	NP_012421.2
YJL113W	NP_012421.2
YJL112W	NP_012423.1
YJL111W	NP_012424.1
YJL110C	NP_012425.1
YJL109C	NP_012426.1
YJL108C	NP_012427.1
YJL107C	NP_012428.1
YJL106W	NP_012429.1
YJL105W	NP_012430.1
YJL104W	NP_012431.1
YJL103C	NP_012432.1
YJL102W	NP_012433.1
YJL101C	NP_012434.1
YJL100W	NP_012435.1
YJL099W	NP_012436.1
YJL098W	NP_012437.1
YJL097W	NP_012438.1
YJL096W	NP_012439.2
YJL095W	NP_012440.1
YJL094C	NP_012441.1
YJL093C	NP_012442.1
YJL092W	NP_012443.1
YJL091C	NP_012444.2
YJL090C	NP_012445.1
YJL089W	NP_012446.1
YJL088W	NP_012447.1
YJL087C	NP_012448.1
YJL085W	NP_012450.1
YJL084C	NP_012451.1
YJL083W	NP_012452.1
YJL082W	NP_012453.1
YJL081C	NP_012454.1
YJL080C	NP_012455.1
YJL079C	NP_012456.1
YJL078C	NP_012457.1
YJL077W-B	NP_878104.1
YJL077C	NP_012458.1
YJL077W-A	NP_001257682.1
YJL076W	NP_012459.1
YJL075C	NP_001381965.1
YJL074C	NP_012461.1
YJL073W	NP_012462.3
YJL072C	NP_012463.1
YJL071W	NP_012464.1
YJL070C	NP_012465.3
YJL069C	NP_012466.1
YJL068C	NP_012467.1
YJL066C	NP_012469.3
YJL065C	NP_012470.1
YJL063C	NP_012472.1
YJL062W-A	NP_076894.3
YJL062W	NP_012473.1
YJL061W	NP_012474.1
YJL060W	NP_012475.3
YJL059W	NP_012476.1
YJL058C	NP_012477.1
YJL057C	NP_012478.3
YJL056C	NP_012479.1
YJL055W	NP_012480.1
YJL054W	NP_012481.3
YJL053W	NP_012482.1
YJL052C-A	NP_076895.1
YJL052W	NP_012483.3
YJL051W	NP_012484.1
YJL050W	NP_012485.1
YJL049W	NP_012486.3
YJL048C	NP_012487.1
YJL047C-A	NP_878105.1
YJL047C	NP_012488.3
YJL046W	NP_012489.2
YJL045W	NP_012490.1
YJL044C	NP_012491.3
YJL043W	NP_012492.1
YJL042W	NP_012493.1
YJL041W	NP_012494.3
YJL041W	NP_012494.3
YJL039C	NP_012495.1
YJL038C	NP_012496.1
YJL037W	NP_012497.3
YJL036W	NP_012498.1
YJL035C	NP_012499.1
YJL034W	NP_012500.3
YJL033W	NP_012501.1
YJL031C	NP_012503.2
YJL031C	NP_012503.2
YJL030W	NP_012504.3
YJL029C	NP_012505.1
YJL028W	NP_012506.1
YJL027C	NP_012507.3
YJL026W	NP_012508.1
YJL025W	NP_012509.1
YJL024C	NP_012510.3
YJL024C	NP_012510.3
YJL023C	NP_012511.1
YJL020C	NP_012514.2
YJL019W	NP_012515.4
YJL016W	NP_012518.2
YJL014W	NP_012520.1
YJL013C	NP_012521.3
YJL012C	NP_012522.2
YJL011C	NP_012523.2
YJL010C	NP_012524.3
YJL008C	NP_012526.1
YJL007C	NP_001335787.1
YJL006C	NP_012528.1
YJL005W	NP_012529.3
YJL004C	NP_012530.1
YJL003W	NP_012531.1
YJL002C	NP_012532.3
YJL001W	NP_012533.1
YJL001W	NP_012533.1
YJR001W	NP_012534.1
YJR002W	NP_012535.3
YJR003C	NP_012536.2
YJR004C	NP_012537.1
YJR005W	NP_012538.3
YJR005C-A	NP_878106.1
YJR006W	NP_012539.1
YJR007W	NP_012540.3
YJR008W	NP_012541.1
YJR009C	NP_012542.1
YJR010W	NP_012543.3
YJR010C-A	NP_012544.1
YJR011C	NP_012545.1
YJR012C	NP_012546.4
YJR013W	NP_012547.2
YJR014W	NP_012548.1
YJR015W	NP_012549.3
YJR016C	NP_012550.1
YJR017C	NP_012551.2
YJR019C	NP_012553.3
YJR021C	NP_012555.1
YJR021C	NP_012555.1
YJR022W	NP_012556.2
YJR024C	NP_012558.3
YJR025C	NP_012559.1
YJR027W	NP_012560.1
YJR027W	NP_012560.1
YJR026W	NP_012561.3
YJR029W	NP_012562.1
YJR029W	NP_012562.1
YJR028W	NP_012563.1
YJR030C	NP_012564.3
YJR031C	NP_012565.1
YJR032W	NP_012566.1
YJR033C	NP_012567.3
YJR034W	NP_012568.1
YJR035W	NP_012569.1
YJR036C	NP_012570.3
YJR039W	NP_012573.1
YJR040W	NP_012574.1
YJR041C	NP_012575.3
YJR042W	NP_012576.1
YJR043C	NP_012577.1
YJR044C	NP_012578.3
YJR045C	NP_012579.1
YJR046W	NP_012580.1
YJR047C	NP_012581.3
YJR048W	NP_012582.1
YJR049C	NP_012583.1
YJR050W	NP_012584.3
YJR051W	NP_012585.1
YJR052W	NP_012586.1
YJR053W	NP_012587.3
YJR054W	NP_012588.1
YJR055W	NP_012589.1
YJR056C	NP_012590.3
YJR057W	NP_012591.1
YJR058C	NP_012592.1
YJR059W	NP_012593.3
YJR060W	NP_012594.1
YJR061W	NP_012595.1
YJR062C	NP_012596.3
YJR063W	NP_012597.1
YJR064W	NP_012598.1
YJR065C	NP_012599.3
YJR066W	NP_012600.1
YJR067C	NP_012601.1
YJR068W	NP_012602.3
YJR069C	NP_012603.1
YJR070C	NP_012604.1
YJR072C	NP_012606.3
YJR073C	NP_012607.1
YJR074W	NP_012608.1
YJR075W	NP_012609.3
YJR076C	NP_012610.1
YJR077C	NP_012611.1
YJR078W	NP_012612.3
YJR079W	NP_012613.1
YJR079W	NP_012613.1
YJR080C	NP_012614.1
YJR082C	NP_012615.3
YJR083C	NP_012616.1
YJR084W	NP_012617.1
YJR085C	NP_012618.3
YJR086W	NP_012619.1
YJR088C	NP_012621.1
YJR089W	NP_012622.3
YJR090C	NP_012623.1
YJR091C	NP_012624.1
YJR092W	NP_012625.5
YJR093C	NP_012626.1
YJR094C	NP_012627.1
YJR094W-A	NP_012628.3
YJR094W-A	NP_012628.3
YJR095W	NP_012629.1
YJR096W	NP_012630.1
YJR097W	NP_012631.3
YJR098C	NP_012632.2
YJR099W	NP_012633.1
YJR100C	NP_012634.3
YJR101W	NP_012635.1
YJR102C	NP_012636.1
YJR103W	NP_012637.4
YJR104C	NP_012638.1
YJR105W	NP_012639.1
YJR106W	NP_012640.4
YJR107W	NP_012641.2
YJR107C-A	NP_001381966.1
YJR108W	NP_012642.1
YJR109C	NP_012643.3
YJR110W	NP_012644.1
YJR111C	NP_012645.1
YJR112W	NP_012646.3
YJR112W-A	NP_878107.1
YJR112W-A	NP_878107.1
YJR113C	NP_012647.1
YJR115W	NP_012649.3
YJR116W	NP_012650.1
YJR117W	NP_012651.1
YJR118C	NP_012652.3
YJR119C	NP_012653.1
YJR120W	NP_012654.1
YJR121W	NP_012655.3
YJR122W	NP_012656.1
YJR123W	NP_012657.1
YJR124C	NP_012658.3
YJR125C	NP_012659.1
YJR126C	NP_012660.1
YJR127C	NP_012661.3
YJR128W	NP_001335788.1
YJR129C	NP_012663.2
YJR130C	NP_012664.1
YJR131W	NP_012665.3
YJR132W	NP_012666.2
YJR133W	NP_012667.1
YJR134C	NP_012668.3
YJR135C	NP_012669.1
YJR135W-A	NP_058168.1
YJR136C	NP_012670.3
YJR137C	NP_116579.1
YJR138W	NP_012672.1
YJR139C	NP_012673.3
YJR140C	NP_012674.1
YJR141W	NP_012675.1
YJR142W	NP_012676.3
YJR143C	NP_012677.1
YJR144W	NP_012678.1
YJR145C	NP_012679.3
YJR145C	NP_012679.3
YJR146W	NP_001257683.1
YJR147W	NP_012681.1
YJR148W	NP_012682.1
YJR149W	NP_012683.4
YJR150C	NP_012684.4
YJR151C	NP_012685.1
YJR151W-A	NP_878108.1
YJR152W	NP_012686.3
YJR153W	NP_012687.3
YJR154W	NP_012688.1
YJR155W	NP_012689.1
YJR156C	NP_012690.3
YJR158W	NP_012692.3
YJR159W	NP_012693.1
YJR160C	NP_012694.1
YJR161C	NP_012695.3
YKL224C	NP_012698.1
YKL222C	NP_012700.1
YKL221W	NP_012701.2
YKL220C	NP_012702.1
YKL219W	NP_012703.1
YKL218C	NP_012704.1
YKL217W	NP_012705.1
YKL216W	NP_012706.1
YKL215C	NP_012707.1
YKL214C	NP_012708.1
YKL213C	NP_012709.1
YKL212W	NP_012710.1
YKL211C	NP_012711.1
YKL210W	NP_012712.1
YKL209C	NP_012713.1
YKL208W	NP_012714.1
YKL207W	NP_012715.3
YKL206C	NP_012716.1
YKL205W	NP_012717.1
YKL204W	NP_012718.1
YKL203C	NP_012719.2
YKL201C	NP_012721.1
YKL198C	NP_012723.3
YKL197C	NP_012724.1
YKL196C	NP_012725.1
YKL195W	NP_012726.2
YKL194C	NP_012727.1
YKL193C	NP_012728.1
YKL192C	NP_012729.1
YKL191W	NP_012730.1
YKL190W	NP_012731.1
YKL190W	NP_012731.1
YKL189W	NP_012732.1
YKL188C	NP_012733.1
YKL187C	NP_012734.1
YKL186C	NP_012735.1
YKL185W	NP_012736.1
YKL184W	NP_012737.1
YKL183C-A	NP_878109.1
YKL183W	NP_012738.1
YKL182W	NP_012739.1
YKL181W	NP_012740.1
YKL180W	NP_012741.1
YKL180W	NP_012741.1
YKL179C	NP_012742.1
YKL178C	NP_012743.1
YKL176C	NP_012745.1
YKL175W	NP_012746.1
YKL174C	NP_012747.1
YKL173W	NP_012748.1
YKL172W	NP_012749.1
YKL171W	NP_012750.1
YKL170W	NP_012751.1
YKL168C	NP_012753.2
YKL167C	NP_012754.1
YKL166C	NP_012755.1
YKL165C	NP_012756.1
YKL164C	NP_012757.1
YKL163W	NP_012758.1
YKL162C	NP_012760.1
YKL161C	NP_012761.1
YKL160W	NP_012762.1
YKL159C	NP_012763.1
YKL157W	NP_012765.3
YKL157W	NP_012765.3
YKL156W	NP_012766.1
YKL156W	NP_012766.1
YKL155C	NP_012767.1
YKL154W	NP_012768.1
YKL152C	NP_012770.1
YKL151C	NP_012771.1
YKL150W	NP_012772.1
YKL149C	NP_012773.1
YKL148C	NP_012774.1
YKL146W	NP_012776.1
YKL145W	NP_012777.1
YKL144C	NP_012778.1
YKL143W	NP_012779.1
YKL142W	NP_012780.1
YKL141W	NP_012781.1
YKL140W	NP_012782.1
YKL139W	NP_012783.1
YKL138C-A	NP_690844.1
YKL138C	NP_012784.1
YKL137W	NP_012785.2
YKL135C	NP_012787.1
YKL134C	NP_012788.2
YKL133C	NP_012789.2
YKL132C	NP_012790.1
YKL130C	NP_012792.1
YKL129C	NP_012793.2
YKL128C	NP_012794.1
YKL127W	NP_012795.1
YKL126W	NP_012796.1
YKL125W	NP_012797.1
YKL124W	NP_012798.1
YKL122C	NP_012800.1
YKL121W	NP_012801.1
YKL120W	NP_012802.1
YKL119C	NP_012803.1
YKL117W	NP_012805.1
YKL116C	NP_012806.1
YKL114C	NP_012808.1
YKL113C	NP_012809.1
YKL112W	NP_012810.1
YKL110C	NP_012812.1
YKL109W	NP_012813.1
YKL108W	NP_012814.1
YKL107W	NP_012815.1
YKL106C-A	NP_076898.1
YKL106W	NP_012816.1
YKL105C	NP_012817.1
YKL104C	NP_012818.1
YKL104W-A	NP_001381967.1
YKL103C	NP_012819.1
YKL102C	NP_001335789.1
YKL101W	NP_012821.2
YKL100C	NP_012822.1
YKL099C	NP_012823.2
YKL098W	NP_012824.1
YKL097C	NP_001335790.1
YKL096C-B	NP_878110.1
YKL096W-A	NP_012826.1
YKL096W	NP_012827.1
YKL095W	NP_012828.1
YKL094W	NP_012829.1
YKL093W	NP_012830.1
YKL092C	NP_012831.1
YKL091C	NP_012832.1
YKL090W	NP_012833.1
YKL089W	NP_012834.1
YKL088W	NP_012835.1
YKL087C	NP_012836.1
YKL086W	NP_012837.1
YKL085W	NP_012838.1
YKL084W	NP_012839.1
YKL082C	NP_012841.1
YKL081W	NP_012842.1
YKL081W	NP_012842.1
YKL080W	NP_012843.1
YKL079W	NP_012844.1
YKL078W	NP_012845.1
YKL077W	NP_012846.1
YKL075C	NP_012848.1
YKL074C	NP_012849.1
YKL073W	NP_012850.1
YKL072W	NP_012851.1
YKL071W	NP_012852.1
YKL070W	NP_012853.1
YKL069W	NP_012854.1
YKL068W-A	NP_878111.1
YKL068W	NP_012855.1
YKL067W	NP_012856.1
YKL065W-A	NP_001032580.1
YKL065C	NP_012858.2
YKL064W	NP_012859.1
YKL063C	NP_012860.1
YKL062W	NP_012861.1
YKL061W	NP_012862.1
YKL060C	NP_012863.1
YKL059C	NP_012864.1
YKL058W	NP_012865.1
YKL057C	NP_012866.1
YKL056C	NP_012867.1
YKL055C	NP_012868.1
YKL054C	NP_012869.1
YKL053C-A	NP_012870.1
YKL052C	NP_012872.2
YKL051W	NP_012873.1
YKL050C	NP_012874.1
YKL049C	NP_012875.2
YKL048C	NP_012876.1
YKL047W	NP_012877.1
YKL046C	NP_012878.1
YKL045W	NP_012879.1
YKL044W	NP_001257684.1
YKL043W	NP_012881.1
YKL042W	NP_012882.3
YKL041W	NP_012883.1
YKL040C	NP_012884.3
YKL039W	NP_012885.2
YKL038W	NP_012886.3
YKL037W	NP_012887.1
YKL035W	NP_012889.3
YKL034W	NP_012890.1
YKL033W-A	NP_012891.4
YKL033W	NP_012892.1
YKL032C	NP_012893.3
YKL029C	NP_012896.1
YKL028W	NP_012897.3
YKL027W	NP_012898.1
YKL026C	NP_012899.3
YKL025C	NP_012900.1
YKL024C	NP_012901.3
YKL023C-A	NP_001032581.1
YKL023W	NP_012902.4
YKL022C	NP_012903.1
YKL021C	NP_012904.3
YKL020C	NP_012905.1
YKL019W	NP_012906.3
YKL018C-A	NP_076899.1
YKL018W	NP_012907.3
YKL017C	NP_012908.1
YKL016C	NP_012909.3
YKL015W	NP_012910.1
YKL014C	NP_012911.3
YKL013C	NP_012912.1
YKL012W	NP_012913.3
YKL011C	NP_012914.1
YKL010C	NP_012915.3
YKL009W	NP_012916.1
YKL008C	NP_012917.3
YKL007W	NP_012918.1
YKL006C-A	NP_012919.3
YKL006C-A	NP_012919.3
YKL006W	NP_012920.1
YKL006W	NP_012920.1
YKL005C	NP_012921.3
YKL004W	NP_012922.1
YKL003C	NP_012923.3
YKL002W	NP_012924.2
YKL002W	NP_012924.2
YKL001C	NP_012925.3
YKR001C	NP_012926.1
YKR002W	NP_012927.3
YKR003W	NP_012928.1
YKR004C	NP_012929.4
YKR004C	NP_012929.4
YKR005C	NP_012930.2
YKR005C	NP_012930.2
YKR006C	NP_012931.4
YKR007W	NP_012932.1
YKR008W	NP_012933.4
YKR009C	NP_012934.1
YKR010C	NP_012935.3
YKR011C	NP_012936.1
YKR013W	NP_012938.3
YKR014C	NP_012939.1
YKR015C	NP_012940.3
YKR016W	NP_012941.1
YKR017C	NP_012942.3
YKR018C	NP_012943.1
YKR019C	NP_012944.3
YKR020W	NP_012945.1
YKR021W	NP_012946.3
YKR022C	NP_012947.1
YKR023W	NP_012948.3
YKR024C	NP_012949.1
YKR025W	NP_012950.3
YKR026C	NP_012951.1
YKR027W	NP_012952.3
YKR028W	NP_012953.2
YKR029C	NP_012954.3
YKR030W	NP_012955.1
YKR031C	NP_012956.3
YKR032W	NP_001335791.1
YKR034W	NP_012959.1
YKR035W-A	NP_012961.3
YKR036C	NP_012962.3
YKR037C	NP_012963.3
YKR038C	NP_012964.2
YKR039W	NP_012965.3
YKR041W	NP_012967.1
YKR042W	NP_012968.4
YKR043C	NP_012969.1
YKR044W	NP_012970.3
YKR045C	NP_012971.2
YKR046C	NP_012972.3
YKR048C	NP_012974.1
YKR049C	NP_012975.3
YKR050W	NP_012976.1
YKR051W	NP_012977.3
YKR052C	NP_012978.1
YKR053C	NP_012979.3
YKR054C	NP_012980.1
YKR055W	NP_012981.3
YKR056W	NP_012982.2
YKR057W	NP_012983.3
YKR057W	NP_012983.3
YKR058W	NP_012984.2
YKR059W	NP_012985.3
YKR060W	NP_012986.1
YKR061W	NP_012987.3
YKR062W	NP_012988.1
YKR063C	NP_012989.3
YKR064W	NP_012990.1
YKR065C	NP_012991.3
YKR066C	NP_012992.1
YKR067W	NP_012993.3
YKR068C	NP_012994.1
YKR069W	NP_012995.3
YKR070W	NP_012996.1
YKR071C	NP_012997.3
YKR072C	NP_012998.1
YKR073C	NP_001335792.1
YKR074W	NP_013000.3
YKR075C	NP_013001.1
YKR076W	NP_013002.3
YKR077W	NP_013003.1
YKR078W	NP_013004.3
YKR079C	NP_013005.1
YKR080W	NP_013006.3
YKR081C	NP_013007.1
YKR082W	NP_013008.3
YKR083C	NP_013009.1
YKR084C	NP_013010.3
YKR085C	NP_013011.1
YKR086W	NP_013012.3
YKR087C	NP_013013.2
YKR088C	NP_013014.3
YKR089C	NP_013015.1
YKR090W	NP_013016.4
YKR091W	NP_013017.2
YKR092C	NP_013018.3
YKR093W	NP_013019.1
YKR094C	NP_013020.3
YKR094C	NP_013020.3
YKR095W	NP_013021.1
YKR095W-A	NP_878113.4
YKR095W-A	NP_878113.4
YKR096W	NP_013022.1
YKR097W	NP_013023.3
YKR098C	NP_013024.1
YKR099W	NP_013025.3
YKR100C	NP_013026.2
YKR101W	NP_013027.4
YKR102W	NP_013028.1
YKR103W	NP_013029.3
YKR104W	NP_013030.1
YKR105C	NP_013031.3
YKR106W	NP_013032.1
YLL067C	NP_013033.1
YLL067C	NP_013033.1
YLL066W-B	NP_878115.1
YLL066C	NP_013034.1
YLL066C	NP_013034.1
YLL064C	NP_013036.1
YLL063C	NP_013037.1
YLL062C	NP_013038.1
YLL061W	NP_013039.1
YLL060C	NP_013040.1
YLL058W	NP_013042.1
YLL057C	NP_013043.1
YLL056C	NP_013044.1
YLL055W	NP_013045.1
YLL054C	NP_013046.2
YLL053C	NP_013047.1
YLL052C	NP_013048.1
YLL051C	NP_013049.1
YLL050C	NP_013050.1
YLL050C	NP_013050.1
YLL049W	NP_013051.1
YLL048C	NP_013052.1
YLL046C	NP_013054.1
YLL045C	NP_013055.1
YLL043W	NP_013057.1
YLL042C	NP_013058.1
YLL041C	NP_013059.1
YLL040C	NP_013060.1
YLL039C	NP_013061.1
YLL038C	NP_013062.1
YLL036C	NP_013064.1
YLL035W	NP_013065.1
YLL034C	NP_013066.1
YLL033W	NP_013067.1
YLL032C	NP_013068.1
YLL031C	NP_013069.1
YLL030C	NP_001335793.1
YLL029W	NP_013071.1
YLL028W	NP_013072.1
YLL027W	NP_013073.1
YLL026W	NP_013074.1
YLL025W	NP_013075.1
YLL024C	NP_013076.1
YLL023C	NP_013077.1
YLL022C	NP_013078.1
YLL021W	NP_013079.1
YLL019C	NP_013081.1
YLL018C-A	NP_013082.1
YLL018C	NP_013083.1
YLL015W	NP_013086.1
YLL014W	NP_013087.1
YLL013C	NP_013088.1
YLL012W	NP_013089.1
YLL011W	NP_013090.1
YLL010C	NP_013091.1
YLL009C	NP_013092.1
YLL008W	NP_013093.1
YLL007C	NP_013094.1
YLL006W-A	NP_878116.1
YLL006W	NP_013095.1
YLL005C	NP_013096.1
YLL004W	NP_013097.1
YLL003W	NP_013098.1
YLL002W	NP_013099.1
YLL001W	NP_013100.1
YLR001C	NP_013101.1
YLR002C	NP_013102.1
YLR003C	NP_013103.1
YLR004C	NP_013104.1
YLR005W	NP_013105.1
YLR006C	NP_013106.1
YLR007W	NP_013107.1
YLR008C	NP_013108.1
YLR009W	NP_013109.1
YLR010C	NP_013110.1
YLR011W	NP_013111.1
YLR012C	NP_013112.2
YLR013W	NP_013113.1
YLR014C	NP_013114.1
YLR015W	NP_013115.1
YLR016C	NP_013116.1
YLR017W	NP_013117.1
YLR018C	NP_013118.1
YLR019W	NP_013119.1
YLR020C	NP_013120.1
YLR021W	NP_013121.1
YLR022C	NP_013122.1
YLR023C	NP_013123.1
YLR024C	NP_013124.1
YLR025W	NP_013125.1
YLR026C	NP_013126.1
YLR027C	NP_013127.2
YLR028C	NP_013128.1
YLR029C	NP_013129.1
YLR030W	NP_013130.1
YLR031W	NP_013131.1
YLR032W	NP_013132.1
YLR033W	NP_013133.1
YLR034C	NP_013134.1
YLR035C	NP_013135.1
YLR035C-A	NP_013136.1
YLR036C	NP_013137.1
YLR037C	NP_013138.1
YLR038C	NP_013139.1
YLR039C	NP_013140.1
YLR040C	NP_013141.1
YLR042C	NP_013143.1
YLR043C	NP_013144.1
YLR044C	NP_013145.1
YLR045C	NP_013146.1
YLR046C	NP_013147.1
YLR047C	NP_013148.1
YLR048W	NP_013149.1
YLR048W	NP_013149.1
YLR049C	NP_013150.1
YLR050C	NP_013151.1
YLR051C	NP_013152.1
YLR052W	NP_013153.1
YLR053C	NP_013154.1
YLR054C	NP_013155.2
YLR054C	NP_013155.2
YLR055C	NP_013156.1
YLR056W	NP_013157.1
YLR057W	NP_013158.1
YLR058C	NP_013159.1
YLR059C	NP_013160.1
YLR060W	NP_013161.1
YLR061W	NP_013162.1
YLR061W	NP_013162.1
YLR063W	NP_013164.1
YLR064W	NP_013165.1
YLR065C	NP_013166.1
YLR066W	NP_013167.1
YLR067C	NP_013168.1
YLR068W	NP_013169.1
YLR069C	NP_013170.1
YLR070C	NP_013171.1
YLR071C	NP_013172.1
YLR072W	NP_013173.1
YLR073C	NP_013174.1
YLR074C	NP_013175.1
YLR075W	NP_013176.1
YLR077W	NP_013178.1
YLR078C	NP_013179.1
YLR078C	NP_013179.1
YLR079W	NP_013180.1
YLR080W	NP_013181.1
YLR081W	NP_013182.1
YLR082C	NP_013183.1
YLR083C	NP_013184.1
YLR084C	NP_013185.1
YLR085C	NP_013186.1
YLR086W	NP_013187.1
YLR087C	NP_013188.1
YLR088W	NP_013189.1
YLR089C	NP_013190.1
YLR090W	NP_013191.1
YLR091W	NP_013192.1
YLR092W	NP_013193.1
YLR093C	NP_013194.2
YLR093C	NP_013194.2
YLR094C	NP_013195.1
YLR095C	NP_013196.1
YLR096W	NP_013197.1
YLR097C	NP_013198.1
YLR098C	NP_013199.1
