SUVZ_01G0010	CAI4055522.1
SUVZ_07G3130	CAI4063408.1
SUVZ_07G3140	CAI4063412.1
SUVZ_07G3150	CAI4063416.1
SUVZ_07G3160	CAI4063420.1
SUVZ_07G3170	CAI4063424.1
SUVZ_07G3180	CAI4063428.1
SUVZ_07G3190	CAI4063432.1
SUVZ_07G3200	CAI4063436.1
SUVZ_07G3210	CAI4063440.1
SUVZ_07G3220	CAI4063444.1
SUVZ_07G3230	CAI4063448.1
SUVZ_07G3240	CAI4063452.1
SUVZ_07G3250	CAI4063457.1
SUVZ_07G3260	CAI4063461.1
SUVZ_07G3270	CAI4063465.1
SUVZ_07G3280	CAI4063469.1
SUVZ_07G3290	CAI4063473.1
SUVZ_07G3300	CAI4063477.1
SUVZ_07G3310	CAI4063480.1
SUVZ_07G3320	CAI4063484.1
SUVZ_07G3330	CAI4063488.1
SUVZ_07G3340	CAI4063492.1
SUVZ_07G3350	CAI4063496.1
SUVZ_07G3360	CAI4063500.1
SUVZ_07G3370	CAI4063504.1
SUVZ_07G3380	CAI4063508.1
SUVZ_07G3390	CAI4063512.1
SUVZ_07G3400	CAI4063515.1
SUVZ_07G3410	CAI4063518.1
SUVZ_07G3420	CAI4063521.1
SUVZ_07G3430	CAI4063524.1
SUVZ_07G3440	CAI4063527.1
SUVZ_07G3450	CAI4063530.1
SUVZ_07G3460	CAI4063533.1
SUVZ_07G3470	CAI4063536.1
SUVZ_07G3480	CAI4063539.1
SUVZ_07G3490	CAI4063542.1
SUVZ_07G3500	CAI4063545.1
SUVZ_07G3500	CAI4063545.1
SUVZ_07G3510	CAI4063548.1
SUVZ_07G3520	CAI4063551.1
SUVZ_07G3530	CAI4063554.1
SUVZ_07G3540	CAI4063557.1
SUVZ_07G3550	CAI4063560.1
SUVZ_07G3560	CAI4063563.1
SUVZ_07G3570	CAI4063566.1
SUVZ_07G3580	CAI4063569.1
SUVZ_07G3590	CAI4063572.1
SUVZ_07G3600	CAI4063575.1
SUVZ_07G3610	CAI4063578.1
SUVZ_07G3620	CAI4063581.1
SUVZ_07G3630	CAI4063584.1
SUVZ_07G3640	CAI4063587.1
SUVZ_07G3650	CAI4063590.1
SUVZ_07G3660	CAI4063593.1
SUVZ_07G3670	CAI4063596.1
SUVZ_07G3680	CAI4063599.1
SUVZ_07G3700	CAI4063602.1
SUVZ_07G3710	CAI4063605.1
SUVZ_07G3720	CAI4063608.1
SUVZ_07G3730	CAI4063611.1
SUVZ_07G3740	CAI4063614.1
SUVZ_07G3750	CAI4063617.1
SUVZ_07G3760	CAI4063620.1
SUVZ_07G3770	CAI4063623.1
SUVZ_07G3780	CAI4063626.1
SUVZ_07G3790	CAI4063629.1
SUVZ_07G3800	CAI4063632.1
SUVZ_07G3810	CAI4063635.1
SUVZ_07G3820	CAI4063638.1
SUVZ_07G3830	CAI4063641.1
SUVZ_07G3840	CAI4063644.1
SUVZ_07G3850	CAI4063647.1
SUVZ_07G3860	CAI4063650.1
SUVZ_07G3870	CAI4063653.1
SUVZ_07G3880	CAI4063657.1
SUVZ_07G3900	CAI4063661.1
SUVZ_07G3910	CAI4063665.1
SUVZ_07G3920	CAI4063669.1
SUVZ_07G3930	CAI4063673.1
SUVZ_07G3940	CAI4063677.1
SUVZ_07G3950	CAI4063681.1
SUVZ_07G3960	CAI4063685.1
SUVZ_07G3970	CAI4063689.1
SUVZ_07G3980	CAI4063693.1
SUVZ_07G3990	CAI4063697.1
SUVZ_07G4000	CAI4063701.1
SUVZ_07G4010	CAI4063705.1
SUVZ_07G4020	CAI4063709.1
SUVZ_07G4030	CAI4063713.1
SUVZ_07G4040	CAI4063717.1
SUVZ_07G4050	CAI4063721.1
SUVZ_07G4070	CAI4063725.1
SUVZ_07G4080	CAI4063729.1
SUVZ_07G4090	CAI4063733.1
SUVZ_07G4100	CAI4063737.1
SUVZ_07G4110	CAI4063741.1
SUVZ_07G4120	CAI4063745.1
SUVZ_07G4120	CAI4063745.1
SUVZ_07G4130	CAI4063749.1
SUVZ_07G4140	CAI4063753.1
SUVZ_07G4150	CAI4063757.1
SUVZ_07G4160	CAI4063761.1
SUVZ_07G4170	CAI4063765.1
SUVZ_07G4180	CAI4063769.1
SUVZ_07G4190	CAI4063773.1
SUVZ_07G4200	CAI4063778.1
SUVZ_07G4210	CAI4063782.1
SUVZ_07G4220	CAI4063786.1
SUVZ_07G4230	CAI4063790.1
SUVZ_07G4240	CAI4063794.1
SUVZ_07G4250	CAI4063798.1
SUVZ_07G4260	CAI4063802.1
SUVZ_07G4270	CAI4063806.1
SUVZ_07G4280	CAI4063810.1
SUVZ_07G4290	CAI4063814.1
SUVZ_07G4300	CAI4063818.1
SUVZ_07G4310	CAI4063822.1
SUVZ_07G4320	CAI4063826.1
SUVZ_07G4330	CAI4063830.1
SUVZ_07G4340	CAI4063834.1
SUVZ_07G4350	CAI4063838.1
SUVZ_07G4360	CAI4063842.1
SUVZ_07G4370	CAI4063846.1
SUVZ_07G4380	CAI4063850.1
SUVZ_07G4390	CAI4063854.1
SUVZ_07G4400	CAI4063858.1
SUVZ_07G4410	CAI4063862.1
SUVZ_07G4420	CAI4063866.1
SUVZ_07G4420	CAI4063866.1
SUVZ_07G4430	CAI4063870.1
SUVZ_07G4440	CAI4063874.1
SUVZ_07G4450	CAI4063878.1
SUVZ_07G4460	CAI4063882.1
SUVZ_07G4470	CAI4063886.1
SUVZ_07G4480	CAI4063890.1
SUVZ_07G4490	CAI4063894.1
SUVZ_07G4500	CAI4063899.1
SUVZ_07G4510	CAI4063903.1
SUVZ_07G4510	CAI4063903.1
SUVZ_07G4520	CAI4063907.1
SUVZ_07G4530	CAI4063911.1
SUVZ_07G4540	CAI4063915.1
SUVZ_07G4550	CAI4063919.1
SUVZ_07G4560	CAI4063923.1
SUVZ_07G4570	CAI4063927.1
SUVZ_07G4580	CAI4063931.1
SUVZ_07G4590	CAI4063935.1
SUVZ_07G4600	CAI4063939.1
SUVZ_07G4610	CAI4063943.1
SUVZ_07G4620	CAI4063947.1
SUVZ_07G4630	CAI4063951.1
SUVZ_07G4640	CAI4063955.1
SUVZ_07G4650	CAI4063959.1
SUVZ_07G4670	CAI4063963.1
SUVZ_07G4680	CAI4063967.1
SUVZ_07G4690	CAI4063971.1
SUVZ_07G4700	CAI4063975.1
SUVZ_07G4710	CAI4063979.1
SUVZ_07G4720	CAI4063983.1
SUVZ_07G4730	CAI4063987.1
SUVZ_07G4740	CAI4063991.1
SUVZ_07G4750	CAI4063995.1
SUVZ_07G4760	CAI4063999.1
SUVZ_07G4770	CAI4064003.1
SUVZ_07G4780	CAI4064007.1
SUVZ_07G4790	CAI4064011.1
SUVZ_07G4800	CAI4064015.1
SUVZ_07G4810	CAI4064019.1
SUVZ_07G4820	CAI4064023.1
SUVZ_07G4830	CAI4064027.1
SUVZ_07G4840	CAI4064031.1
SUVZ_07G4850	CAI4064035.1
SUVZ_07G4860	CAI4064039.1
SUVZ_07G4870	CAI4064043.1
SUVZ_07G4880	CAI4064047.1
SUVZ_07G4890	CAI4064051.1
SUVZ_07G4900	CAI4064055.1
SUVZ_07G4910	CAI4064059.1
SUVZ_07G4930	CAI4064063.1
SUVZ_07G4940	CAI4064067.1
SUVZ_07G4950	CAI4064071.1
SUVZ_07G4960	CAI4064075.1
SUVZ_07G4970	CAI4064079.1
SUVZ_07G4980	CAI4064083.1
SUVZ_07G4990	CAI4064087.1
SUVZ_07G5000	CAI4064091.1
SUVZ_07G5010	CAI4064095.1
SUVZ_07G5020	CAI4064099.1
SUVZ_07G5030	CAI4064103.1
SUVZ_07G5040	CAI4064107.1
SUVZ_07G5050	CAI4064111.1
SUVZ_07G5060	CAI4064115.1
SUVZ_07G5070	CAI4064119.1
SUVZ_07G5080	CAI4064123.1
SUVZ_07G5090	CAI4064127.1
SUVZ_07G5100	CAI4064131.1
SUVZ_07G5110	CAI4064135.1
SUVZ_08G0010	CAI4064280.1
SUVZ_08G0020	CAI4064284.1
SUVZ_08G0030	CAI4064288.1
SUVZ_08G0040	CAI4064292.1
SUVZ_08G0050	CAI4064296.1
SUVZ_08G0060	CAI4064300.1
SUVZ_08G0070	CAI4064304.1
SUVZ_08G0080	CAI4064308.1
SUVZ_08G0090	CAI4064312.1
SUVZ_08G0100	CAI4064316.1
SUVZ_08G0110	CAI4064320.1
SUVZ_08G0120	CAI4064324.1
SUVZ_08G0130	CAI4064328.1
SUVZ_08G0140	CAI4064332.1
SUVZ_08G0150	CAI4064336.1
SUVZ_08G0160	CAI4064340.1
SUVZ_08G0170	CAI4064344.1
SUVZ_08G0180	CAI4064348.1
SUVZ_08G0190	CAI4064352.1
SUVZ_08G0200	CAI4064356.1
SUVZ_08G0210	CAI4064360.1
SUVZ_08G0220	CAI4064364.1
SUVZ_08G0230	CAI4064368.1
SUVZ_08G0240	CAI4064372.1
SUVZ_08G0250	CAI4064376.1
SUVZ_08G0260	CAI4064380.1
SUVZ_08G0270	CAI4064384.1
SUVZ_08G0280	CAI4064388.1
SUVZ_08G0290	CAI4064392.1
SUVZ_08G0300	CAI4064396.1
SUVZ_08G0310	CAI4064400.1
SUVZ_08G0320	CAI4064404.1
SUVZ_08G0330	CAI4064408.1
SUVZ_08G0340	CAI4064412.1
SUVZ_08G0350	CAI4064416.1
SUVZ_08G0360	CAI4064420.1
SUVZ_08G0370	CAI4064424.1
SUVZ_08G0380	CAI4064428.1
SUVZ_08G0390	CAI4064432.1
SUVZ_08G0400	CAI4064436.1
SUVZ_08G0420	CAI4064440.1
SUVZ_08G0440	CAI4064444.1
SUVZ_08G0450	CAI4064448.1
SUVZ_08G0460	CAI4064452.1
SUVZ_08G0470	CAI4064456.1
SUVZ_08G0470	CAI4064456.1
SUVZ_08G0480	CAI4064460.1
SUVZ_08G0490	CAI4064464.1
SUVZ_08G0500	CAI4064468.1
SUVZ_08G0510	CAI4064472.1
SUVZ_08G0520	CAI4064476.1
SUVZ_08G0530	CAI4064480.1
SUVZ_08G0540	CAI4064484.1
SUVZ_08G0550	CAI4064488.1
SUVZ_08G0560	CAI4064492.1
SUVZ_08G0570	CAI4064496.1
SUVZ_08G0580	CAI4064500.1
SUVZ_08G0590	CAI4064504.1
SUVZ_08G0600	CAI4064508.1
SUVZ_08G0600	CAI4064508.1
SUVZ_08G0610	CAI4064512.1
SUVZ_08G0620	CAI4064516.1
SUVZ_08G0620	CAI4064516.1
SUVZ_08G0630	CAI4064520.1
SUVZ_08G0640	CAI4064524.1
SUVZ_08G0650	CAI4064528.1
SUVZ_08G0660	CAI4064533.1
SUVZ_08G0670	CAI4064537.1
SUVZ_08G0680	CAI4064541.1
SUVZ_08G0690	CAI4064545.1
SUVZ_08G0700	CAI4064549.1
SUVZ_08G0710	CAI4064553.1
SUVZ_08G0720	CAI4064557.1
SUVZ_08G0730	CAI4064561.1
SUVZ_08G0740	CAI4064565.1
SUVZ_08G0750	CAI4064569.1
SUVZ_08G0760	CAI4064573.1
SUVZ_08G0770	CAI4064577.1
SUVZ_08G0780	CAI4064581.1
SUVZ_08G0790	CAI4064585.1
SUVZ_08G0800	CAI4064589.1
SUVZ_08G0810	CAI4064593.1
SUVZ_08G0820	CAI4064597.1
SUVZ_08G0830	CAI4064601.1
SUVZ_08G0840	CAI4064605.1
SUVZ_08G0850	CAI4064609.1
SUVZ_08G0860	CAI4064613.1
SUVZ_08G0870	CAI4064615.1
SUVZ_08G0880	CAI4064619.1
SUVZ_08G0890	CAI4064623.1
SUVZ_08G0900	CAI4064627.1
SUVZ_08G0910	CAI4064631.1
SUVZ_08G0920	CAI4064635.1
SUVZ_08G0930	CAI4064639.1
SUVZ_08G0940	CAI4064643.1
SUVZ_08G0950	CAI4064647.1
SUVZ_08G0960	CAI4064651.1
SUVZ_08G0970	CAI4064655.1
SUVZ_08G0980	CAI4064659.1
SUVZ_08G0990	CAI4064663.1
SUVZ_08G1000	CAI4064667.1
SUVZ_08G1010	CAI4064671.1
SUVZ_08G1020	CAI4064675.1
SUVZ_08G1030	CAI4064679.1
SUVZ_08G1040	CAI4064683.1
SUVZ_08G1050	CAI4064687.1
SUVZ_08G1060	CAI4064691.1
SUVZ_08G1070	CAI4064695.1
SUVZ_08G1080	CAI4064699.1
SUVZ_08G1090	CAI4064703.1
SUVZ_08G1100	CAI4064707.1
SUVZ_08G1120	CAI4064711.1
SUVZ_08G1130	CAI4064715.1
SUVZ_08G1140	CAI4064719.1
SUVZ_08G1150	CAI4064723.1
SUVZ_08G1160	CAI4064727.1
SUVZ_08G1170	CAI4064731.1
SUVZ_08G1180	CAI4064735.1
SUVZ_08G1190	CAI4064739.1
SUVZ_08G1200	CAI4064743.1
SUVZ_08G1210	CAI4064747.1
SUVZ_08G1220	CAI4064751.1
SUVZ_08G1230	CAI4064755.1
SUVZ_08G1240	CAI4064759.1
SUVZ_08G1250	CAI4064763.1
SUVZ_08G1260	CAI4064767.1
SUVZ_08G1270	CAI4064771.1
SUVZ_08G1280	CAI4064775.1
SUVZ_08G1290	CAI4064779.1
SUVZ_08G1300	CAI4064783.1
SUVZ_08G1310	CAI4064787.1
SUVZ_08G1320	CAI4064791.1
SUVZ_08G1330	CAI4064795.1
SUVZ_08G1330	CAI4064795.1
SUVZ_08G1340	CAI4064799.1
SUVZ_08G1350	CAI4064803.1
SUVZ_08G1360	CAI4064807.1
SUVZ_08G1370	CAI4064811.1
SUVZ_08G1380	CAI4064813.1
SUVZ_08G1390	CAI4064817.1
SUVZ_08G1410	CAI4064821.1
SUVZ_08G1420	CAI4064825.1
SUVZ_08G1430	CAI4064829.1
SUVZ_08G1440	CAI4064834.1
SUVZ_08G1460	CAI4064838.1
SUVZ_08G1470	CAI4064842.1
SUVZ_08G1480	CAI4064846.1
SUVZ_08G1490	CAI4064850.1
SUVZ_08G1500	CAI4064854.1
SUVZ_08G1510	CAI4064858.1
SUVZ_08G1520	CAI4064862.1
SUVZ_08G1530	CAI4064866.1
SUVZ_08G1540	CAI4064868.1
SUVZ_08G1550	CAI4064872.1
SUVZ_08G1560	CAI4064876.1
SUVZ_08G1570	CAI4064880.1
SUVZ_08G1580	CAI4064884.1
SUVZ_08G1580	CAI4064884.1
SUVZ_08G1590	CAI4064888.1
SUVZ_08G1600	CAI4064892.1
SUVZ_08G1610	CAI4064896.1
SUVZ_08G1620	CAI4064900.1
SUVZ_08G1630	CAI4064904.1
SUVZ_08G1640	CAI4064908.1
SUVZ_08G1650	CAI4064912.1
SUVZ_08G1660	CAI4064916.1
SUVZ_08G1670	CAI4064920.1
SUVZ_08G1680	CAI4064924.1
SUVZ_08G1690	CAI4064928.1
SUVZ_08G1700	CAI4064932.1
SUVZ_08G1720	CAI4064936.1
SUVZ_08G1730	CAI4064940.1
SUVZ_08G1740	CAI4064944.1
SUVZ_08G1750	CAI4064948.1
SUVZ_08G1760	CAI4064953.1
SUVZ_08G1770	CAI4064957.1
SUVZ_08G1780	CAI4064961.1
SUVZ_08G1790	CAI4064965.1
SUVZ_08G1800	CAI4064969.1
SUVZ_08G1810	CAI4064973.1
SUVZ_08G1820	CAI4064977.1
SUVZ_08G1830	CAI4064981.1
SUVZ_08G1840	CAI4064985.1
SUVZ_08G1850	CAI4064989.1
SUVZ_08G1860	CAI4064993.1
SUVZ_08G1870	CAI4064997.1
SUVZ_08G1880	CAI4065001.1
SUVZ_08G1890	CAI4065005.1
SUVZ_08G1900	CAI4065009.1
SUVZ_08G1910	CAI4065013.1
SUVZ_08G1920	CAI4065017.1
SUVZ_08G1930	CAI4065021.1
SUVZ_08G1940	CAI4065025.1
SUVZ_08G1950	CAI4065029.1
SUVZ_08G1960	CAI4065033.1
SUVZ_08G1970	CAI4065037.1
SUVZ_08G1980	CAI4065041.1
SUVZ_08G1990	CAI4065045.1
SUVZ_08G2000	CAI4065049.1
SUVZ_08G2010	CAI4065053.1
SUVZ_08G2020	CAI4065057.1
SUVZ_08G2030	CAI4065060.1
SUVZ_08G2040	CAI4065063.1
SUVZ_08G2050	CAI4065066.1
SUVZ_08G2060	CAI4065069.1
SUVZ_08G2070	CAI4065072.1
SUVZ_08G2080	CAI4065074.1
SUVZ_08G2090	CAI4065076.1
SUVZ_08G2100	CAI4065077.1
SUVZ_08G2110	CAI4065078.1
SUVZ_08G2120	CAI4065079.1
SUVZ_08G2130	CAI4065080.1
SUVZ_08G2140	CAI4065081.1
SUVZ_08G2150	CAI4065082.1
SUVZ_08G2160	CAI4065083.1
SUVZ_08G2170	CAI4065084.1
SUVZ_08G2180	CAI4065085.1
SUVZ_08G2190	CAI4065086.1
SUVZ_08G2200	CAI4065087.1
SUVZ_08G2210	CAI4065088.1
SUVZ_08G2220	CAI4065089.1
SUVZ_08G2230	CAI4065090.1
SUVZ_08G2240	CAI4065091.1
SUVZ_08G2250	CAI4065092.1
SUVZ_08G2260	CAI4065093.1
SUVZ_08G2270	CAI4065094.1
SUVZ_08G2280	CAI4065095.1
SUVZ_08G2290	CAI4065096.1
SUVZ_08G2300	CAI4065097.1
SUVZ_08G2320	CAI4065098.1
SUVZ_08G2330	CAI4065099.1
SUVZ_08G2340	CAI4065100.1
SUVZ_08G2350	CAI4065101.1
SUVZ_08G2360	CAI4065102.1
SUVZ_08G2370	CAI4065103.1
SUVZ_08G2380	CAI4065104.1
SUVZ_08G2390	CAI4065105.1
SUVZ_08G2400	CAI4065106.1
SUVZ_08G2410	CAI4065107.1
SUVZ_08G2420	CAI4065108.1
SUVZ_08G2430	CAI4065109.1
SUVZ_08G2440	CAI4065110.1
SUVZ_08G2450	CAI4065111.1
SUVZ_08G2460	CAI4065112.1
SUVZ_08G2470	CAI4065113.1
SUVZ_08G2480	CAI4065114.1
SUVZ_08G2490	CAI4065115.1
SUVZ_08G2500	CAI4065116.1
SUVZ_08G2510	CAI4065117.1
SUVZ_08G2520	CAI4065118.1
SUVZ_08G2530	CAI4065119.1
SUVZ_08G2540	CAI4065120.1
SUVZ_08G2550	CAI4065121.1
SUVZ_08G2560	CAI4065122.1
SUVZ_08G2570	CAI4065123.1
SUVZ_08G2580	CAI4065124.1
SUVZ_08G2590	CAI4065125.1
SUVZ_08G2600	CAI4065126.1
SUVZ_08G2610	CAI4065127.1
SUVZ_08G2610	CAI4065127.1
SUVZ_08G2620	CAI4065128.1
SUVZ_08G2630	CAI4065129.1
SUVZ_08G2640	CAI4065130.1
SUVZ_08G2660	CAI4065132.1
SUVZ_08G2670	CAI4065133.1
SUVZ_08G2680	CAI4065134.1
SUVZ_08G2690	CAI4065135.1
SUVZ_08G2700	CAI4065136.1
SUVZ_08G2710	CAI4065137.1
SUVZ_08G2720	CAI4065138.1
SUVZ_08G2730	CAI4065139.1
SUVZ_08G2740	CAI4065140.1
SUVZ_08G2750	CAI4065141.1
SUVZ_08G2760	CAI4065142.1
SUVZ_08G2770	CAI4065143.1
SUVZ_08G2780	CAI4065144.1
SUVZ_08G2790	CAI4065145.1
SUVZ_08G2800	CAI4065146.1
SUVZ_08G2810	CAI4065147.1
SUVZ_08G2820	CAI4065148.1
SUVZ_08G2830	CAI4065149.1
SUVZ_08G2840	CAI4065150.1
SUVZ_08G2850	CAI4065151.1
SUVZ_08G2860	CAI4065152.1
SUVZ_08G2870	CAI4065153.1
SUVZ_08G2880	CAI4065154.1
SUVZ_08G2890	CAI4065155.1
SUVZ_08G2900	CAI4065156.1
SUVZ_08G2910	CAI4065157.1
SUVZ_08G2920	CAI4065158.1
SUVZ_08G2930	CAI4065159.1
SUVZ_08G2940	CAI4065160.1
SUVZ_08G2950	CAI4065161.1
SUVZ_08G2960	CAI4065162.1
SUVZ_08G2970	CAI4065163.1
SUVZ_08G2980	CAI4065164.1
SUVZ_08G2990	CAI4065166.1
SUVZ_08G3000	CAI4065168.1
SUVZ_08G3010	CAI4065170.1
SUVZ_08G3020	CAI4065172.1
SUVZ_08G3030	CAI4065174.1
SUVZ_08G3040	CAI4065176.1
SUVZ_08G3050	CAI4065178.1
SUVZ_08G3060	CAI4065180.1
SUVZ_08G3070	CAI4065182.1
SUVZ_08G3080	CAI4065184.1
SUVZ_08G3090	CAI4065186.1
SUVZ_08G3100	CAI4065188.1
SUVZ_08G3110	CAI4065190.1
SUVZ_08G3120	CAI4065192.1
SUVZ_08G3130	CAI4065194.1
SUVZ_08G3130	CAI4065194.1
SUVZ_08G3140	CAI4065196.1
SUVZ_08G3150	CAI4065198.1
SUVZ_08G3160	CAI4065200.1
SUVZ_08G3170	CAI4065202.1
SUVZ_08G3180	CAI4065204.1
SUVZ_08G3190	CAI4065206.1
SUVZ_08G3200	CAI4065208.1
SUVZ_08G3220	CAI4065210.1
SUVZ_08G3230	CAI4065212.1
SUVZ_08G3240	CAI4065214.1
SUVZ_08G3250	CAI4065216.1
SUVZ_08G3260	CAI4065218.1
SUVZ_08G3270	CAI4065220.1
SUVZ_08G3280	CAI4065222.1
SUVZ_08G3290	CAI4065224.1
SUVZ_08G3300	CAI4065226.1
SUVZ_08G3310	CAI4065228.1
SUVZ_08G3320	CAI4065230.1
SUVZ_08G3330	CAI4065232.1
SUVZ_08G3340	CAI4065234.1
SUVZ_08G3360	CAI4065236.1
SUVZ_08G3370	CAI4065238.1
SUVZ_08G3380	CAI4065240.1
SUVZ_08G3390	CAI4065242.1
SUVZ_08G3400	CAI4065244.1
SUVZ_08G3410	CAI4065246.1
SUVZ_08G3420	CAI4065248.1
SUVZ_08G3430	CAI4065250.1
SUVZ_08G3440	CAI4065252.1
SUVZ_08G3450	CAI4065254.1
SUVZ_08G3460	CAI4065256.1
SUVZ_08G3470	CAI4065258.1
SUVZ_08G3480	CAI4065260.1
SUVZ_08G3490	CAI4065262.1
SUVZ_08G3500	CAI4065264.1
SUVZ_08G3510	CAI4065266.1
SUVZ_08G3520	CAI4065268.1
SUVZ_08G3530	CAI4065270.1
SUVZ_08G3540	CAI4065272.1
SUVZ_08G3550	CAI4065274.1
SUVZ_08G3560	CAI4065276.1
SUVZ_08G3570	CAI4065278.1
SUVZ_08G3580	CAI4065280.1
SUVZ_08G3590	CAI4065282.1
SUVZ_08G3610	CAI4065284.1
SUVZ_08G3620	CAI4065286.1
SUVZ_08G3640	CAI4065288.1
SUVZ_08G3650	CAI4065290.1
SUVZ_08G3660	CAI4065292.1
SUVZ_08G3670	CAI4065294.1
SUVZ_08G3680	CAI4065296.1
SUVZ_08G3690	CAI4065298.1
SUVZ_08G3700	CAI4065300.1
SUVZ_08G3710	CAI4065302.1
SUVZ_08G3720	CAI4065304.1
SUVZ_08G3730	CAI4065306.1
SUVZ_08G3740	CAI4065308.1
SUVZ_08G3750	CAI4065310.1
SUVZ_08G3760	CAI4065312.1
SUVZ_08G3770	CAI4065314.1
SUVZ_08G3780	CAI4065316.1
SUVZ_08G3790	CAI4065318.1
SUVZ_08G3800	CAI4065320.1
SUVZ_08G3810	CAI4065322.1
SUVZ_08G3820	CAI4065324.1
SUVZ_08G3830	CAI4065326.1
SUVZ_08G3850	CAI4065328.1
SUVZ_08G3860	CAI4065330.1
SUVZ_08G3870	CAI4065332.1
SUVZ_08G3880	CAI4065334.1
SUVZ_08G3890	CAI4065336.1
SUVZ_08G3900	CAI4065338.1
SUVZ_08G3910	CAI4065340.1
SUVZ_08G3920	CAI4065342.1
SUVZ_08G3930	CAI4065344.1
SUVZ_08G3940	CAI4065346.1
SUVZ_08G3950	CAI4065348.1
SUVZ_08G3960	CAI4065350.1
SUVZ_08G3970	CAI4065352.1
SUVZ_08G3980	CAI4065354.1
SUVZ_08G3990	CAI4065356.1
SUVZ_08G4000	CAI4065358.1
SUVZ_08G4010	CAI4065360.1
SUVZ_08G4020	CAI4065362.1
SUVZ_08G4030	CAI4065364.1
SUVZ_08G4040	CAI4065366.1
SUVZ_08G4050	CAI4065368.1
SUVZ_09G0010	CAI4065446.1
SUVZ_09G0020	CAI4065448.1
SUVZ_09G0030	CAI4065450.1
SUVZ_09G0040	CAI4065452.1
SUVZ_09G0050	CAI4065454.1
SUVZ_09G0060	CAI4065456.1
SUVZ_09G0070	CAI4065458.1
SUVZ_09G0080	CAI4065460.1
SUVZ_09G0090	CAI4065462.1
SUVZ_09G0100	CAI4065464.1
SUVZ_09G0120	CAI4065466.1
SUVZ_09G0120	CAI4065466.1
SUVZ_09G0130	CAI4065468.1
SUVZ_09G0140	CAI4065470.1
SUVZ_09G0150	CAI4065472.1
SUVZ_09G0160	CAI4065474.1
SUVZ_09G0170	CAI4065476.1
SUVZ_09G0180	CAI4065478.1
SUVZ_09G0190	CAI4065480.1
SUVZ_09G0200	CAI4065481.1
SUVZ_09G0210	CAI4065482.1
SUVZ_09G0210	CAI4065482.1
SUVZ_09G0220	CAI4065483.1
SUVZ_09G0230	CAI4065484.1
SUVZ_09G0240	CAI4065485.1
SUVZ_09G0250	CAI4065486.1
SUVZ_09G0260	CAI4065487.1
SUVZ_09G0270	CAI4065488.1
SUVZ_09G0290	CAI4065489.1
SUVZ_09G0300	CAI4065490.1
SUVZ_09G0310	CAI4065491.1
SUVZ_09G0320	CAI4065492.1
SUVZ_09G0330	CAI4065493.1
SUVZ_09G0340	CAI4065494.1
SUVZ_09G0350	CAI4065495.1
SUVZ_09G0360	CAI4065496.1
SUVZ_09G0360	CAI4065496.1
SUVZ_09G0370	CAI4065497.1
SUVZ_09G0380	CAI4065498.1
SUVZ_09G0390	CAI4065499.1
SUVZ_09G0400	CAI4065500.1
SUVZ_09G0410	CAI4065501.1
SUVZ_09G0420	CAI4065502.1
SUVZ_09G0430	CAI4065503.1
SUVZ_09G0440	CAI4065504.1
SUVZ_09G0450	CAI4065505.1
SUVZ_09G0460	CAI4065506.1
SUVZ_09G0470	CAI4065507.1
SUVZ_09G0480	CAI4065508.1
SUVZ_09G0490	CAI4065509.1
SUVZ_09G0500	CAI4065510.1
SUVZ_09G0510	CAI4065511.1
SUVZ_09G0520	CAI4065512.1
SUVZ_09G0530	CAI4065513.1
SUVZ_09G0540	CAI4065514.1
SUVZ_09G0550	CAI4065515.1
SUVZ_09G0560	CAI4065516.1
SUVZ_09G0570	CAI4065517.1
SUVZ_09G0580	CAI4065518.1
SUVZ_09G0590	CAI4065519.1
SUVZ_09G0600	CAI4065520.1
SUVZ_09G0610	CAI4065521.1
SUVZ_09G0620	CAI4065522.1
SUVZ_09G0630	CAI4065523.1
SUVZ_09G0640	CAI4065524.1
SUVZ_09G0640	CAI4065524.1
SUVZ_09G0650	CAI4065525.1
SUVZ_09G0660	CAI4065526.1
SUVZ_09G0670	CAI4065527.1
SUVZ_09G0680	CAI4065528.1
SUVZ_09G0690	CAI4065529.1
SUVZ_09G0700	CAI4065530.1
SUVZ_09G0710	CAI4065531.1
SUVZ_09G0720	CAI4065532.1
SUVZ_09G0730	CAI4065533.1
SUVZ_09G0740	CAI4065534.1
SUVZ_09G0750	CAI4065535.1
SUVZ_09G0760	CAI4065536.1
SUVZ_09G0770	CAI4065537.1
SUVZ_09G0780	CAI4065538.1
SUVZ_09G0790	CAI4065539.1
SUVZ_09G0795	CAI4065540.1
SUVZ_09G0800	CAI4065541.1
SUVZ_09G0810	CAI4065542.1
SUVZ_09G0820	CAI4065543.1
SUVZ_09G0830	CAI4065544.1
SUVZ_09G0840	CAI4065545.1
SUVZ_09G0850	CAI4065546.1
SUVZ_09G0860	CAI4065547.1
SUVZ_09G0870	CAI4065548.1
SUVZ_09G0880	CAI4065549.1
SUVZ_09G0890	CAI4065550.1
SUVZ_09G0900	CAI4065551.1
SUVZ_09G0910	CAI4065552.1
SUVZ_09G0920	CAI4065553.1
SUVZ_09G0930	CAI4065554.1
SUVZ_09G0940	CAI4065555.1
SUVZ_09G0950	CAI4065556.1
SUVZ_09G0950	CAI4065556.1
SUVZ_09G0960	CAI4065557.1
SUVZ_09G0970	CAI4065558.1
SUVZ_09G0980	CAI4065559.1
