GVI51_A00011	XP_065482658.1
GVI51_H07733	XP_447138.1
GVI51_H07755	XP_447139.1
GVI51_H07777	XP_447140.1
GVI51_H07799	XP_447141.1
GVI51_H07821	XP_447142.1
GVI51_H07843	XP_447143.1
GVI51_H07865	XP_447144.1
GVI51_H07887	XP_447145.1
GVI51_H07909	XP_447146.1
GVI51_H07931	XP_447147.1
GVI51_H07953	XP_447148.1
GVI51_H07975	XP_447149.1
GVI51_H07997	XP_447150.1
GVI51_H08019	XP_447151.1
GVI51_H08041	XP_447152.1
GVI51_H08063	XP_065482697.1
GVI51_H08085	XP_447155.1
GVI51_H08107	XP_447156.1
GVI51_H08129	XP_447157.1
GVI51_H08151	XP_447158.1
GVI51_H08173	XP_447159.1
GVI51_H08195	XP_447160.1
GVI51_H08217	XP_447161.1
GVI51_H08239	XP_447162.1
GVI51_H08261	XP_447163.1
GVI51_H08283	XP_447164.1
GVI51_H08305	XP_447165.2
GVI51_H08327	XP_447166.1
GVI51_H08349	XP_447167.1
GVI51_H08371	XP_447168.1
GVI51_H08393	XP_447169.1
GVI51_H08415	XP_447170.1
GVI51_H08437	XP_002999554.1
GVI51_H08459	XP_447171.1
GVI51_H08481	XP_447172.1
GVI51_H08503	XP_447173.1
GVI51_H08525	XP_447174.1
GVI51_H08547	XP_447175.1
GVI51_H08591	XP_447176.1
GVI51_H08613	XP_447177.1
GVI51_H08635	XP_447178.1
GVI51_H08635	XP_447178.1
GVI51_H08657	XP_447179.1
GVI51_H08679	XP_447180.1
GVI51_H08701	XP_447181.1
GVI51_H08723	XP_447182.1
GVI51_H08745	XP_447183.1
GVI51_H08767	XP_447184.1
GVI51_H08789	XP_447185.1
GVI51_H08811	XP_447186.1
GVI51_H08833	XP_447187.1
GVI51_H08833	XP_447187.1
GVI51_H08855	XP_065482698.1
GVI51_H08855	XP_065482698.1
GVI51_H08877	XP_447189.1
GVI51_H08899	XP_447190.1
GVI51_H08921	XP_447191.1
GVI51_H08943	XP_447192.1
GVI51_H08965	XP_447193.1
GVI51_H08987	XP_447194.1
GVI51_H09009	XP_447195.1
GVI51_H09031	XP_447196.1
GVI51_H09053	XP_447197.1
GVI51_H09075	XP_447198.1
GVI51_H09097	XP_447199.1
GVI51_H09119	XP_447200.1
GVI51_H09141	XP_447201.1
GVI51_H09163	XP_447202.1
GVI51_H09207	XP_447203.1
GVI51_H09229	XP_447204.1
GVI51_H09251	XP_447205.1
GVI51_H09273	XP_447206.1
GVI51_H09295	XP_447207.1
GVI51_H09317	XP_447208.1
GVI51_H09339	XP_447209.1
GVI51_H09361	XP_447210.1
GVI51_H09383	XP_447211.1
GVI51_H09405	XP_447212.1
GVI51_H09427	XP_447213.1
GVI51_H09449	XP_447214.1
GVI51_H09493	XP_447215.1
GVI51_H09515	XP_447216.1
GVI51_H09537	XP_447217.1
GVI51_H09559	XP_447218.1
GVI51_H09581	XP_447219.1
GVI51_H09603	XP_447220.1
GVI51_H09625	XP_447221.1
GVI51_H09647	XP_447222.1
GVI51_H09669	XP_447223.1
GVI51_H09691	XP_447224.1
GVI51_H09713	XP_447225.1
GVI51_H09735	XP_447226.1
GVI51_H09757	XP_447227.1
GVI51_H09801	XP_447228.1
GVI51_H09823	XP_447229.2
GVI51_H09845	XP_447230.1
GVI51_H09867	XP_447231.1
GVI51_H09889	XP_447232.1
GVI51_H09911	XP_447233.1
GVI51_H09933	XP_447234.1
GVI51_H09955	XP_447235.1
GVI51_H09977	XP_447236.1
GVI51_H09999	XP_447237.1
GVI51_H10021	XP_447238.1
GVI51_H10043	XP_447239.1
GVI51_H10065	XP_447240.1
GVI51_H10087	XP_002999555.1
GVI51_H10109	XP_447241.1
GVI51_H10131	XP_447242.1
GVI51_H10153	XP_447243.1
GVI51_H10175	XP_447244.2
GVI51_H10175	XP_447244.2
GVI51_H10197	XP_447245.1
GVI51_H10219	XP_447246.1
GVI51_H10241	XP_447247.1
GVI51_H10263	XP_447248.1
GVI51_H10285	XP_447249.1
GVI51_H10307	XP_447250.1
GVI51_H10329	XP_447251.1
GVI51_H10351	XP_447252.1
GVI51_H10373	XP_447253.2
GVI51_H10395	XP_447254.1
GVI51_H10417	XP_447255.1
GVI51_H10439	XP_447256.1
GVI51_H10461	XP_447257.1
GVI51_H10483	XP_447258.1
GVI51_H10505	XP_447259.1
GVI51_H10527	XP_447260.2
GVI51_I00011	XP_065482699.1
GVI51_I00033	XP_447262.1
GVI51_I00055	XP_447263.1
GVI51_I00077	XP_447264.2
GVI51_I00099	XP_447265.1
GVI51_I00121	XP_447266.1
GVI51_I00143	XP_447267.1
GVI51_I00165	XP_447268.1
GVI51_I00187	XP_447269.1
GVI51_I00209	XP_447270.1
GVI51_I00231	XP_447271.1
GVI51_I00253	XP_447272.1
GVI51_I00275	XP_447273.1
GVI51_I00297	XP_447274.1
GVI51_I00319	XP_447275.1
GVI51_I00341	XP_447276.1
GVI51_I00363	XP_447277.1
GVI51_I00385	XP_447278.1
GVI51_I00407	XP_447279.1
GVI51_I00429	XP_447280.1
GVI51_I00451	XP_447281.1
GVI51_I00473	XP_447282.1
GVI51_I00495	XP_447283.1
GVI51_I00517	XP_447284.1
GVI51_I00539	XP_447285.1
GVI51_I00561	XP_447286.1
GVI51_I00583	XP_447287.1
GVI51_I00605	XP_447288.1
GVI51_I00605	XP_447288.1
GVI51_I00627	XP_447289.1
GVI51_I00649	XP_447290.1
GVI51_I00671	XP_447291.1
GVI51_I00693	XP_447292.1
GVI51_I00715	XP_447293.1
GVI51_I00737	XP_447294.1
GVI51_I00759	XP_447295.1
GVI51_I00781	XP_447296.1
GVI51_I00803	XP_447297.1
GVI51_I00825	XP_447298.1
GVI51_I00847	XP_447299.1
GVI51_I00869	XP_447300.1
GVI51_I00891	XP_447301.1
GVI51_I00891	XP_447301.1
GVI51_I00913	XP_447302.1
GVI51_I00935	XP_447303.1
GVI51_I00957	XP_447304.1
GVI51_I00979	XP_447305.2
GVI51_I01001	XP_447306.1
GVI51_I01023	XP_447307.1
GVI51_I01045	XP_447308.1
GVI51_I01067	XP_447309.1
GVI51_I01089	XP_447310.1
GVI51_I01111	XP_447311.1
GVI51_I01133	XP_447312.1
GVI51_I01155	XP_447313.1
GVI51_I01177	XP_447314.1
GVI51_I01199	XP_447315.1
GVI51_I01221	XP_447316.1
GVI51_I01243	XP_447317.1
GVI51_I01287	XP_447318.1
GVI51_I01309	XP_447319.1
GVI51_I01331	XP_447320.1
GVI51_I01375	XP_447321.1
GVI51_I01397	XP_447322.1
GVI51_I01419	XP_447323.1
GVI51_I01441	XP_447324.1
GVI51_I01463	XP_447325.1
GVI51_I01485	XP_447326.1
GVI51_I01507	XP_447327.1
GVI51_I01573	XP_447328.1
GVI51_I01595	XP_447329.1
GVI51_I01617	XP_447330.1
GVI51_I01639	XP_447331.1
GVI51_I01661	XP_447332.1
GVI51_I01683	XP_447333.1
GVI51_I01705	XP_447334.1
GVI51_I01727	XP_447335.1
GVI51_I01749	XP_447336.1
GVI51_I01771	XP_447337.1
GVI51_I01793	XP_447338.1
GVI51_I01815	XP_447339.1
GVI51_I01837	XP_447340.1
GVI51_I01859	XP_447341.1
GVI51_I01881	XP_447342.1
GVI51_I01903	XP_447343.1
GVI51_I01925	XP_447344.1
GVI51_I01947	XP_447345.1
GVI51_I01969	XP_447346.1
GVI51_I01991	XP_447347.1
GVI51_I02013	XP_447348.1
GVI51_I02035	XP_447349.1
GVI51_I02057	XP_447350.1
GVI51_I02079	XP_447351.1
GVI51_I02101	XP_447352.1
GVI51_I02123	XP_447353.1
GVI51_I02145	XP_447354.1
GVI51_I02167	XP_447355.1
GVI51_I02189	XP_447356.1
GVI51_I02211	XP_447357.1
GVI51_I02233	XP_447358.1
GVI51_I02255	XP_447359.1
GVI51_I02277	XP_447360.1
GVI51_I02299	XP_447361.1
GVI51_I02321	XP_447362.1
GVI51_I02343	XP_447363.1
GVI51_I02365	XP_447364.1
GVI51_I02387	XP_447365.1
GVI51_I02431	XP_447366.1
GVI51_I02453	XP_447367.1
GVI51_I02475	XP_447368.1
GVI51_I02497	XP_447369.1
GVI51_I02519	XP_447370.1
GVI51_I02541	XP_447371.1
GVI51_I02563	XP_447372.1
GVI51_I02585	XP_447374.2
GVI51_I02607	XP_447375.1
GVI51_I02629	XP_447376.1
GVI51_I02651	XP_447377.1
GVI51_I02673	XP_447378.1
GVI51_I02695	XP_447379.1
GVI51_I02717	XP_447380.1
GVI51_I02739	XP_447381.1
GVI51_I02761	XP_447382.1
GVI51_I02783	XP_447383.1
GVI51_I02827	XP_447384.1
GVI51_I02849	XP_447385.1
GVI51_I02893	XP_447386.1
GVI51_I02915	XP_447387.1
GVI51_I02937	XP_447388.1
GVI51_I02959	XP_447389.1
GVI51_I02981	XP_447390.2
GVI51_I03025	XP_447391.1
GVI51_I03047	XP_447392.1
GVI51_I03069	XP_447393.1
GVI51_I03091	XP_447394.1
GVI51_I03113	XP_447395.1
GVI51_I03135	XP_447396.1
GVI51_I03157	XP_447397.2
GVI51_I03179	XP_447398.1
GVI51_I03201	XP_447399.1
GVI51_I03223	XP_447400.1
GVI51_I03245	XP_447401.1
GVI51_I03267	XP_447402.1
GVI51_I03289	XP_447403.1
GVI51_I03311	XP_447404.1
GVI51_I03333	XP_447405.1
GVI51_I03355	XP_447406.1
GVI51_I03377	XP_447407.1
GVI51_I03399	XP_447408.1
GVI51_I03421	XP_447409.1
GVI51_I03443	XP_447410.1
GVI51_I03465	XP_447411.1
GVI51_I03487	XP_447412.1
GVI51_I03509	XP_447413.1
GVI51_I03531	XP_447414.1
GVI51_I03553	XP_447415.1
GVI51_I03575	XP_447416.1
GVI51_I03597	XP_447417.1
GVI51_I03619	XP_447418.1
GVI51_I03641	XP_447419.1
GVI51_I03663	XP_447420.1
GVI51_I03685	XP_447421.1
GVI51_I03707	XP_447423.1
GVI51_I03729	XP_447424.1
GVI51_I03751	XP_447425.1
GVI51_I03773	XP_447426.1
GVI51_I03795	XP_447427.1
GVI51_I03817	XP_447428.1
GVI51_I03839	XP_002999556.1
GVI51_I03839	XP_002999556.1
GVI51_I03861	XP_447429.2
GVI51_I03905	XP_447430.1
GVI51_I03927	XP_447431.1
GVI51_I03949	XP_447432.1
GVI51_I03971	XP_447433.1
GVI51_I03993	XP_447434.1
GVI51_I04015	XP_447435.1
GVI51_I04037	XP_447436.1
GVI51_I04059	XP_002999557.1
GVI51_I04081	XP_447437.1
GVI51_I04103	XP_447438.1
GVI51_I04125	XP_447439.1
GVI51_I04147	XP_447440.1
GVI51_I04169	XP_447441.1
GVI51_I04191	XP_447442.1
GVI51_I04213	XP_447443.1
GVI51_I04235	XP_447444.1
GVI51_I04257	XP_447445.1
GVI51_I04257	XP_447445.1
GVI51_I04279	XP_447446.1
GVI51_I04301	XP_447447.2
GVI51_I04323	XP_447448.1
GVI51_I04345	XP_447449.1
GVI51_I04367	XP_447450.1
GVI51_I04389	XP_447451.1
GVI51_I04411	XP_447452.1
GVI51_I04433	XP_447453.1
GVI51_I04455	XP_447454.1
GVI51_I04477	XP_447455.1
GVI51_I04499	XP_447456.1
GVI51_I04521	XP_447457.1
GVI51_I04543	XP_447458.1
GVI51_I04565	XP_447459.1
GVI51_I04587	XP_447460.1
GVI51_I04609	XP_447461.1
GVI51_I04631	XP_447462.1
GVI51_I04653	XP_447463.1
GVI51_I04675	XP_447464.1
GVI51_I04675	XP_447464.1
GVI51_I04697	XP_447465.1
GVI51_I04719	XP_447466.1
GVI51_I04741	XP_447467.1
GVI51_I04763	XP_447468.1
GVI51_I04785	XP_447469.1
GVI51_I04807	XP_447470.1
GVI51_I04829	XP_447471.1
GVI51_I04851	XP_002999558.1
GVI51_I04873	XP_447472.1
GVI51_I04895	XP_447473.1
GVI51_I04917	XP_447474.1
GVI51_I04939	XP_447475.1
GVI51_I04961	XP_447476.1
GVI51_I04983	XP_447477.1
GVI51_I05005	XP_447478.1
GVI51_I05027	XP_447479.1
GVI51_I05049	XP_447480.1
GVI51_I05071	XP_447481.1
GVI51_I05093	XP_447482.1
GVI51_I05159	XP_447483.1
GVI51_I05181	XP_447484.1
GVI51_I05203	XP_447485.1
GVI51_I05225	XP_447486.1
GVI51_I05247	XP_447487.1
GVI51_I05269	XP_447488.1
GVI51_I05291	XP_447489.1
GVI51_I05313	XP_447490.1
GVI51_I05335	XP_447491.1
GVI51_I05357	XP_447492.1
GVI51_I05379	XP_447493.1
GVI51_I05401	XP_447494.1
GVI51_I05423	XP_447495.1
GVI51_I05445	XP_447496.1
GVI51_I05467	XP_447497.2
GVI51_I05489	XP_447498.1
GVI51_I05511	XP_447499.1
GVI51_I05533	XP_447500.1
GVI51_I05555	XP_447501.1
GVI51_I05577	XP_447502.1
GVI51_I05599	XP_447503.1
GVI51_I05621	XP_447504.1
GVI51_I05643	XP_447505.1
GVI51_I05665	XP_447506.1
GVI51_I05687	XP_447507.1
GVI51_I05709	XP_002999559.1
GVI51_I05731	XP_447508.1
GVI51_I05753	XP_447509.1
GVI51_I05775	XP_447510.1
GVI51_I05797	XP_447511.1
GVI51_I05819	XP_447512.1
GVI51_I05841	XP_447513.1
GVI51_I05863	XP_447514.1
GVI51_I05885	XP_447515.1
GVI51_I05907	XP_447516.1
GVI51_I05929	XP_447517.1
GVI51_I05951	XP_447518.1
GVI51_I05973	XP_447519.1
GVI51_I05995	XP_447520.1
GVI51_I06017	XP_447521.1
GVI51_I06039	XP_447522.1
GVI51_I06061	XP_447523.1
GVI51_I06083	XP_447524.1
GVI51_I06105	XP_447525.1
GVI51_I06127	XP_447526.1
GVI51_I06149	XP_447527.1
GVI51_I06171	XP_447528.1
GVI51_I06193	XP_447529.1
GVI51_I06215	XP_447530.1
GVI51_I06237	XP_447531.1
GVI51_I06259	XP_002999560.1
GVI51_I06259	XP_002999560.1
GVI51_I06259	XP_002999560.1
GVI51_I06303	XP_447532.1
GVI51_I06325	XP_447533.1
GVI51_I06347	XP_447534.1
GVI51_I06369	XP_447535.1
GVI51_I06391	XP_447536.1
GVI51_I06413	XP_447537.1
GVI51_I06457	XP_447538.1
GVI51_I06479	XP_447539.1
GVI51_I06501	XP_447540.1
GVI51_I06523	XP_447541.1
GVI51_I06545	XP_447542.1
GVI51_I06567	XP_447543.1
GVI51_I06589	XP_447544.1
GVI51_I06611	XP_447545.1
GVI51_I06633	XP_447546.1
GVI51_I06655	XP_447547.1
GVI51_I06677	XP_447548.1
GVI51_I06699	XP_447549.1
GVI51_I06743	XP_447550.1
GVI51_I06765	XP_447551.1
GVI51_I06787	XP_447552.1
GVI51_I06809	XP_447553.1
GVI51_I06831	XP_447554.1
GVI51_I06853	XP_447555.1
GVI51_I06875	XP_447556.1
GVI51_I06897	XP_447557.1
GVI51_I06919	XP_447558.1
GVI51_I06941	XP_447559.1
GVI51_I06963	XP_447560.1
GVI51_I06985	XP_447561.1
GVI51_I07007	XP_447562.1
GVI51_I07029	XP_447563.1
GVI51_I07051	XP_447564.1
GVI51_I07073	XP_447565.1
GVI51_I07095	XP_447566.1
GVI51_I07117	XP_447567.3
GVI51_I07139	XP_447568.1
GVI51_I07183	XP_447569.1
GVI51_I07205	XP_447570.1
GVI51_I07249	XP_447571.1
GVI51_I07271	XP_447572.1
GVI51_I07293	XP_447573.1
GVI51_I07315	XP_447574.1
GVI51_I07337	XP_447575.1
GVI51_I07359	XP_447576.1
GVI51_I07381	XP_447577.1
GVI51_I07403	XP_447578.1
GVI51_I07425	XP_447579.1
GVI51_I07447	XP_447580.1
GVI51_I07469	XP_447581.1
GVI51_I07491	XP_447582.1
GVI51_I07513	XP_447583.1
GVI51_I07535	XP_447584.1
GVI51_I07557	XP_447585.1
GVI51_I07579	XP_447586.1
GVI51_I07601	XP_447587.1
GVI51_I07623	XP_447588.1
GVI51_I07645	XP_447589.1
GVI51_I07667	XP_002999561.1
GVI51_I07689	XP_447590.1
GVI51_I07711	XP_447591.1
GVI51_I07733	XP_447592.1
GVI51_I07755	XP_447593.1
GVI51_I07777	XP_447594.1
GVI51_I07799	XP_447595.1
GVI51_I07821	XP_002999562.1
GVI51_I07843	XP_447596.1
GVI51_I07865	XP_447597.1
GVI51_I07887	XP_447598.1
GVI51_I07909	XP_447599.1
GVI51_I07931	XP_447600.1
GVI51_I07953	XP_447601.1
GVI51_I07975	XP_447602.2
GVI51_I07997	XP_447603.1
GVI51_I08041	XP_447604.1
GVI51_I08063	XP_447605.1
GVI51_I08085	XP_447606.1
GVI51_I08107	XP_447607.1
GVI51_I08129	XP_447608.1
GVI51_I08151	XP_447609.1
GVI51_I08173	XP_447610.1
GVI51_I08195	XP_447611.1
GVI51_I08217	XP_447612.1
GVI51_I08239	XP_447613.1
GVI51_I08261	XP_447614.1
GVI51_I08283	XP_447615.1
GVI51_I08305	XP_447616.1
GVI51_I08327	XP_447617.1
GVI51_I08349	XP_447618.1
GVI51_I08371	XP_447619.1
GVI51_I08393	XP_447620.1
GVI51_I08415	XP_447621.1
GVI51_I08437	XP_447622.1
GVI51_I08459	XP_447623.1
GVI51_I08481	XP_447624.1
GVI51_I08547	XP_447625.1
GVI51_I08569	XP_447626.1
GVI51_I08591	XP_447627.1
GVI51_I08613	XP_447628.1
GVI51_I08635	XP_447629.1
GVI51_I08657	XP_447630.1
GVI51_I08679	XP_447631.1
GVI51_I08701	XP_447632.1
GVI51_I08723	XP_447633.1
GVI51_I08745	XP_447634.1
GVI51_I08789	XP_447635.1
GVI51_I08811	XP_447636.1
GVI51_I08833	XP_447637.1
GVI51_I08855	XP_447638.1
GVI51_I08899	XP_447639.1
GVI51_I08921	XP_447640.1
GVI51_I08943	XP_447641.1
GVI51_I08965	XP_447642.1
GVI51_I08987	XP_447643.1
GVI51_I09009	XP_447644.1
GVI51_I09031	XP_447645.1
GVI51_I09053	XP_447646.1
GVI51_I09075	XP_447647.2
GVI51_I09097	XP_447648.1
GVI51_I09119	XP_447649.1
GVI51_I09141	XP_447650.1
GVI51_I09163	XP_447651.1
GVI51_I09185	XP_447652.1
GVI51_I09207	XP_447653.1
GVI51_I09229	XP_447654.1
GVI51_I09251	XP_447655.1
GVI51_I09273	XP_447656.1
GVI51_I09295	XP_447657.1
GVI51_I09317	XP_447658.1
GVI51_I09339	XP_447659.1
GVI51_I09361	XP_447660.1
GVI51_I09383	XP_447661.1
GVI51_I09405	XP_447662.2
GVI51_I09427	XP_447663.1
GVI51_I09449	XP_447664.1
GVI51_I09471	XP_447665.1
GVI51_I09493	XP_447666.1
GVI51_I09515	XP_447667.1
GVI51_I09537	XP_447668.1
GVI51_I09559	XP_447669.1
GVI51_I09581	XP_447670.2
GVI51_I09603	XP_447671.1
GVI51_I09625	XP_447672.1
GVI51_I09647	XP_447673.1
GVI51_I09669	XP_447674.1
GVI51_I09691	XP_447675.1
GVI51_I09713	XP_447676.1
GVI51_I09735	XP_447677.1
GVI51_I09757	XP_447678.1
GVI51_I09779	XP_447679.1
GVI51_I09823	XP_447680.1
GVI51_I09845	XP_447681.1
GVI51_I09867	XP_447682.1
GVI51_I09911	XP_447683.1
GVI51_I09955	XP_447684.2
GVI51_I09977	XP_065482700.1
GVI51_I09999	XP_002999563.2
GVI51_I10021	XP_002999564.2
GVI51_I10043	XP_065482701.1
GVI51_I10087	XP_447687.2
GVI51_I10109	XP_447688.1
GVI51_I10131	XP_447689.1
GVI51_I10153	XP_447690.3
GVI51_I10175	XP_447691.1
GVI51_I10197	XP_447692.1
GVI51_I10219	XP_447693.1
GVI51_I10241	XP_447694.1
GVI51_I10263	XP_447695.1
GVI51_I10285	XP_447696.1
GVI51_I10307	XP_447697.1
GVI51_I10329	XP_447698.1
GVI51_I10351	XP_447699.1
GVI51_I10373	XP_447700.1
GVI51_I10395	XP_447701.1
GVI51_I10417	XP_447702.1
GVI51_I10439	XP_447703.1
GVI51_I10461	XP_447704.1
GVI51_I10505	XP_447706.1
GVI51_I10527	XP_447707.1
GVI51_I10549	XP_447708.1
GVI51_I10571	XP_447709.2
GVI51_I10593	XP_447710.1
GVI51_I10615	XP_447711.1
GVI51_I10659	XP_447712.1
GVI51_I10681	XP_447713.1
GVI51_I10703	XP_447714.2
GVI51_I10725	XP_447715.1
GVI51_I10747	XP_447716.1
GVI51_I10769	XP_447717.2
GVI51_I10791	XP_065482702.1
GVI51_J00011	XP_065482703.1
GVI51_J00055	XP_447719.1
GVI51_J00077	XP_447720.1
GVI51_J00099	XP_447721.1
GVI51_J00143	XP_447722.1
GVI51_J00165	XP_447723.1
GVI51_J00187	XP_447724.1
GVI51_J00209	XP_447725.1
GVI51_J00231	XP_447726.1
GVI51_J00253	XP_447727.1
GVI51_J00275	XP_447728.1
GVI51_J00297	XP_447729.1
GVI51_J00319	XP_447730.1
GVI51_J00341	XP_447731.1
GVI51_J00363	XP_447732.1
GVI51_J00385	XP_447733.1
GVI51_J00407	XP_447734.1
GVI51_J00429	XP_447735.1
GVI51_J00451	XP_447736.1
GVI51_J00473	XP_447737.1
GVI51_J00495	XP_447738.1
GVI51_J00517	XP_447739.1
GVI51_J00539	XP_447740.1
GVI51_J00561	XP_447741.1
GVI51_J00583	XP_447742.1
GVI51_J00605	XP_447743.1
GVI51_J00627	XP_447744.1
GVI51_J00627	XP_447744.1
GVI51_J00649	XP_447745.1
GVI51_J00671	XP_447746.1
GVI51_J00693	XP_447747.1
GVI51_J00715	XP_447748.1
GVI51_J00737	XP_447749.1
GVI51_J00759	XP_447750.1
GVI51_J00781	XP_447751.1
GVI51_J00803	XP_447752.1
GVI51_J00825	XP_447753.1
GVI51_J00847	XP_447754.1
GVI51_J00869	XP_065482704.1
GVI51_J00913	XP_447755.1
GVI51_J00935	XP_447756.1
GVI51_J00957	XP_447757.1
GVI51_J00979	XP_447758.2
GVI51_J00979	XP_447758.2
GVI51_J01001	XP_447759.1
GVI51_J01023	XP_447760.1
GVI51_J01067	XP_447761.1
GVI51_J01089	XP_447762.1
GVI51_J01111	XP_447763.1
GVI51_J01133	XP_447764.1
GVI51_J01155	XP_447765.1
GVI51_J01177	XP_447766.1
GVI51_J01199	XP_447767.1
GVI51_J01221	XP_447768.1
GVI51_J01243	XP_447769.1
GVI51_J01265	XP_447770.1
GVI51_J01287	XP_447771.1
GVI51_J01309	XP_447772.1
GVI51_J01331	XP_447773.1
GVI51_J01353	XP_447774.1
GVI51_J01375	XP_447775.1
GVI51_J01397	XP_447776.1
GVI51_J01419	XP_447777.1
GVI51_J01441	XP_447778.1
GVI51_J01485	XP_447780.1
GVI51_J01529	XP_447781.1
GVI51_J01551	XP_002999566.1
GVI51_J01595	XP_447783.2
GVI51_J01639	XP_002999567.2
GVI51_J01661	XP_002999568.1
GVI51_J01705	XP_447785.1
GVI51_J01727	XP_447786.1
GVI51_J01749	XP_447787.1
GVI51_J01771	XP_447788.1
GVI51_J01793	XP_447789.1
GVI51_J01815	XP_447790.1
GVI51_J01837	XP_447791.1
GVI51_J01859	XP_447792.1
GVI51_J01881	XP_447793.1
GVI51_J01903	XP_447794.1
GVI51_J01925	XP_447795.1
GVI51_J01947	XP_447796.1
GVI51_J01969	XP_447797.1
GVI51_J01991	XP_002999569.1
GVI51_J02013	XP_447798.1
GVI51_J02035	XP_447799.1
GVI51_J02057	XP_447800.1
GVI51_J02079	XP_447801.1
GVI51_J02101	XP_447802.1
GVI51_J02123	XP_447803.1
GVI51_J02123	XP_447803.1
GVI51_J02145	XP_447804.1
GVI51_J02167	XP_447805.1
GVI51_J02189	XP_447806.1
GVI51_J02211	XP_447807.1
GVI51_J02211	XP_447807.1
GVI51_J02233	XP_447808.1
GVI51_J02255	XP_447809.1
GVI51_J02277	XP_447810.1
GVI51_J02299	XP_447811.1
GVI51_J02321	XP_447812.1
GVI51_J02343	XP_447813.1
GVI51_J02365	XP_447814.1
GVI51_J02387	XP_447815.1
GVI51_J02409	XP_447816.1
GVI51_J02453	XP_447818.1
GVI51_J02475	XP_447819.1
GVI51_J02497	XP_447820.1
GVI51_J02519	XP_447821.1
GVI51_J02541	XP_447822.1
GVI51_J02563	XP_447823.1
GVI51_J02585	XP_447824.1
GVI51_J02629	XP_447825.1
GVI51_J02651	XP_447826.1
GVI51_J02673	XP_447827.1
GVI51_J02695	XP_447828.1
GVI51_J02717	XP_447829.1
GVI51_J02739	XP_447830.1
GVI51_J02761	XP_447831.1
GVI51_J02783	XP_447832.1
GVI51_J02805	XP_447833.1
GVI51_J02827	XP_447834.1
GVI51_J02849	XP_447835.1
GVI51_J02871	XP_447837.2
GVI51_J02893	XP_447838.1
GVI51_J02915	XP_447839.1
GVI51_J02937	XP_447840.1
GVI51_J02959	XP_447841.1
GVI51_J02981	XP_447842.1
GVI51_J03003	XP_447843.1
GVI51_J03025	XP_447844.1
GVI51_J03047	XP_447845.1
GVI51_J03047	XP_447845.1
GVI51_J03069	XP_002999570.1
GVI51_J03069	XP_002999570.1
GVI51_J03069	XP_002999570.1
GVI51_J03091	XP_447846.1
GVI51_J03113	XP_447847.1
GVI51_J03135	XP_447848.1
GVI51_J03157	XP_447849.1
GVI51_J03179	XP_447850.1
GVI51_J03201	XP_447851.1
GVI51_J03223	XP_447852.1
GVI51_J03267	XP_447853.1
GVI51_J03289	XP_447854.1
GVI51_J03311	XP_447855.1
GVI51_J03333	XP_447856.1
GVI51_J03355	XP_447857.1
GVI51_J03377	XP_447858.1
GVI51_J03399	XP_447859.1
GVI51_J03421	XP_447860.1
GVI51_J03443	XP_447861.1
GVI51_J03465	XP_447862.1
GVI51_J03487	XP_447863.1
GVI51_J03509	XP_447864.1
GVI51_J03531	XP_447865.1
GVI51_J03553	XP_447866.1
GVI51_J03575	XP_447867.1
GVI51_J03597	XP_447868.1
GVI51_J03641	XP_447870.1
GVI51_J03663	XP_447871.1
GVI51_J03685	XP_447872.1
GVI51_J03707	XP_447873.1
GVI51_J03729	XP_447874.1
GVI51_J03751	XP_447875.1
GVI51_J03773	XP_447876.1
GVI51_J03795	XP_447877.1
GVI51_J03817	XP_447878.1
GVI51_J03839	XP_447879.1
GVI51_J03861	XP_447880.1
GVI51_J03883	XP_447881.1
GVI51_J03905	XP_447882.1
GVI51_J03927	XP_447883.1
GVI51_J03949	XP_447884.2
GVI51_J03971	XP_447885.1
GVI51_J03993	XP_447886.1
GVI51_J04015	XP_447887.1
GVI51_J04037	XP_447888.1
GVI51_J04059	XP_447889.1
GVI51_J04081	XP_447890.2
GVI51_J04103	XP_447891.1
GVI51_J04125	XP_447892.1
GVI51_J04147	XP_447893.1
GVI51_J04169	XP_447894.1
GVI51_J04191	XP_447895.1
GVI51_J04213	XP_447896.1
GVI51_J04235	XP_447897.1
GVI51_J04257	XP_447898.1
GVI51_J04279	XP_447899.1
GVI51_J04301	XP_447900.1
GVI51_J04323	XP_447901.1
GVI51_J04345	XP_447902.1
GVI51_J04367	XP_447903.1
GVI51_J04389	XP_447904.1
GVI51_J04411	XP_447905.1
GVI51_J04433	XP_447906.1
GVI51_J04455	XP_447907.1
GVI51_J04477	XP_447908.1
GVI51_J04499	XP_447909.1
GVI51_J04521	XP_447910.1
GVI51_J04543	XP_447911.1
GVI51_J04587	XP_447912.1
GVI51_J04609	XP_447913.1
GVI51_J04609	XP_447913.1
GVI51_J04631	XP_447914.1
GVI51_J04653	XP_447915.1
GVI51_J04675	XP_447916.1
GVI51_J04697	XP_447917.1
GVI51_J04719	XP_447918.1
GVI51_J04741	XP_447919.1
GVI51_J04763	XP_447920.1
GVI51_J04785	XP_447921.1
GVI51_J04807	XP_447922.1
GVI51_J04829	XP_447923.1
GVI51_J04851	XP_447924.1
GVI51_J04873	XP_447925.1
GVI51_J04895	XP_447926.1
GVI51_J04917	XP_447927.1
GVI51_J04939	XP_447928.1
GVI51_J04961	XP_447929.1
GVI51_J05005	XP_447931.1
