SPAR_A00010	XP_033764409.1
SPAR_H00120	XP_033766640.1
SPAR_H00130	XP_033766641.1
SPAR_H00140	XP_033766642.1
SPAR_H00150	XP_033766643.1
SPAR_H00160	XP_033766644.1
SPAR_H00170	XP_033766645.1
SPAR_H00180	XP_033766646.1
SPAR_H00190	XP_033766647.1
SPAR_H00200	XP_033766648.1
SPAR_H00210	XP_033766649.1
SPAR_H00220	XP_033766650.1
SPAR_H00230	XP_033766651.1
SPAR_H00240	XP_033766652.1
SPAR_H00250	XP_033766653.1
SPAR_H00260	XP_033766654.1
SPAR_H00270	XP_033766655.1
SPAR_H00280	XP_033766656.1
SPAR_H00290	XP_033766657.1
SPAR_H00300	XP_033766658.1
SPAR_H00310	XP_033766659.1
SPAR_H00320	XP_033766660.1
SPAR_H00330	XP_033766661.1
SPAR_H00340	XP_033766662.1
SPAR_H00350	XP_033766663.1
SPAR_H00360	XP_033766664.1
SPAR_H00370	XP_033766665.1
SPAR_H00380	XP_033766666.1
SPAR_H00390	XP_033766667.1
SPAR_H00400	XP_033766668.1
SPAR_H00400	XP_033766668.1
SPAR_H00410	XP_033766669.1
SPAR_H00420	XP_033766670.1
SPAR_H00420	XP_033766670.1
SPAR_H00430	XP_033766671.1
SPAR_H00440	XP_033766672.1
SPAR_H00450	XP_033766673.1
SPAR_H00460	XP_033766674.1
SPAR_H00470	XP_033766675.1
SPAR_H00480	XP_033766676.1
SPAR_H00490	XP_033766677.1
SPAR_H00500	XP_033766678.1
SPAR_H00510	XP_033766679.1
SPAR_H00520	XP_033766680.1
SPAR_H00520	XP_033766680.1
SPAR_H00530	XP_033766681.1
SPAR_H00540	XP_033766682.1
SPAR_H00540	XP_033766682.1
SPAR_H00550	XP_033766683.1
SPAR_H00560	XP_033766684.1
SPAR_H00570	XP_033766685.1
SPAR_H00580	XP_033766686.1
SPAR_H00590	XP_033766687.1
SPAR_H00600	XP_033766688.1
SPAR_H00610	XP_033766689.1
SPAR_H00620	XP_033766690.1
SPAR_H00630	XP_033766691.1
SPAR_H00630	XP_033766691.1
SPAR_H00640	XP_033766692.1
SPAR_H00650	XP_033766693.1
SPAR_H00660	XP_033766694.1
SPAR_H00670	XP_033766695.1
SPAR_H00680	XP_033766696.1
SPAR_H00690	XP_033766697.1
SPAR_H00700	XP_033766698.1
SPAR_H00710	XP_033766699.1
SPAR_H00720	XP_033766700.1
SPAR_H00730	XP_033766701.1
SPAR_H00740	XP_033766702.1
SPAR_H00750	XP_033766703.1
SPAR_H00760	XP_033766704.1
SPAR_H00770	XP_033766705.1
SPAR_H00780	XP_033766706.1
SPAR_H00790	XP_033766707.1
SPAR_H00800	XP_033766708.1
SPAR_H00810	XP_033766709.1
SPAR_H00820	XP_033766710.1
SPAR_H00820	XP_033766710.1
SPAR_H00830	XP_033766711.1
SPAR_H00840	XP_033766712.1
SPAR_H00840	XP_033766712.1
SPAR_H00850	XP_033766713.1
SPAR_H00860	XP_033766714.1
SPAR_H00870	XP_033766715.1
SPAR_H00880	XP_033766716.1
SPAR_H00890	XP_033766717.1
SPAR_H00900	XP_033766718.1
SPAR_H00910	XP_033766719.1
SPAR_H00920	XP_033766720.1
SPAR_H00930	XP_033766721.1
SPAR_H00940	XP_033766722.1
SPAR_H00950	XP_033766723.1
SPAR_H00960	XP_033766724.1
SPAR_H00970	XP_033766725.1
SPAR_H00980	XP_033766726.1
SPAR_H00990	XP_033766727.1
SPAR_H01000	XP_033766728.1
SPAR_H01010	XP_033766729.1
SPAR_H01020	XP_033766730.1
SPAR_H01030	XP_033766731.1
SPAR_H01040	XP_033766732.1
SPAR_H01050	XP_033766733.1
SPAR_H01060	XP_033766734.1
SPAR_H01070	XP_033766735.1
SPAR_H01080	XP_033766736.1
SPAR_H01090	XP_033766737.1
SPAR_H01100	XP_033766738.1
SPAR_H01110	XP_033766739.1
SPAR_H01120	XP_033766740.1
SPAR_H01130	XP_033766741.1
SPAR_H01140	XP_033766742.1
SPAR_H01150	XP_033766743.1
SPAR_H01160	XP_033766744.1
SPAR_H01170	XP_033766745.1
SPAR_H01180	XP_033766746.1
SPAR_H01190	XP_033766747.1
SPAR_H01190	XP_033766747.1
SPAR_H01200	XP_033766748.1
SPAR_H01210	XP_033766749.1
SPAR_H01220	XP_033766750.1
SPAR_H01220	XP_033766750.1
SPAR_H01230	XP_033766751.1
SPAR_H01240	XP_033766752.1
SPAR_H01250	XP_033766753.1
SPAR_H01260	XP_033766754.1
SPAR_H01270	XP_033766755.1
SPAR_H01280	XP_033766756.1
SPAR_H01290	XP_033766757.1
SPAR_H01300	XP_033766758.1
SPAR_H01310	XP_033766759.1
SPAR_H01320	XP_033766760.1
SPAR_H01330	XP_033766761.1
SPAR_H01340	XP_033766762.1
SPAR_H01350	XP_033766763.1
SPAR_H01360	XP_033766764.1
SPAR_H01370	XP_033766765.1
SPAR_H01380	XP_033766766.1
SPAR_H01390	XP_033766767.1
SPAR_H01390	XP_033766767.1
SPAR_H01400	XP_033766768.1
SPAR_H01410	XP_033766769.1
SPAR_H01420	XP_033766770.1
SPAR_H01430	XP_033766771.1
SPAR_H01440	XP_033766772.1
SPAR_H01450	XP_033766773.1
SPAR_H01460	XP_033766774.1
SPAR_H01470	XP_033766775.1
SPAR_H01480	XP_033766776.1
SPAR_H01490	XP_033766777.1
SPAR_H01500	XP_033766778.1
SPAR_H01510	XP_033766779.1
SPAR_H01520	XP_033766780.1
SPAR_H01530	XP_033766781.1
SPAR_H01540	XP_033766782.1
SPAR_H01550	XP_033766783.1
SPAR_H01560	XP_033766784.1
SPAR_H01570	XP_033766785.1
SPAR_H01580	XP_033766786.1
SPAR_H01590	XP_033766787.1
SPAR_H01600	XP_033766788.1
SPAR_H01610	XP_033766789.1
SPAR_H01620	XP_033766790.1
SPAR_H01630	XP_033766791.1
SPAR_H01640	XP_033766792.1
SPAR_H01650	XP_033766793.1
SPAR_H01650	XP_033766793.1
SPAR_H01660	XP_033766794.1
SPAR_H01670	XP_033766795.1
SPAR_H01680	XP_033766796.1
SPAR_H01690	XP_033766797.1
SPAR_H01700	XP_033766798.1
SPAR_H01710	XP_033766799.1
SPAR_H01720	XP_033766800.1
SPAR_H01730	XP_033766801.1
SPAR_H01740	XP_033766802.1
SPAR_H01750	XP_033766803.1
SPAR_H01760	XP_033766804.1
SPAR_H01770	XP_033766805.1
SPAR_H01780	XP_033766806.1
SPAR_H01790	XP_033766807.1
SPAR_H01800	XP_033766808.1
SPAR_H01810	XP_033766809.1
SPAR_H01830	XP_033766810.1
SPAR_H01840	XP_033766811.1
SPAR_H01850	XP_033766812.1
SPAR_H01860	XP_033766813.1
SPAR_H01870	XP_033766814.1
SPAR_H01880	XP_033766815.1
SPAR_H01890	XP_033766816.1
SPAR_H01900	XP_033766817.1
SPAR_H01910	XP_033766818.1
SPAR_H01920	XP_033766819.1
SPAR_H01930	XP_033766820.1
SPAR_H01940	XP_033766821.1
SPAR_H01950	XP_033766822.1
SPAR_H01960	XP_033766823.1
SPAR_H01970	XP_033766824.1
SPAR_H01980	XP_033766825.1
SPAR_H01990	XP_033766826.1
SPAR_H02000	XP_033766827.1
SPAR_H02010	XP_033766828.1
SPAR_H02020	XP_033766829.1
SPAR_H02030	XP_033766830.1
SPAR_H02040	XP_033766831.1
SPAR_H02050	XP_033766832.1
SPAR_H02060	XP_033766833.1
SPAR_H02070	XP_033766834.1
SPAR_H02080	XP_033766835.1
SPAR_H02090	XP_033766836.1
SPAR_H02100	XP_033766837.1
SPAR_H02110	XP_033766838.1
SPAR_H02120	XP_033766839.1
SPAR_H02130	XP_033766840.1
SPAR_H02140	XP_033766841.1
SPAR_H02150	XP_033766842.1
SPAR_H02160	XP_033766843.1
SPAR_H02170	XP_033766844.1
SPAR_H02180	XP_033766845.1
SPAR_H02190	XP_033766846.1
SPAR_H02200	XP_033766847.1
SPAR_H02210	XP_033766848.1
SPAR_H02220	XP_033766849.1
SPAR_H02230	XP_033766850.1
SPAR_H02240	XP_033766851.1
SPAR_H02250	XP_033766852.1
SPAR_H02260	XP_033766853.1
SPAR_H02270	XP_033766854.1
SPAR_H02280	XP_033766855.1
SPAR_H02290	XP_033766856.1
SPAR_H02300	XP_033766857.1
SPAR_H02310	XP_033766858.1
SPAR_H02320	XP_033766859.1
SPAR_H02330	XP_033766860.1
SPAR_H02340	XP_033766861.1
SPAR_H02350	XP_033766862.1
SPAR_H02360	XP_033766863.1
SPAR_H02370	XP_033766864.1
SPAR_H02380	XP_033766865.1
SPAR_H02390	XP_033766866.1
SPAR_H02400	XP_033766867.1
SPAR_H02410	XP_033766868.1
SPAR_H02410	XP_033766868.1
SPAR_H02420	XP_033766869.1
SPAR_H02430	XP_033766870.1
SPAR_H02440	XP_033766871.1
SPAR_H02450	XP_033766872.1
SPAR_H02450	XP_033766872.1
SPAR_H02460	XP_033766873.1
SPAR_H02470	XP_033766874.1
SPAR_H02480	XP_033766875.1
SPAR_H02490	XP_033766876.1
SPAR_H02500	XP_033766877.1
SPAR_H02510	XP_033766878.1
SPAR_H02520	XP_033766879.1
SPAR_H02530	XP_033766880.1
SPAR_H02540	XP_033766881.1
SPAR_H02545	XP_033766882.1
SPAR_H02550	XP_033766883.1
SPAR_H02560	XP_033766884.1
SPAR_H02570	XP_033766885.1
SPAR_I00010	XP_033766886.1
SPAR_I00020	XP_033766887.1
SPAR_I00030	XP_033766888.1
SPAR_I00040	XP_033766889.1
SPAR_I00050	XP_033766890.1
SPAR_I00060	XP_033766891.1
SPAR_I00070	XP_033766892.1
SPAR_I00080	XP_033766893.1
SPAR_I00090	XP_033766894.1
SPAR_I00100	XP_033766895.1
SPAR_I00110	XP_033766896.1
SPAR_I00120	XP_033766897.1
SPAR_I00130	XP_033766898.1
SPAR_I00140	XP_033766899.1
SPAR_I00150	XP_033766900.1
SPAR_I00160	XP_033766901.1
SPAR_I00170	XP_033766902.1
SPAR_I00180	XP_033766903.1
SPAR_I00190	XP_033766904.1
SPAR_I00200	XP_033766905.1
SPAR_I00210	XP_033766906.1
SPAR_I00220	XP_033766907.1
SPAR_I00230	XP_033766908.1
SPAR_I00240	XP_033766909.1
SPAR_I00250	XP_033766910.1
SPAR_I00260	XP_033766911.1
SPAR_I00270	XP_033766912.1
SPAR_I00280	XP_033766913.1
SPAR_I00280	XP_033766913.1
SPAR_I00290	XP_033766914.1
SPAR_I00300	XP_033766915.1
SPAR_I00310	XP_033766916.1
SPAR_I00320	XP_033766917.1
SPAR_I00330	XP_033766918.1
SPAR_I00340	XP_033766919.1
SPAR_I00350	XP_033766920.1
SPAR_I00350	XP_033766920.1
SPAR_I00360	XP_033766921.1
SPAR_I00370	XP_033766922.1
SPAR_I00370	XP_033766922.1
SPAR_I00380	XP_033766923.1
SPAR_I00390	XP_033766924.1
SPAR_I00400	XP_033766925.1
SPAR_I00410	XP_033766926.1
SPAR_I00420	XP_033766927.1
SPAR_I00430	XP_033766928.1
SPAR_I00440	XP_033766929.1
SPAR_I00450	XP_033766930.1
SPAR_I00460	XP_033766931.1
SPAR_I00470	XP_033766932.1
SPAR_I00480	XP_033766933.1
SPAR_I00490	XP_033766934.1
SPAR_I00500	XP_033766935.1
SPAR_I00510	XP_033766936.1
SPAR_I00510	XP_033766936.1
SPAR_I00520	XP_033766937.1
SPAR_I00530	XP_033766938.1
SPAR_I00540	XP_033766939.1
SPAR_I00550	XP_033766940.1
SPAR_I00560	XP_033766941.1
SPAR_I00570	XP_033766942.1
SPAR_I00580	XP_033766943.1
SPAR_I00590	XP_033766944.1
SPAR_I00600	XP_033766945.1
SPAR_I00610	XP_033766946.1
SPAR_I00620	XP_033766947.1
SPAR_I00630	XP_033766948.1
SPAR_I00640	XP_033766949.1
SPAR_I00640	XP_033766949.1
SPAR_I00650	XP_033766950.1
SPAR_I00660	XP_033766951.1
SPAR_I00670	XP_033766952.1
SPAR_I00680	XP_033766953.1
SPAR_I00690	XP_033766954.1
SPAR_I00700	XP_033766955.1
SPAR_I00710	XP_033766956.1
SPAR_I00720	XP_033766957.1
SPAR_I00730	XP_033766958.1
SPAR_I00740	XP_033766959.1
SPAR_I00750	XP_033766960.1
SPAR_I00760	XP_033766961.1
SPAR_I00770	XP_033766962.1
SPAR_I00780	XP_033766963.1
SPAR_I00790	XP_033766964.1
SPAR_I00800	XP_033766965.1
SPAR_I00810	XP_033766966.1
SPAR_I00820	XP_033766967.1
SPAR_I00830	XP_033766968.1
SPAR_I00840	XP_033766969.1
SPAR_I00850	XP_033766970.1
SPAR_I00860	XP_033766971.1
SPAR_I00870	XP_033766972.1
SPAR_I00880	XP_033766973.1
SPAR_I00890	XP_033766974.1
SPAR_I00900	XP_033766975.1
SPAR_I00910	XP_033766976.1
SPAR_I00910	XP_033766976.1
SPAR_I00920	XP_033766977.1
SPAR_I00930	XP_033766978.1
SPAR_I00940	XP_033766979.1
SPAR_I00950	XP_033766980.1
SPAR_I00950	XP_033766980.1
SPAR_I00960	XP_033766981.1
SPAR_I00970	XP_033766982.1
SPAR_I00980	XP_033766983.1
SPAR_I00990	XP_033766984.1
SPAR_I01000	XP_033766985.1
SPAR_I01010	XP_033766986.1
SPAR_I01020	XP_033766987.1
SPAR_I01030	XP_033766988.1
SPAR_I01040	XP_033766989.1
SPAR_I01050	XP_033766990.1
SPAR_I01060	XP_033766991.1
SPAR_I01070	XP_033766992.1
SPAR_I01080	XP_033766993.1
SPAR_I01090	XP_033766994.1
SPAR_I01100	XP_033766995.1
SPAR_I01110	XP_033766996.1
SPAR_I01120	XP_033766997.1
SPAR_I01130	XP_033766998.1
SPAR_I01140	XP_033766999.1
SPAR_I01150	XP_033767000.1
SPAR_I01160	XP_033767001.1
SPAR_I01170	XP_033767002.1
SPAR_I01180	XP_033767003.1
SPAR_I01190	XP_033767004.1
SPAR_I01200	XP_033767005.1
SPAR_I01210	XP_033767006.1
SPAR_I01220	XP_033767007.1
SPAR_I01230	XP_033767008.1
SPAR_I01240	XP_033767009.1
SPAR_I01250	XP_033767010.1
SPAR_I01260	XP_033767011.1
SPAR_I01270	XP_033767012.1
SPAR_I01280	XP_033767013.1
SPAR_I01290	XP_033767014.1
SPAR_I01290	XP_033767014.1
SPAR_I01300	XP_033767015.1
SPAR_I01310	XP_033767016.1
SPAR_I01320	XP_033767017.1
SPAR_I01330	XP_033767018.1
SPAR_I01340	XP_033767019.1
SPAR_I01350	XP_033767020.1
SPAR_I01360	XP_033767021.1
SPAR_I01370	XP_033767022.1
SPAR_I01380	XP_033767023.1
SPAR_I01380	XP_033767023.1
SPAR_I01390	XP_033767024.1
SPAR_I01400	XP_033767025.1
SPAR_I01410	XP_033767026.1
SPAR_I01420	XP_033767027.1
SPAR_I01430	XP_033767028.1
SPAR_I01440	XP_033767029.1
SPAR_I01450	XP_033767030.1
SPAR_I01460	XP_033767031.1
SPAR_I01470	XP_033767032.1
SPAR_I01480	XP_033767033.1
SPAR_I01490	XP_033767034.1
SPAR_I01500	XP_033767035.1
SPAR_I01510	XP_033767036.1
SPAR_I01520	XP_033767037.1
SPAR_I01530	XP_033767038.1
SPAR_I01540	XP_033767039.1
SPAR_I01550	XP_033767040.1
SPAR_I01560	XP_033767041.1
SPAR_I01570	XP_033767042.1
SPAR_I01580	XP_033767043.1
SPAR_I01590	XP_033767044.1
SPAR_I01600	XP_033767045.1
SPAR_I01610	XP_033767046.1
SPAR_I01620	XP_033767047.1
SPAR_I01630	XP_033767048.1
SPAR_I01640	XP_033767049.1
SPAR_I01650	XP_033767050.1
SPAR_I01660	XP_033767051.1
SPAR_I01670	XP_033767052.1
SPAR_I01680	XP_033767053.1
SPAR_I01690	XP_033767054.1
SPAR_I01700	XP_033767055.1
SPAR_I01710	XP_033767056.1
SPAR_I01720	XP_033767057.1
SPAR_I01730	XP_033767058.1
SPAR_I01740	XP_033767059.1
SPAR_I01750	XP_033767060.1
SPAR_I01760	XP_033767061.1
SPAR_I01770	XP_033767062.1
SPAR_I01780	XP_033767063.1
SPAR_I01790	XP_033767064.1
SPAR_I01800	XP_033767065.1
SPAR_I01810	XP_033767066.1
SPAR_I01820	XP_033767067.1
SPAR_I01830	XP_033767068.1
SPAR_I01840	XP_033767069.1
SPAR_I01850	XP_033767070.1
SPAR_I01860	XP_033767071.1
SPAR_I01870	XP_033767072.1
SPAR_I01880	XP_033767073.1
SPAR_I01890	XP_033767074.1
SPAR_I01900	XP_033767075.1
SPAR_I01910	XP_033767076.1
SPAR_I01920	XP_033767077.1
SPAR_I01930	XP_033767078.1
SPAR_I01940	XP_033767079.1
SPAR_I01950	XP_033767080.1
SPAR_J00010	XP_033767081.1
SPAR_J00020	XP_033767082.1
SPAR_J00030	XP_033767083.1
SPAR_J00040	XP_033767084.1
SPAR_J00050	XP_033767085.1
SPAR_J00060	XP_033767086.1
SPAR_J00070	XP_033767087.1
SPAR_J00080	XP_033767088.1
SPAR_J00090	XP_033767089.1
SPAR_J00100	XP_033767090.1
SPAR_J00110	XP_033767091.1
SPAR_J00120	XP_033767092.1
SPAR_J00130	XP_033767093.1
SPAR_J00140	XP_033767094.1
SPAR_J00150	XP_033767095.1
SPAR_J00160	XP_033767096.1
SPAR_J00170	XP_033767097.1
SPAR_J00180	XP_033767098.1
SPAR_J00190	XP_033767099.1
SPAR_J00200	XP_033767100.1
SPAR_J00210	XP_033767101.1
SPAR_J00220	XP_033767102.1
SPAR_J00230	XP_033767103.1
SPAR_J00240	XP_033767104.1
SPAR_J00250	XP_033767105.1
SPAR_J00260	XP_033767106.1
SPAR_J00270	XP_033767107.1
SPAR_J00280	XP_033767108.1
SPAR_J00290	XP_033767109.1
SPAR_J00290	XP_033767109.1
SPAR_J00300	XP_033767110.1
SPAR_J00310	XP_033767111.1
SPAR_J00320	XP_033767112.1
SPAR_J00330	XP_033767113.1
SPAR_J00340	XP_033767114.1
SPAR_J00350	XP_033767115.1
SPAR_J00360	XP_033767116.1
SPAR_J00370	XP_033767117.1
SPAR_J00380	XP_033767118.1
SPAR_J00390	XP_033767119.1
SPAR_J00390	XP_033767119.1
SPAR_J00400	XP_033767120.1
SPAR_J00410	XP_033767121.1
SPAR_J00420	XP_033767122.1
SPAR_J00430	XP_033767123.1
SPAR_J00440	XP_033767124.1
SPAR_J00450	XP_033767125.1
SPAR_J00460	XP_033767126.1
SPAR_J00470	XP_033767127.1
SPAR_J00480	XP_033767128.1
SPAR_J00490	XP_033767129.1
SPAR_J00500	XP_033767130.1
SPAR_J00510	XP_033767131.1
SPAR_J00520	XP_033767132.1
SPAR_J00530	XP_033767133.1
SPAR_J00540	XP_033767134.1
SPAR_J00550	XP_033767135.1
SPAR_J00560	XP_033767136.1
SPAR_J00570	XP_033767137.1
SPAR_J00580	XP_033767138.1
SPAR_J00590	XP_033767139.1
SPAR_J00600	XP_033767140.1
SPAR_J00610	XP_033767141.1
SPAR_J00620	XP_033767142.1
SPAR_J00630	XP_033767143.1
SPAR_J00640	XP_033767144.1
SPAR_J00650	XP_033767145.1
SPAR_J00660	XP_033767146.1
SPAR_J00670	XP_033767147.1
SPAR_J00680	XP_033767148.1
SPAR_J00690	XP_033767149.1
SPAR_J00700	XP_033767150.1
SPAR_J00710	XP_033767151.1
SPAR_J00720	XP_033767152.1
SPAR_J00730	XP_033767153.1
SPAR_J00740	XP_033767154.1
SPAR_J00750	XP_033767155.1
SPAR_J00760	XP_033767156.1
SPAR_J00770	XP_033767157.1
SPAR_J00780	XP_033767158.1
SPAR_J00790	XP_033767159.1
SPAR_J00800	XP_033767160.1
SPAR_J00810	XP_033767161.1
SPAR_J00820	XP_033767162.1
SPAR_J00830	XP_033767163.1
SPAR_J00840	XP_033767164.1
SPAR_J00850	XP_033767165.1
SPAR_J00860	XP_033767166.1
SPAR_J00870	XP_033767167.1
SPAR_J00880	XP_033767168.1
SPAR_J00890	XP_033767169.1
SPAR_J00900	XP_033767170.1
SPAR_J00910	XP_033767171.1
SPAR_J00920	XP_033767172.1
SPAR_J00930	XP_033767173.1
SPAR_J00940	XP_033767174.1
SPAR_J00950	XP_033767175.1
SPAR_J00960	XP_033767176.1
SPAR_J00970	XP_033767177.1
SPAR_J00980	XP_033767178.1
SPAR_J00990	XP_033767179.1
SPAR_J01000	XP_033767180.1
SPAR_J01010	XP_033767181.1
SPAR_J01020	XP_033767182.1
SPAR_J01030	XP_033767183.1
SPAR_J01040	XP_033767184.1
SPAR_J01050	XP_033767185.1
SPAR_J01060	XP_033767186.1
SPAR_J01070	XP_033767187.1
SPAR_J01080	XP_033767188.1
SPAR_J01090	XP_033767189.1
SPAR_J01100	XP_033767190.1
SPAR_J01110	XP_033767191.1
SPAR_J01120	XP_033767192.1
SPAR_J01130	XP_033767193.1
SPAR_J01140	XP_033767194.1
SPAR_J01150	XP_033767195.1
SPAR_J01160	XP_033767196.1
SPAR_J01170	XP_033767197.1
SPAR_J01180	XP_033767198.1
SPAR_J01190	XP_033767199.1
SPAR_J01200	XP_033767200.1
SPAR_J01210	XP_033767201.1
SPAR_J01220	XP_033767202.1
SPAR_J01230	XP_033767203.1
SPAR_J01240	XP_033767204.1
SPAR_J01250	XP_033767205.1
SPAR_J01260	XP_033767206.1
SPAR_J01270	XP_033767207.1
SPAR_J01280	XP_033767208.1
SPAR_J01290	XP_033767209.1
SPAR_J01300	XP_033767210.1
SPAR_J01310	XP_033767211.1
SPAR_J01320	XP_033767212.1
SPAR_J01330	XP_033767213.1
SPAR_J01340	XP_033767214.1
SPAR_J01350	XP_033767215.1
SPAR_J01360	XP_033767216.1
SPAR_J01370	XP_033767217.1
SPAR_J01380	XP_033767218.1
SPAR_J01390	XP_033767219.1
SPAR_J01400	XP_033767220.1
SPAR_J01410	XP_033767221.1
SPAR_J01420	XP_033767222.1
SPAR_J01430	XP_033767223.1
SPAR_J01440	XP_033767224.1
SPAR_J01450	XP_033767225.1
SPAR_J01460	XP_033767226.1
SPAR_J01470	XP_033767227.1
SPAR_J01480	XP_033767228.1
SPAR_J01490	XP_033767229.1
SPAR_J01500	XP_033767230.1
SPAR_J01510	XP_033767231.1
SPAR_J01520	XP_033767232.1
SPAR_J01530	XP_033767233.1
SPAR_J01540	XP_033767234.1
SPAR_J01550	XP_033767235.1
SPAR_J01560	XP_033767236.1
SPAR_J01570	XP_033767237.1
SPAR_J01580	XP_033767238.1
SPAR_J01580	XP_033767238.1
SPAR_J01590	XP_033767239.1
SPAR_J01600	XP_033767240.1
SPAR_J01610	XP_033767241.1
SPAR_J01620	XP_033767242.1
SPAR_J01630	XP_033767243.1
SPAR_J01640	XP_033767244.1
SPAR_J01650	XP_033767245.1
SPAR_J01660	XP_033767246.1
SPAR_J01670	XP_033767247.1
SPAR_J01680	XP_033767248.1
SPAR_J01680	XP_033767248.1
SPAR_J01690	XP_033767249.1
SPAR_J01700	XP_033767250.1
SPAR_J01710	XP_033767251.1
SPAR_J01720	XP_033767252.1
SPAR_J01730	XP_033767253.1
SPAR_J01730	XP_033767253.1
SPAR_J01740	XP_033767254.1
SPAR_J01750	XP_033767255.1
SPAR_J01760	XP_033767256.1
SPAR_J01770	XP_033767257.1
SPAR_J01780	XP_033767258.1
SPAR_J01790	XP_033767259.1
SPAR_J01800	XP_033767260.1
SPAR_J01810	XP_033767261.1
SPAR_J01820	XP_033767262.1
SPAR_J01830	XP_033767263.1
SPAR_J01840	XP_033767264.1
SPAR_J01850	XP_033767265.1
SPAR_J01860	XP_033767266.1
SPAR_J01870	XP_033767267.1
SPAR_J01880	XP_033767268.1
SPAR_J01890	XP_033767269.1
SPAR_J01890	XP_033767269.1
SPAR_J01900	XP_033767270.1
SPAR_J01910	XP_033767271.1
SPAR_J01920	XP_033767272.1
SPAR_J01930	XP_033767273.1
SPAR_J01940	XP_033767274.1
SPAR_J01950	XP_033767275.1
SPAR_J01960	XP_033767276.1
SPAR_J01970	XP_033767277.1
SPAR_J01980	XP_033767278.1
SPAR_J01990	XP_033767279.1
SPAR_J02000	XP_033767280.1
SPAR_J02010	XP_033767281.1
SPAR_J02020	XP_033767282.1
SPAR_J02030	XP_033767283.1
SPAR_J02040	XP_033767284.1
SPAR_J02050	XP_033767285.1
SPAR_J02060	XP_033767286.1
SPAR_J02070	XP_033767287.1
SPAR_J02080	XP_033767288.1
SPAR_J02090	XP_033767289.1
SPAR_J02100	XP_033767290.1
SPAR_J02100	XP_033767290.1
SPAR_J02110	XP_033767291.1
SPAR_J02120	XP_033767292.1
SPAR_J02130	XP_033767293.1
SPAR_J02140	XP_033767294.1
SPAR_J02150	XP_033767295.1
SPAR_J02160	XP_033767296.1
SPAR_J02170	XP_033767297.1
SPAR_J02180	XP_033767298.1
SPAR_J02190	XP_033767299.1
SPAR_J02200	XP_033767300.1
SPAR_J02210	XP_033767301.1
SPAR_J02220	XP_033767302.1
SPAR_J02230	XP_033767303.1
SPAR_J02240	XP_033767304.1
SPAR_J02250	XP_033767305.1
SPAR_J02260	XP_033767306.1
SPAR_J02270	XP_033767307.1
SPAR_J02280	XP_033767308.1
SPAR_J02290	XP_033767309.1
SPAR_J02300	XP_033767310.1
SPAR_J02310	XP_033767311.1
SPAR_J02320	XP_033767312.1
SPAR_J02330	XP_033767313.1
SPAR_J02340	XP_033767314.1
SPAR_J02350	XP_033767315.1
SPAR_J02360	XP_033767316.1
SPAR_J02370	XP_033767317.1
SPAR_J02380	XP_033767318.1
SPAR_J02390	XP_033767319.1
SPAR_J02400	XP_033767320.1
SPAR_J02410	XP_033767321.1
SPAR_J02420	XP_033767322.1
SPAR_J02430	XP_033767323.1
SPAR_J02440	XP_033767324.1
SPAR_J02450	XP_033767325.1
SPAR_J02460	XP_033767326.1
SPAR_J02470	XP_033767327.1
SPAR_J02480	XP_033767328.1
SPAR_J02490	XP_033767329.1
SPAR_J02500	XP_033767330.1
SPAR_J02510	XP_033767331.1
SPAR_J02520	XP_033767332.1
SPAR_J02530	XP_033767333.1
SPAR_J02540	XP_033767334.1
SPAR_J02550	XP_033767335.1
SPAR_J02560	XP_033767336.1
SPAR_J02570	XP_033767337.1
SPAR_J02580	XP_033767338.1
SPAR_J02590	XP_033767339.1
SPAR_J02600	XP_033767340.1
SPAR_J02610	XP_033767341.1
SPAR_J02620	XP_033767342.1
SPAR_J02630	XP_033767343.1
SPAR_J02640	XP_033767344.1
SPAR_J02650	XP_033767345.1
SPAR_J02660	XP_033767346.1
SPAR_J02670	XP_033767347.1
SPAR_J02680	XP_033767348.1
SPAR_J02690	XP_033767349.1
SPAR_J02700	XP_033767350.1
SPAR_J02710	XP_033767351.1
SPAR_J02720	XP_033767352.1
SPAR_J02730	XP_033767353.1
SPAR_J02730	XP_033767353.1
SPAR_J02740	XP_033767354.1
SPAR_J02750	XP_033767355.1
SPAR_J02760	XP_033767356.1
SPAR_J02770	XP_033767357.1
SPAR_J02780	XP_033767358.1
SPAR_J02790	XP_033767359.1
SPAR_J02800	XP_033767360.1
SPAR_J02810	XP_033767361.1
SPAR_J02820	XP_033767362.1
SPAR_J02830	XP_033767363.1
SPAR_J02840	XP_033767364.1
SPAR_J02850	XP_033767365.1
SPAR_J02860	XP_033767366.1
SPAR_J02870	XP_033767367.1
SPAR_J02880	XP_033767368.1
SPAR_J02890	XP_033767369.1
SPAR_J02900	XP_033767370.1
SPAR_J02910	XP_033767371.1
SPAR_J02920	XP_033767372.1
SPAR_J02930	XP_033767373.1
SPAR_J02940	XP_033767374.1
SPAR_J02950	XP_033767375.1
SPAR_J02960	XP_033767376.1
SPAR_J02970	XP_033767377.1
SPAR_J02980	XP_033767378.1
SPAR_J02990	XP_033767379.1
SPAR_J03000	XP_033767380.1
SPAR_J03010	XP_033767381.1
SPAR_J03020	XP_033767382.1
SPAR_J03030	XP_033767383.1
SPAR_J03040	XP_033767384.1
SPAR_J03050	XP_033767385.1
