NCAS_0A00100	XP_003672961.1
NCAS_0B06360	XP_003675091.1
NCAS_0B06370	XP_003675092.1
NCAS_0B06380	XP_003675093.1
NCAS_0B06390	XP_003675094.1
NCAS_0B06400	XP_003675095.1
NCAS_0B06410	XP_003675096.1
NCAS_0B06420	XP_003675097.1
NCAS_0B06430	XP_003675098.1
NCAS_0B06440	XP_003675099.1
NCAS_0B06450	XP_003675100.1
NCAS_0B06460	XP_003675101.1
NCAS_0B06470	XP_003675102.1
NCAS_0B06480	XP_003675103.1
NCAS_0B06490	XP_003675104.1
NCAS_0B06500	XP_003675105.1
NCAS_0B06510	XP_003675106.1
NCAS_0B06520	XP_003675107.1
NCAS_0B06530	XP_003675108.1
NCAS_0B06540	XP_003675109.1
NCAS_0B06550	XP_003675110.1
NCAS_0B06560	XP_003675111.1
NCAS_0B06570	XP_003675112.1
NCAS_0B06580	XP_003675113.1
NCAS_0B06590	XP_003675114.1
NCAS_0B06600	XP_003675115.1
NCAS_0B06610	XP_003675116.1
NCAS_0B06620	XP_003675117.1
NCAS_0B06630	XP_003675118.1
NCAS_0B06640	XP_003675119.1
NCAS_0B06650	XP_003675120.1
NCAS_0B06660	XP_003675121.1
NCAS_0B06670	XP_003675122.1
NCAS_0B06680	XP_003675123.1
NCAS_0B06690	XP_003675124.1
NCAS_0B06700	XP_003675125.1
NCAS_0B06710	XP_003675126.1
NCAS_0B06720	XP_003675127.1
NCAS_0B06730	XP_003675128.1
NCAS_0B06740	XP_003675129.1
NCAS_0B06750	XP_003675130.1
NCAS_0B06760	XP_003675131.1
NCAS_0B06770	XP_003675132.1
NCAS_0B06780	XP_003675133.1
NCAS_0B06780	XP_003675133.1
NCAS_0B06790	XP_003675134.1
NCAS_0B06800	XP_003675135.1
NCAS_0B06810	XP_003675136.1
NCAS_0B06820	XP_003675137.1
NCAS_0B06830	XP_003675138.1
NCAS_0B06840	XP_003675139.1
NCAS_0B06850	XP_003675140.1
NCAS_0B06860	XP_003675141.1
NCAS_0B06870	XP_003675142.1
NCAS_0B06880	XP_003675143.1
NCAS_0B06890	XP_003675144.1
NCAS_0B06900	XP_003675145.1
NCAS_0B06910	XP_003675146.1
NCAS_0B06920	XP_003675147.1
NCAS_0B06930	XP_003675148.1
NCAS_0B06940	XP_003675149.1
NCAS_0B06950	XP_003675150.1
NCAS_0B06960	XP_003675151.1
NCAS_0B06970	XP_003675152.1
NCAS_0B06980	XP_003675153.1
NCAS_0B06990	XP_003675154.1
NCAS_0B07000	XP_003675155.1
NCAS_0B07010	XP_003675156.1
NCAS_0B07020	XP_003675157.1
NCAS_0B07030	XP_003675158.1
NCAS_0B07040	XP_003675159.1
NCAS_0B07050	XP_003675160.1
NCAS_0B07060	XP_003675161.1
NCAS_0B07060	XP_003675161.1
NCAS_0B07070	XP_003675162.1
NCAS_0B07080	XP_003675163.1
NCAS_0B07090	XP_003675164.1
NCAS_0B07100	XP_003675165.1
NCAS_0B07110	XP_003675166.1
NCAS_0B07120	XP_003675167.1
NCAS_0B07130	XP_003675168.1
NCAS_0B07140	XP_003675169.1
NCAS_0B07150	XP_003675170.1
NCAS_0B07160	XP_003675171.1
NCAS_0B07170	XP_003675172.1
NCAS_0B07180	XP_003675173.1
NCAS_0B07190	XP_003675174.1
NCAS_0B07200	XP_003675175.1
NCAS_0B07210	XP_003675176.1
NCAS_0B07220	XP_003675177.1
NCAS_0B07230	XP_003675178.1
NCAS_0B07240	XP_003675179.1
NCAS_0B07250	XP_003675180.1
NCAS_0B07250	XP_003675180.1
NCAS_0B07260	XP_003675181.1
NCAS_0B07270	XP_003675182.1
NCAS_0B07280	XP_003675183.1
NCAS_0B07290	XP_003675184.1
NCAS_0B07300	XP_003675185.1
NCAS_0B07310	XP_003675186.1
NCAS_0B07320	XP_003675187.1
NCAS_0B07330	XP_003675188.1
NCAS_0B07340	XP_003675189.1
NCAS_0B07350	XP_003675190.1
NCAS_0B07360	XP_003675191.1
NCAS_0B07370	XP_003675192.1
NCAS_0B07380	XP_003675193.1
NCAS_0B07390	XP_003675194.1
NCAS_0B07400	XP_003675195.1
NCAS_0B07410	XP_003675196.1
NCAS_0B07420	XP_003675197.1
NCAS_0B07430	XP_003675198.1
NCAS_0B07440	XP_003675199.1
NCAS_0B07450	XP_003675200.1
NCAS_0B07460	XP_003675201.1
NCAS_0B07470	XP_003675202.1
NCAS_0B07480	XP_003675203.1
NCAS_0B07490	XP_003675204.1
NCAS_0B07500	XP_003675205.1
NCAS_0B07510	XP_003675206.1
NCAS_0B07520	XP_003675207.1
NCAS_0B07530	XP_003675208.1
NCAS_0B07540	XP_003675209.1
NCAS_0B07550	XP_003675210.1
NCAS_0B07560	XP_003675211.1
NCAS_0B07560	XP_003675211.1
NCAS_0B07570	XP_003675212.1
NCAS_0B07580	XP_003675213.1
NCAS_0B07590	XP_003675214.1
NCAS_0B07600	XP_003675215.1
NCAS_0B07610	XP_003675216.1
NCAS_0B07620	XP_003675217.1
NCAS_0B07630	XP_003675218.1
NCAS_0B07640	XP_003675219.1
NCAS_0B07650	XP_003675220.1
NCAS_0B07660	XP_003675221.1
NCAS_0B07670	XP_003675222.1
NCAS_0B07680	XP_003675223.1
NCAS_0B07690	XP_003675224.1
NCAS_0B07700	XP_003675225.1
NCAS_0B07710	XP_003675226.1
NCAS_0B07720	XP_003675227.1
NCAS_0B07730	XP_003675228.1
NCAS_0B07740	XP_003675229.1
NCAS_0B07750	XP_003675230.1
NCAS_0B07760	XP_003675231.1
NCAS_0B07770	XP_003675232.1
NCAS_0B07780	XP_003675233.1
NCAS_0B07790	XP_003675234.1
NCAS_0B07800	XP_003675235.1
NCAS_0B07810	XP_003675236.1
NCAS_0B07820	XP_003675237.1
NCAS_0B07830	XP_003675238.1
NCAS_0B07840	XP_003675239.1
NCAS_0B07850	XP_003675240.1
NCAS_0B07860	XP_003675241.1
NCAS_0B07870	XP_003675242.1
NCAS_0B07880	XP_003675243.1
NCAS_0B07890	XP_003675244.1
NCAS_0B07900	XP_003675245.1
NCAS_0B07910	XP_003675246.1
NCAS_0B07920	XP_003675247.1
NCAS_0B07930	XP_003675248.1
NCAS_0B07940	XP_003675249.1
NCAS_0B07950	XP_003675250.1
NCAS_0B07960	XP_003675251.1
NCAS_0B07970	XP_003675252.1
NCAS_0B07980	XP_003675253.1
NCAS_0B07990	XP_003675254.1
NCAS_0B08000	XP_003675255.1
NCAS_0B08010	XP_003675256.1
NCAS_0B08020	XP_003675257.1
NCAS_0B08030	XP_003675258.1
NCAS_0B08040	XP_003675259.1
NCAS_0B08050	XP_003675260.1
NCAS_0B08060	XP_003675261.1
NCAS_0B08070	XP_003675262.1
NCAS_0B08080	XP_003675263.1
NCAS_0B08090	XP_003675264.1
NCAS_0B08100	XP_003675265.1
NCAS_0B08110	XP_003675266.1
NCAS_0B08110	XP_003675266.1
NCAS_0B08120	XP_003675267.1
NCAS_0B08130	XP_003675268.1
NCAS_0B08140	XP_003675269.1
NCAS_0B08150	XP_003675270.1
NCAS_0B08160	XP_003675271.1
NCAS_0B08170	XP_003675272.1
NCAS_0B08180	XP_003675273.1
NCAS_0B08190	XP_003675274.1
NCAS_0B08200	XP_003675275.1
NCAS_0B08210	XP_003675276.1
NCAS_0B08220	XP_003675277.1
NCAS_0B08230	XP_003675278.1
NCAS_0B08240	XP_003675279.1
NCAS_0B08250	XP_003675280.1
NCAS_0B08260	XP_003675281.1
NCAS_0B08270	XP_003675282.1
NCAS_0B08280	XP_003675283.1
NCAS_0B08290	XP_003675284.1
NCAS_0B08300	XP_003675285.1
NCAS_0B08310	XP_003675286.1
NCAS_0B08320	XP_003675287.1
NCAS_0B08330	XP_003675288.1
NCAS_0B08340	XP_003675289.1
NCAS_0B08350	XP_003675290.1
NCAS_0B08360	XP_003675291.1
NCAS_0B08370	XP_003675292.1
NCAS_0B08380	XP_003675293.1
NCAS_0B08390	XP_003675294.1
NCAS_0B08400	XP_003675295.1
NCAS_0B08410	XP_003675296.1
NCAS_0B08410	XP_003675296.1
NCAS_0B08420	XP_003675297.1
NCAS_0B08430	XP_003675298.1
NCAS_0B08440	XP_003675299.1
NCAS_0B08440	XP_003675299.1
NCAS_0B08450	XP_003675300.1
NCAS_0B08460	XP_003675301.1
NCAS_0B08460	XP_003675301.1
NCAS_0B08470	XP_003675302.1
NCAS_0B08470	XP_003675302.1
NCAS_0B08480	XP_003675303.1
NCAS_0B08490	XP_003675304.1
NCAS_0B08500	XP_003675305.1
NCAS_0B08510	XP_003675306.1
NCAS_0B08520	XP_003675307.1
NCAS_0B08530	XP_003675308.1
NCAS_0B08540	XP_003675309.1
NCAS_0B08550	XP_003675310.1
NCAS_0B08560	XP_003675311.1
NCAS_0B08560	XP_003675311.1
NCAS_0B08560	XP_003675311.1
NCAS_0B08580	XP_003675312.1
NCAS_0B08590	XP_003675313.1
NCAS_0B08600	XP_003675314.1
NCAS_0B08610	XP_003675315.1
NCAS_0B08620	XP_003675316.1
NCAS_0B08630	XP_003675317.1
NCAS_0B08640	XP_003675318.1
NCAS_0B08650	XP_003675319.1
NCAS_0B08660	XP_003675320.1
NCAS_0B08670	XP_003675321.1
NCAS_0B08680	XP_003675322.1
NCAS_0B08680	XP_003675322.1
NCAS_0B08690	XP_003675323.1
NCAS_0B08700	XP_003675324.1
NCAS_0B08710	XP_003675325.1
NCAS_0B08720	XP_003675326.1
NCAS_0B08730	XP_003675327.1
NCAS_0B08740	XP_003675328.1
NCAS_0B08750	XP_003675329.1
NCAS_0B08760	XP_003675330.1
NCAS_0B08770	XP_003675331.1
NCAS_0B08780	XP_003675332.1
NCAS_0B08790	XP_003675333.1
NCAS_0B08800	XP_003675334.1
NCAS_0B08810	XP_003675335.1
NCAS_0B08820	XP_003675336.1
NCAS_0B08830	XP_003675337.1
NCAS_0B08840	XP_003675338.1
NCAS_0B08850	XP_003675339.1
NCAS_0B08860	XP_003675340.1
NCAS_0B08870	XP_003675341.1
NCAS_0B08880	XP_003675342.1
NCAS_0B08890	XP_003675343.1
NCAS_0B08900	XP_003675344.1
NCAS_0B08910	XP_003675345.1
NCAS_0B08920	XP_003675346.1
NCAS_0B08930	XP_003675347.1
NCAS_0B08940	XP_003675348.1
NCAS_0B08950	XP_003675349.1
NCAS_0B08960	XP_003675350.1
NCAS_0B08970	XP_003675351.1
NCAS_0B08980	XP_003675352.1
NCAS_0B08990	XP_003675353.1
NCAS_0B09000	XP_003675354.1
NCAS_0B09010	XP_003675355.1
NCAS_0B09020	XP_003675356.1
NCAS_0B09030	XP_003675357.1
NCAS_0B09040	XP_003675358.1
NCAS_0B09050	XP_003675359.1
NCAS_0B09070	XP_003675360.1
NCAS_0B09080	XP_003675361.1
NCAS_0B09090	XP_003675362.1
NCAS_0B09100	XP_003675363.1
NCAS_0B09110	XP_003675364.1
NCAS_0B09120	XP_003675365.1
NCAS_0B09130	XP_003675366.1
NCAS_0B09140	XP_003675367.1
NCAS_0B09150	XP_003675368.1
NCAS_0C00100	XP_003675369.1
NCAS_0C00110	XP_003675370.1
NCAS_0C00120	XP_003675371.1
NCAS_0C00130	XP_003675372.1
NCAS_0C00140	XP_003675373.1
NCAS_0C00150	XP_003675374.1
NCAS_0C00160	XP_003675375.1
NCAS_0C00170	XP_003675376.1
NCAS_0C00170	XP_003675376.1
NCAS_0C00180	XP_003675377.1
NCAS_0C00190	XP_003675378.1
NCAS_0C00200	XP_003675379.1
NCAS_0C00210	XP_003675380.1
NCAS_0C00220	XP_003675381.1
NCAS_0C00230	XP_003675382.1
NCAS_0C00240	XP_003675383.1
NCAS_0C00250	XP_003675384.1
NCAS_0C00260	XP_003675385.1
NCAS_0C00260	XP_003675385.1
NCAS_0C00270	XP_003675386.1
NCAS_0C00280	XP_003675387.1
NCAS_0C00290	XP_003675388.1
NCAS_0C00300	XP_003675389.1
NCAS_0C00310	XP_003675390.1
NCAS_0C00320	XP_003675391.1
NCAS_0C00330	XP_003675392.1
NCAS_0C00340	XP_003675393.1
NCAS_0C00350	XP_003675394.1
NCAS_0C00360	XP_003675395.1
NCAS_0C00370	XP_003675396.1
NCAS_0C00380	XP_003675397.1
NCAS_0C00390	XP_003675398.1
NCAS_0C00400	XP_003675399.1
NCAS_0C00410	XP_003675400.1
NCAS_0C00420	XP_003675401.1
NCAS_0C00430	XP_003675402.1
NCAS_0C00440	XP_003675403.1
NCAS_0C00450	XP_003675404.1
NCAS_0C00460	XP_003675405.1
NCAS_0C00470	XP_003675406.1
NCAS_0C00480	XP_003675407.1
NCAS_0C00490	XP_003675408.1
NCAS_0C00500	XP_003675409.1
NCAS_0C00510	XP_003675410.1
NCAS_0C00520	XP_003675411.1
NCAS_0C00530	XP_003675412.1
NCAS_0C00530	XP_003675412.1
NCAS_0C00540	XP_003675413.1
NCAS_0C00550	XP_003675414.1
NCAS_0C00560	XP_003675415.1
NCAS_0C00570	XP_003675416.1
NCAS_0C00580	XP_003675417.1
NCAS_0C00590	XP_003675418.1
NCAS_0C00600	XP_003675419.1
NCAS_0C00610	XP_003675420.1
NCAS_0C00620	XP_003675421.1
NCAS_0C00630	XP_003675422.1
NCAS_0C00640	XP_003675423.1
NCAS_0C00650	XP_003675424.1
NCAS_0C00660	XP_003675425.1
NCAS_0C00670	XP_003675426.1
NCAS_0C00680	XP_003675427.1
NCAS_0C00690	XP_003675428.1
NCAS_0C00700	XP_003675429.1
NCAS_0C00710	XP_003675430.1
NCAS_0C00720	XP_003675431.1
NCAS_0C00740	XP_003675432.1
NCAS_0C00750	XP_003675433.1
NCAS_0C00760	XP_003675434.1
NCAS_0C00770	XP_003675435.1
NCAS_0C00780	XP_003675436.1
NCAS_0C00790	XP_003675437.1
NCAS_0C00800	XP_003675438.1
NCAS_0C00820	XP_003675439.1
NCAS_0C00830	XP_003675440.1
NCAS_0C00840	XP_003675441.1
NCAS_0C00850	XP_003675442.1
NCAS_0C00860	XP_003675443.1
NCAS_0C00870	XP_003675444.1
NCAS_0C00880	XP_003675445.1
NCAS_0C00890	XP_003675446.1
NCAS_0C00890	XP_003675446.1
NCAS_0C00900	XP_003675447.1
NCAS_0C00910	XP_003675448.1
NCAS_0C00920	XP_003675449.1
NCAS_0C00930	XP_003675450.1
NCAS_0C00940	XP_003675451.1
NCAS_0C00950	XP_003675452.1
NCAS_0C00960	XP_003675453.1
NCAS_0C00970	XP_003675454.1
NCAS_0C00980	XP_003675455.1
NCAS_0C00990	XP_003675456.1
NCAS_0C01000	XP_003675457.1
NCAS_0C01010	XP_003675458.1
NCAS_0C01020	XP_003675459.1
NCAS_0C01030	XP_003675460.1
NCAS_0C01040	XP_003675461.1
NCAS_0C01050	XP_003675462.1
NCAS_0C01060	XP_003675463.1
NCAS_0C01070	XP_003675464.1
NCAS_0C01080	XP_003675465.1
NCAS_0C01090	XP_003675466.1
NCAS_0C01100	XP_003675467.1
NCAS_0C01110	XP_003675468.1
NCAS_0C01120	XP_003675469.1
NCAS_0C01130	XP_003675470.1
NCAS_0C01140	XP_003675471.1
NCAS_0C01150	XP_003675472.1
NCAS_0C01160	XP_003675473.1
NCAS_0C01170	XP_003675474.1
NCAS_0C01180	XP_003675475.1
NCAS_0C01190	XP_003675476.1
NCAS_0C01200	XP_003675477.1
NCAS_0C01210	XP_003675478.1
NCAS_0C01220	XP_003675479.1
NCAS_0C01230	XP_003675480.1
NCAS_0C01240	XP_003675481.1
NCAS_0C01250	XP_003675482.1
NCAS_0C01260	XP_003675483.1
NCAS_0C01270	XP_003675484.1
NCAS_0C01280	XP_003675485.1
NCAS_0C01290	XP_003675486.1
NCAS_0C01300	XP_003675487.1
NCAS_0C01310	XP_003675488.1
NCAS_0C01320	XP_003675489.1
NCAS_0C01330	XP_003675490.1
NCAS_0C01340	XP_003675491.1
NCAS_0C01350	XP_003675492.1
NCAS_0C01360	XP_003675493.1
NCAS_0C01370	XP_003675494.1
NCAS_0C01380	XP_003675495.1
NCAS_0C01390	XP_003675496.1
NCAS_0C01400	XP_003675497.1
NCAS_0C01410	XP_003675498.1
NCAS_0C01420	XP_003675499.1
NCAS_0C01430	XP_003675500.1
NCAS_0C01440	XP_003675501.1
NCAS_0C01450	XP_003675502.1
NCAS_0C01460	XP_003675503.1
NCAS_0C01470	XP_003675504.1
NCAS_0C01480	XP_003675505.1
NCAS_0C01480	XP_003675505.1
NCAS_0C01490	XP_003675506.1
NCAS_0C01500	XP_003675507.1
NCAS_0C01510	XP_003675508.1
NCAS_0C01520	XP_003675509.1
NCAS_0C01530	XP_003675510.1
NCAS_0C01540	XP_003675511.1
NCAS_0C01550	XP_003675512.1
NCAS_0C01560	XP_003675513.1
NCAS_0C01570	XP_003675514.1
NCAS_0C01580	XP_003675515.1
NCAS_0C01590	XP_003675516.1
NCAS_0C01600	XP_003675517.1
NCAS_0C01600	XP_003675517.1
NCAS_0C01610	XP_003675518.1
NCAS_0C01620	XP_003675519.1
NCAS_0C01630	XP_003675520.1
NCAS_0C01640	XP_003675521.1
NCAS_0C01650	XP_003675522.1
NCAS_0C01660	XP_003675523.1
NCAS_0C01680	XP_003675524.1
NCAS_0C01690	XP_003675525.1
NCAS_0C01700	XP_003675526.1
NCAS_0C01710	XP_003675527.1
NCAS_0C01720	XP_003675528.1
NCAS_0C01730	XP_003675529.1
NCAS_0C01740	XP_003675530.1
NCAS_0C01750	XP_003675531.1
NCAS_0C01760	XP_003675532.1
NCAS_0C01770	XP_003675533.1
NCAS_0C01780	XP_003675534.1
NCAS_0C01790	XP_003675535.1
NCAS_0C01800	XP_003675536.1
NCAS_0C01810	XP_003675537.1
NCAS_0C01820	XP_003675538.1
NCAS_0C01830	XP_003675539.1
NCAS_0C01840	XP_003675540.1
NCAS_0C01850	XP_003675541.1
NCAS_0C01860	XP_003675542.1
NCAS_0C01870	XP_003675543.1
NCAS_0C01880	XP_003675544.1
NCAS_0C01890	XP_003675545.1
NCAS_0C01900	XP_003675546.1
NCAS_0C01910	XP_003675547.1
NCAS_0C01920	XP_003675548.1
NCAS_0C01930	XP_003675549.1
NCAS_0C01940	XP_003675550.1
NCAS_0C01950	XP_003675551.1
NCAS_0C01960	XP_003675552.1
NCAS_0C01970	XP_003675553.1
NCAS_0C01970	XP_003675553.1
NCAS_0C01980	XP_003675554.1
NCAS_0C01990	XP_003675555.1
NCAS_0C02000	XP_003675556.1
NCAS_0C02010	XP_003675557.1
NCAS_0C02020	XP_003675558.1
NCAS_0C02020	XP_003675558.1
NCAS_0C02030	XP_003675559.1
NCAS_0C02040	XP_003675560.1
NCAS_0C02040	XP_003675560.1
NCAS_0C02050	XP_003675561.1
NCAS_0C02050	XP_003675561.1
NCAS_0C02060	XP_003675562.1
NCAS_0C02070	XP_003675563.1
NCAS_0C02080	XP_003675564.1
NCAS_0C02090	XP_003675565.1
NCAS_0C02100	XP_003675566.1
NCAS_0C02110	XP_003675567.1
NCAS_0C02120	XP_003675568.1
NCAS_0C02130	XP_003675569.1
NCAS_0C02140	XP_003675570.1
NCAS_0C02150	XP_003675571.1
NCAS_0C02160	XP_003675572.1
NCAS_0C02170	XP_003675573.1
NCAS_0C02180	XP_003675574.1
NCAS_0C02190	XP_003675575.1
NCAS_0C02200	XP_003675576.1
NCAS_0C02210	XP_003675577.1
NCAS_0C02220	XP_003675578.1
NCAS_0C02230	XP_003675579.1
NCAS_0C02240	XP_003675580.1
NCAS_0C02250	XP_003675581.1
NCAS_0C02260	XP_003675582.1
NCAS_0C02270	XP_003675583.1
NCAS_0C02280	XP_003675584.1
NCAS_0C02290	XP_003675585.1
NCAS_0C02300	XP_003675586.1
NCAS_0C02310	XP_003675587.1
NCAS_0C02310	XP_003675587.1
NCAS_0C02320	XP_003675588.1
NCAS_0C02330	XP_003675589.1
NCAS_0C02340	XP_003675590.1
NCAS_0C02350	XP_003675591.1
NCAS_0C02360	XP_003675592.1
NCAS_0C02370	XP_003675593.1
NCAS_0C02380	XP_003675594.1
NCAS_0C02390	XP_003675595.1
NCAS_0C02400	XP_003675596.1
NCAS_0C02410	XP_003675597.1
NCAS_0C02420	XP_003675598.1
NCAS_0C02430	XP_003675599.1
NCAS_0C02440	XP_003675600.1
NCAS_0C02450	XP_003675601.1
NCAS_0C02460	XP_003675602.1
NCAS_0C02470	XP_003675603.1
NCAS_0C02470	XP_003675603.1
NCAS_0C02480	XP_003675604.1
NCAS_0C02490	XP_003675605.1
NCAS_0C02500	XP_003675606.1
NCAS_0C02510	XP_003675607.1
NCAS_0C02520	XP_003675608.1
NCAS_0C02530	XP_003675609.1
NCAS_0C02540	XP_003675610.1
NCAS_0C02550	XP_003675611.1
NCAS_0C02560	XP_003675612.1
NCAS_0C02570	XP_003675613.1
NCAS_0C02580	XP_003675614.1
NCAS_0C02590	XP_003675615.1
NCAS_0C02600	XP_003675616.1
NCAS_0C02610	XP_003675617.1
NCAS_0C02620	XP_003675618.1
NCAS_0C02630	XP_003675619.1
NCAS_0C02640	XP_003675620.1
NCAS_0C02650	XP_003675621.1
NCAS_0C02660	XP_003675622.1
NCAS_0C02670	XP_003675623.1
NCAS_0C02680	XP_003675624.1
NCAS_0C02690	XP_003675625.1
NCAS_0C02700	XP_003675626.1
NCAS_0C02710	XP_003675627.1
NCAS_0C02720	XP_003675628.1
NCAS_0C02730	XP_003675629.1
NCAS_0C02740	XP_003675630.1
NCAS_0C02750	XP_003675631.1
NCAS_0C02760	XP_003675632.1
NCAS_0C02770	XP_003675633.1
NCAS_0C02780	XP_003675634.1
NCAS_0C02790	XP_003675635.1
NCAS_0C02800	XP_003675636.1
NCAS_0C02810	XP_003675637.1
NCAS_0C02820	XP_003675638.1
NCAS_0C02830	XP_003675639.1
NCAS_0C02840	XP_003675640.1
NCAS_0C02850	XP_003675641.1
NCAS_0C02860	XP_003675642.1
NCAS_0C02870	XP_003675643.1
NCAS_0C02880	XP_003675644.1
NCAS_0C02890	XP_003675645.1
NCAS_0C02900	XP_003675646.1
NCAS_0C02910	XP_003675647.1
NCAS_0C02920	XP_003675648.1
NCAS_0C02930	XP_003675649.1
NCAS_0C02940	XP_003675650.1
NCAS_0C02950	XP_003675651.1
NCAS_0C02960	XP_003675652.1
NCAS_0C02970	XP_003675653.1
NCAS_0C02980	XP_003675654.1
NCAS_0C02990	XP_003675655.1
NCAS_0C03000	XP_003675656.1
NCAS_0C03010	XP_003675657.1
NCAS_0C03020	XP_003675658.1
NCAS_0C03030	XP_003675659.1
NCAS_0C03040	XP_003675660.1
NCAS_0C03050	XP_003675661.1
NCAS_0C03060	XP_003675662.1
NCAS_0C03070	XP_003675663.1
NCAS_0C03080	XP_003675664.1
NCAS_0C03090	XP_003675665.1
NCAS_0C03100	XP_003675666.1
NCAS_0C03110	XP_003675667.1
NCAS_0C03120	XP_003675668.1
NCAS_0C03130	XP_003675669.1
NCAS_0C03140	XP_003675670.1
NCAS_0C03160	XP_003675671.1
NCAS_0C03170	XP_003675672.1
NCAS_0C03180	XP_003675673.1
NCAS_0C03190	XP_003675674.1
NCAS_0C03200	XP_003675675.1
NCAS_0C03210	XP_003675676.1
NCAS_0C03220	XP_003675677.1
NCAS_0C03230	XP_003675678.1
NCAS_0C03240	XP_003675679.1
NCAS_0C03250	XP_003675680.1
NCAS_0C03260	XP_003675681.1
NCAS_0C03270	XP_003675682.1
NCAS_0C03280	XP_003675683.1
NCAS_0C03290	XP_003675684.1
NCAS_0C03300	XP_003675685.1
NCAS_0C03310	XP_003675686.1
NCAS_0C03320	XP_003675687.1
NCAS_0C03330	XP_003675688.1
NCAS_0C03340	XP_003675689.1
NCAS_0C03350	XP_003675690.1
NCAS_0C03360	XP_003675691.1
NCAS_0C03370	XP_003675692.1
NCAS_0C03380	XP_003675693.1
NCAS_0C03390	XP_003675694.1
NCAS_0C03400	XP_003675695.1
NCAS_0C03410	XP_003675696.1
NCAS_0C03420	XP_003675697.1
NCAS_0C03430	XP_003675698.1
NCAS_0C03440	XP_003675699.1
NCAS_0C03450	XP_003675700.1
NCAS_0C03460	XP_003675701.1
NCAS_0C03470	XP_003675702.1
NCAS_0C03480	XP_003675703.1
NCAS_0C03490	XP_003675704.1
NCAS_0C03500	XP_003675705.1
NCAS_0C03510	XP_003675706.1
NCAS_0C03520	XP_003675707.1
NCAS_0C03530	XP_003675708.1
NCAS_0C03540	XP_003675709.1
NCAS_0C03550	XP_003675710.1
NCAS_0C03550	XP_003675710.1
NCAS_0C03560	XP_003675711.1
NCAS_0C03570	XP_003675712.1
NCAS_0C03580	XP_003675713.1
NCAS_0C03590	XP_003675714.1
NCAS_0C03600	XP_003675715.1
NCAS_0C03610	XP_003675716.1
NCAS_0C03620	XP_003675717.1
NCAS_0C03630	XP_003675718.1
NCAS_0C03640	XP_003675719.1
NCAS_0C03650	XP_003675720.1
NCAS_0C03660	XP_003675721.1
NCAS_0C03670	XP_003675722.1
NCAS_0C03680	XP_003675723.1
NCAS_0C03690	XP_003675724.1
NCAS_0C03700	XP_003675725.1
NCAS_0C03700	XP_003675725.1
NCAS_0C03710	XP_003675726.1
NCAS_0C03720	XP_003675727.1
NCAS_0C03730	XP_003675728.1
NCAS_0C03730	XP_003675728.1
NCAS_0C03740	XP_003675729.1
NCAS_0C03740	XP_003675729.1
NCAS_0C03750	XP_003675730.1
NCAS_0C03760	XP_003675731.1
NCAS_0C03770	XP_003675732.1
NCAS_0C03780	XP_003675733.1
NCAS_0C03790	XP_003675734.1
NCAS_0C03800	XP_003675735.1
NCAS_0C03810	XP_003675736.1
NCAS_0C03820	XP_003675737.1
NCAS_0C03830	XP_003675738.1
NCAS_0C03840	XP_003675739.1
NCAS_0C03850	XP_003675740.1
NCAS_0C03860	XP_003675741.1
NCAS_0C03870	XP_003675742.1
NCAS_0C03880	XP_003675743.1
NCAS_0C03900	XP_003675744.1
NCAS_0C03910	XP_003675745.1
NCAS_0C03920	XP_003675746.1
NCAS_0C03930	XP_003675747.1
NCAS_0C03940	XP_003675748.1
NCAS_0C03950	XP_003675749.1
NCAS_0C03960	XP_003675750.1
NCAS_0C03970	XP_003675751.1
NCAS_0C03980	XP_003675752.1
NCAS_0C03990	XP_003675753.1
NCAS_0C04000	XP_003675754.1
NCAS_0C04010	XP_003675755.1
NCAS_0C04020	XP_003675756.1
NCAS_0C04030	XP_003675757.1
NCAS_0C04040	XP_003675758.1
NCAS_0C04050	XP_003675759.1
NCAS_0C04060	XP_003675760.1
NCAS_0C04070	XP_003675761.1
NCAS_0C04080	XP_003675762.1
NCAS_0C04090	XP_003675763.1
NCAS_0C04100	XP_003675764.1
NCAS_0C04110	XP_003675765.1
NCAS_0C04120	XP_003675766.1
NCAS_0C04130	XP_003675767.1
NCAS_0C04140	XP_003675768.1
NCAS_0C04150	XP_003675769.1
NCAS_0C04160	XP_003675770.1
NCAS_0C04170	XP_003675771.1
NCAS_0C04180	XP_003675772.1
NCAS_0C04190	XP_003675773.1
NCAS_0C04200	XP_003675774.1
NCAS_0C04210	XP_003675775.1
NCAS_0C04220	XP_003675776.1
NCAS_0C04230	XP_003675777.1
NCAS_0C04240	XP_003675778.1
NCAS_0C04250	XP_003675779.1
NCAS_0C04260	XP_003675780.1
NCAS_0C04270	XP_003675781.1
NCAS_0C04280	XP_003675782.1
NCAS_0C04290	XP_003675783.1
NCAS_0C04300	XP_003675784.1
NCAS_0C04310	XP_003675785.1
NCAS_0C04320	XP_003675786.1
NCAS_0C04330	XP_003675787.1
NCAS_0C04340	XP_003675788.1
NCAS_0C04350	XP_003675789.1
NCAS_0C04360	XP_003675790.1
NCAS_0C04370	XP_003675791.1
NCAS_0C04380	XP_003675792.1
NCAS_0C04390	XP_003675793.1
NCAS_0C04400	XP_003675794.1
NCAS_0C04410	XP_003675795.1
NCAS_0C04420	XP_003675796.1
NCAS_0C04430	XP_003675797.1
