KAFR_0A00100	XP_003954583.1
KAFR_0C05930	XP_003956719.1
KAFR_0C05940	XP_003956720.1
KAFR_0C05950	XP_003956721.1
KAFR_0C05960	XP_003956722.1
KAFR_0C05970	XP_003956723.1
KAFR_0C05980	XP_003956724.1
KAFR_0C05990	XP_003956725.1
KAFR_0C06000	XP_003956726.1
KAFR_0C06010	XP_003956727.1
KAFR_0C06020	XP_003956728.1
KAFR_0C06030	XP_003956729.1
KAFR_0C06040	XP_003956730.1
KAFR_0C06050	XP_003956731.1
KAFR_0C06060	XP_003956732.1
KAFR_0C06070	XP_003956733.1
KAFR_0C06080	XP_003956734.1
KAFR_0C06090	XP_003956735.1
KAFR_0C06100	XP_003956736.1
KAFR_0C06105	XP_003956737.1
KAFR_0C06110	XP_003956738.1
KAFR_0C06120	XP_003956739.1
KAFR_0C06130	XP_003956740.1
KAFR_0C06140	XP_003956741.1
KAFR_0C06150	XP_003956742.1
KAFR_0C06160	XP_003956743.1
KAFR_0C06170	XP_003956744.1
KAFR_0C06180	XP_003956745.1
KAFR_0C06190	XP_003956746.1
KAFR_0C06200	XP_003956747.1
KAFR_0C06210	XP_003956748.1
KAFR_0C06220	XP_003956749.1
KAFR_0C06230	XP_003956750.1
KAFR_0C06240	XP_003956751.1
KAFR_0C06250	XP_003956752.1
KAFR_0C06253	XP_003956753.1
KAFR_0C06256	XP_003956754.1
KAFR_0C06258	XP_003956755.1
KAFR_0C06260	XP_003956756.1
KAFR_0C06263	XP_003956757.1
KAFR_0C06275	XP_003956758.1
KAFR_0C06280	XP_003956759.1
KAFR_0C06290	XP_003956760.1
KAFR_0C06300	XP_003956761.1
KAFR_0C06310	XP_003956762.1
KAFR_0C06320	XP_003956763.1
KAFR_0C06330	XP_003956764.1
KAFR_0C06340	XP_003956765.1
KAFR_0C06350	XP_003956766.1
KAFR_0C06350	XP_003956766.1
KAFR_0C06360	XP_003956767.1
KAFR_0C06370	XP_003956768.1
KAFR_0C06380	XP_003956769.1
KAFR_0C06390	XP_003956770.1
KAFR_0C06400	XP_003956771.1
KAFR_0C06410	XP_003956772.1
KAFR_0C06420	XP_003956773.1
KAFR_0C06430	XP_003956774.1
KAFR_0C06440	XP_003956775.1
KAFR_0C06450	XP_003956776.1
KAFR_0C06460	XP_003956777.1
KAFR_0C06470	XP_003956778.1
KAFR_0C06480	XP_003956779.1
KAFR_0C06490	XP_003956780.1
KAFR_0C06500	XP_003956781.1
KAFR_0C06510	XP_003956782.1
KAFR_0C06520	XP_003956783.1
KAFR_0C06530	XP_003956784.1
KAFR_0C06540	XP_003956785.1
KAFR_0C06560	XP_003956786.1
KAFR_0C06570	XP_003956787.1
KAFR_0C06580	XP_003956788.1
KAFR_0C06590	XP_003956789.1
KAFR_0C06595	XP_003956790.1
KAFR_0D00100	XP_003956791.1
KAFR_0D00110	XP_003956792.1
KAFR_0D00120	XP_003956793.1
KAFR_0D00130	XP_003956794.1
KAFR_0D00140	XP_003956795.1
KAFR_0D00150	XP_003956796.1
KAFR_0D00160	XP_003956797.1
KAFR_0D00170	XP_003956798.1
KAFR_0D00180	XP_003956799.1
KAFR_0D00190	XP_003956800.1
KAFR_0D00200	XP_003956801.1
KAFR_0D00210	XP_003956802.1
KAFR_0D00220	XP_003956803.1
KAFR_0D00230	XP_003956804.1
KAFR_0D00240	XP_003956805.1
KAFR_0D00250	XP_003956806.1
KAFR_0D00255	XP_003956807.1
KAFR_0D00260	XP_003956808.1
KAFR_0D00270	XP_003956809.1
KAFR_0D00280	XP_003956810.1
KAFR_0D00290	XP_003956811.1
KAFR_0D00300	XP_003956812.1
KAFR_0D00310	XP_003956813.1
KAFR_0D00320	XP_003956814.1
KAFR_0D00330	XP_003956815.1
KAFR_0D00340	XP_003956816.1
KAFR_0D00350	XP_003956817.1
KAFR_0D00360	XP_003956818.1
KAFR_0D00370	XP_003956819.1
KAFR_0D00380	XP_003956820.1
KAFR_0D00390	XP_003956821.1
KAFR_0D00400	XP_003956822.1
KAFR_0D00410	XP_003956823.1
KAFR_0D00420	XP_003956824.1
KAFR_0D00430	XP_003956825.1
KAFR_0D00440	XP_003956826.1
KAFR_0D00450	XP_003956827.1
KAFR_0D00460	XP_003956828.1
KAFR_0D00470	XP_003956829.1
KAFR_0D00480	XP_003956830.1
KAFR_0D00490	XP_003956831.1
KAFR_0D00500	XP_003956832.1
KAFR_0D00510	XP_003956833.1
KAFR_0D00520	XP_003956834.1
KAFR_0D00530	XP_003956835.1
KAFR_0D00540	XP_003956836.1
KAFR_0D00550	XP_003956837.1
KAFR_0D00560	XP_003956838.1
KAFR_0D00570	XP_003956839.1
KAFR_0D00580	XP_003956840.1
KAFR_0D00590	XP_003956841.1
KAFR_0D00600	XP_003956842.1
KAFR_0D00600	XP_003956842.1
KAFR_0D00610	XP_003956843.1
KAFR_0D00620	XP_003956844.1
KAFR_0D00630	XP_003956845.1
KAFR_0D00640	XP_003956846.1
KAFR_0D00650	XP_003956847.1
KAFR_0D00660	XP_003956848.1
KAFR_0D00670	XP_003956849.1
KAFR_0D00680	XP_003956850.1
KAFR_0D00690	XP_003956851.1
KAFR_0D00700	XP_003956852.1
KAFR_0D00710	XP_003956853.1
KAFR_0D00720	XP_003956854.1
KAFR_0D00730	XP_003956855.1
KAFR_0D00740	XP_003956856.1
KAFR_0D00750	XP_003956857.1
KAFR_0D00760	XP_003956858.1
KAFR_0D00770	XP_003956859.1
KAFR_0D00780	XP_003956860.1
KAFR_0D00790	XP_003956861.1
KAFR_0D00800	XP_003956862.1
KAFR_0D00810	XP_003956863.1
KAFR_0D00820	XP_003956864.1
KAFR_0D00830	XP_003956865.1
KAFR_0D00840	XP_003956866.1
KAFR_0D00850	XP_003956867.1
KAFR_0D00860	XP_003956868.1
KAFR_0D00870	XP_003956869.1
KAFR_0D00880	XP_003956870.1
KAFR_0D00890	XP_003956871.1
KAFR_0D00900	XP_003956872.1
KAFR_0D00910	XP_003956873.1
KAFR_0D00920	XP_003956874.1
KAFR_0D00930	XP_003956875.1
KAFR_0D00940	XP_003956876.1
KAFR_0D00940	XP_003956876.1
KAFR_0D00950	XP_003956877.1
KAFR_0D00960	XP_003956878.1
KAFR_0D00970	XP_003956879.1
KAFR_0D00980	XP_003956880.1
KAFR_0D00980	XP_003956880.1
KAFR_0D00990	XP_003956881.1
KAFR_0D01000	XP_003956882.1
KAFR_0D01010	XP_003956883.1
KAFR_0D01020	XP_003956884.1
KAFR_0D01030	XP_003956885.1
KAFR_0D01030	XP_003956885.1
KAFR_0D01050	XP_003956886.1
KAFR_0D01060	XP_003956887.1
KAFR_0D01070	XP_003956888.1
KAFR_0D01080	XP_003956889.1
KAFR_0D01090	XP_003956890.1
KAFR_0D01100	XP_003956891.1
KAFR_0D01110	XP_003956892.1
KAFR_0D01120	XP_003956893.1
KAFR_0D01130	XP_003956894.1
KAFR_0D01140	XP_003956895.1
KAFR_0D01150	XP_003956896.1
KAFR_0D01160	XP_003956897.1
KAFR_0D01170	XP_003956898.1
KAFR_0D01180	XP_003956899.1
KAFR_0D01190	XP_003956900.1
KAFR_0D01200	XP_003956901.1
KAFR_0D01210	XP_003956902.1
KAFR_0D01210	XP_003956902.1
KAFR_0D01220	XP_003956903.1
KAFR_0D01230	XP_003956904.1
KAFR_0D01240	XP_003956905.1
KAFR_0D01250	XP_003956906.1
KAFR_0D01260	XP_003956907.1
KAFR_0D01270	XP_003956908.1
KAFR_0D01280	XP_003956909.1
KAFR_0D01290	XP_003956910.1
KAFR_0D01300	XP_003956911.1
KAFR_0D01310	XP_003956912.1
KAFR_0D01320	XP_003956913.1
KAFR_0D01330	XP_003956914.1
KAFR_0D01340	XP_003956915.1
KAFR_0D01350	XP_003956916.1
KAFR_0D01360	XP_003956917.1
KAFR_0D01370	XP_003956918.1
KAFR_0D01380	XP_003956919.1
KAFR_0D01390	XP_003956920.1
KAFR_0D01400	XP_003956921.1
KAFR_0D01410	XP_003956922.1
KAFR_0D01420	XP_003956923.1
KAFR_0D01430	XP_003956924.1
KAFR_0D01440	XP_003956925.1
KAFR_0D01450	XP_003956926.1
KAFR_0D01460	XP_003956927.1
KAFR_0D01470	XP_003956928.1
KAFR_0D01480	XP_003956929.1
KAFR_0D01490	XP_003956930.1
KAFR_0D01510	XP_003956932.1
KAFR_0D01520	XP_003956933.1
KAFR_0D01530	XP_003956934.1
KAFR_0D01540	XP_003956935.1
KAFR_0D01550	XP_003956936.1
KAFR_0D01560	XP_003956937.1
KAFR_0D01570	XP_003956938.1
KAFR_0D01580	XP_003956939.1
KAFR_0D01590	XP_003956940.1
KAFR_0D01600	XP_003956941.1
KAFR_0D01610	XP_003956942.1
KAFR_0D01620	XP_003956943.1
KAFR_0D01630	XP_003956944.1
KAFR_0D01640	XP_003956945.1
KAFR_0D01650	XP_003956946.1
KAFR_0D01660	XP_003956947.1
KAFR_0D01665	XP_003956948.1
KAFR_0D01670	XP_003956949.1
KAFR_0D01680	XP_003956950.1
KAFR_0D01690	XP_003956951.1
KAFR_0D01700	XP_003956952.1
KAFR_0D01710	XP_003956953.1
KAFR_0D01720	XP_003956954.1
KAFR_0D01730	XP_003956955.1
KAFR_0D01740	XP_003956956.1
KAFR_0D01750	XP_003956957.1
KAFR_0D01760	XP_003956958.1
KAFR_0D01770	XP_003956959.1
KAFR_0D01780	XP_003956960.1
KAFR_0D01780	XP_003956960.1
KAFR_0D01790	XP_003956961.1
KAFR_0D01800	XP_003956962.1
KAFR_0D01810	XP_003956963.1
KAFR_0D01820	XP_003956964.1
KAFR_0D01830	XP_003956965.1
KAFR_0D01840	XP_003956966.1
KAFR_0D01850	XP_003956967.1
KAFR_0D01860	XP_003956968.1
KAFR_0D01870	XP_003956969.1
KAFR_0D01880	XP_003956970.1
KAFR_0D01890	XP_003956971.1
KAFR_0D01900	XP_003956972.1
KAFR_0D01910	XP_003956973.1
KAFR_0D01920	XP_003956974.1
KAFR_0D01930	XP_003956975.1
KAFR_0D01940	XP_003956976.1
KAFR_0D01950	XP_003956977.1
KAFR_0D01960	XP_003956978.1
KAFR_0D01970	XP_003956979.1
KAFR_0D01980	XP_003956980.1
KAFR_0D01990	XP_003956981.1
KAFR_0D02000	XP_003956982.1
KAFR_0D02010	XP_003956983.1
KAFR_0D02020	XP_003956984.1
KAFR_0D02030	XP_003956985.1
KAFR_0D02040	XP_003956986.1
KAFR_0D02040	XP_003956986.1
KAFR_0D02050	XP_003956987.1
KAFR_0D02060	XP_003956988.1
KAFR_0D02070	XP_003956989.1
KAFR_0D02080	XP_003956990.1
KAFR_0D02080	XP_003956990.1
KAFR_0D02090	XP_003956991.1
KAFR_0D02100	XP_003956992.1
KAFR_0D02110	XP_003956993.1
KAFR_0D02120	XP_003956994.1
KAFR_0D02130	XP_003956995.1
KAFR_0D02140	XP_003956996.1
KAFR_0D02150	XP_003956997.1
KAFR_0D02150	XP_003956997.1
KAFR_0D02160	XP_003956998.1
KAFR_0D02170	XP_003956999.1
KAFR_0D02180	XP_003957000.1
KAFR_0D02190	XP_003957001.1
KAFR_0D02200	XP_003957002.1
KAFR_0D02210	XP_003957003.1
KAFR_0D02220	XP_003957004.1
KAFR_0D02230	XP_003957005.1
KAFR_0D02230	XP_003957005.1
KAFR_0D02240	XP_003957006.1
KAFR_0D02250	XP_003957007.1
KAFR_0D02260	XP_003957008.1
KAFR_0D02270	XP_003957009.1
KAFR_0D02280	XP_003957010.1
KAFR_0D02290	XP_003957011.1
KAFR_0D02300	XP_003957012.1
KAFR_0D02310	XP_003957013.1
KAFR_0D02320	XP_003957014.1
KAFR_0D02330	XP_003957015.1
KAFR_0D02340	XP_003957016.1
KAFR_0D02350	XP_003957017.1
KAFR_0D02360	XP_003957018.1
KAFR_0D02370	XP_003957019.1
KAFR_0D02380	XP_003957020.1
KAFR_0D02390	XP_003957021.1
KAFR_0D02400	XP_003957022.1
KAFR_0D02410	XP_003957023.1
KAFR_0D02420	XP_003957024.1
KAFR_0D02430	XP_003957025.1
KAFR_0D02440	XP_003957026.1
KAFR_0D02450	XP_003957027.1
KAFR_0D02460	XP_003957028.1
KAFR_0D02470	XP_003957029.1
KAFR_0D02480	XP_003957030.1
KAFR_0D02490	XP_003957031.1
KAFR_0D02500	XP_003957032.1
KAFR_0D02510	XP_003957033.1
KAFR_0D02520	XP_003957034.1
KAFR_0D02530	XP_003957035.1
KAFR_0D02540	XP_003957036.1
KAFR_0D02550	XP_003957037.1
KAFR_0D02560	XP_003957038.1
KAFR_0D02570	XP_003957039.1
KAFR_0D02580	XP_003957040.1
KAFR_0D02590	XP_003957041.1
KAFR_0D02600	XP_003957042.1
KAFR_0D02600	XP_003957042.1
KAFR_0D02610	XP_003957043.1
KAFR_0D02615	XP_003957044.1
KAFR_0D02620	XP_003957045.1
KAFR_0D02630	XP_003957046.1
KAFR_0D02640	XP_003957047.1
KAFR_0D02650	XP_003957048.1
KAFR_0D02650	XP_003957048.1
KAFR_0D02650	XP_003957048.1
KAFR_0D02660	XP_003957049.1
KAFR_0D02670	XP_003957050.1
KAFR_0D02680	XP_003957051.1
KAFR_0D02690	XP_003957052.1
KAFR_0D02700	XP_003957053.1
KAFR_0D02710	XP_003957054.1
KAFR_0D02720	XP_003957055.1
KAFR_0D02730	XP_003957056.1
KAFR_0D02740	XP_003957057.1
KAFR_0D02750	XP_003957058.1
KAFR_0D02760	XP_003957059.1
KAFR_0D02770	XP_003957060.1
KAFR_0D02780	XP_003957061.1
KAFR_0D02790	XP_003957062.1
KAFR_0D02800	XP_003957063.1
KAFR_0D02810	XP_003957064.1
KAFR_0D02820	XP_003957065.1
KAFR_0D02830	XP_003957066.1
KAFR_0D02840	XP_003957067.1
KAFR_0D02850	XP_003957068.1
KAFR_0D02860	XP_003957069.1
KAFR_0D02870	XP_003957070.1
KAFR_0D02880	XP_003957071.1
KAFR_0D02890	XP_003957072.1
KAFR_0D02900	XP_003957073.1
KAFR_0D02910	XP_003957074.1
KAFR_0D02920	XP_003957075.1
KAFR_0D02930	XP_003957076.1
KAFR_0D02940	XP_003957077.1
KAFR_0D02950	XP_003957078.1
KAFR_0D02960	XP_003957079.1
KAFR_0D02970	XP_003957080.1
KAFR_0D02980	XP_003957081.1
KAFR_0D02990	XP_003957082.1
KAFR_0D03000	XP_003957083.1
KAFR_0D03010	XP_003957084.1
KAFR_0D03020	XP_003957085.1
KAFR_0D03030	XP_003957086.1
KAFR_0D03040	XP_003957087.1
KAFR_0D03050	XP_003957088.1
KAFR_0D03060	XP_003957089.1
KAFR_0D03070	XP_003957090.1
KAFR_0D03080	XP_003957091.1
KAFR_0D03090	XP_003957092.1
KAFR_0D03100	XP_003957093.1
KAFR_0D03110	XP_003957094.1
KAFR_0D03120	XP_003957095.1
KAFR_0D03130	XP_003957096.1
KAFR_0D03140	XP_003957097.1
KAFR_0D03150	XP_003957098.1
KAFR_0D03160	XP_003957099.1
KAFR_0D03170	XP_003957100.1
KAFR_0D03180	XP_003957101.1
KAFR_0D03190	XP_003957102.1
KAFR_0D03200	XP_003957103.1
KAFR_0D03210	XP_003957104.1
KAFR_0D03220	XP_003957105.1
KAFR_0D03230	XP_003957106.1
KAFR_0D03240	XP_003957107.1
KAFR_0D03250	XP_003957108.1
KAFR_0D03260	XP_003957109.1
KAFR_0D03270	XP_003957110.1
KAFR_0D03280	XP_003957111.1
KAFR_0D03290	XP_003957112.1
KAFR_0D03300	XP_003957113.1
KAFR_0D03310	XP_003957114.1
KAFR_0D03320	XP_003957115.1
KAFR_0D03330	XP_003957116.1
KAFR_0D03330	XP_003957116.1
KAFR_0D03340	XP_003957117.1
KAFR_0D03340	XP_003957117.1
KAFR_0D03350	XP_003957118.1
KAFR_0D03360	XP_003957119.1
KAFR_0D03370	XP_003957120.1
KAFR_0D03380	XP_003957121.1
KAFR_0D03390	XP_003957122.1
KAFR_0D03400	XP_003957123.1
KAFR_0D03410	XP_003957124.1
KAFR_0D03420	XP_003957125.1
KAFR_0D03430	XP_003957126.1
KAFR_0D03440	XP_003957127.1
KAFR_0D03440	XP_003957127.1
KAFR_0D03450	XP_003957128.1
KAFR_0D03460	XP_003957129.1
KAFR_0D03470	XP_003957130.1
KAFR_0D03480	XP_003957131.1
KAFR_0D03490	XP_003957132.1
KAFR_0D03500	XP_003957133.1
KAFR_0D03500	XP_003957133.1
KAFR_0D03510	XP_003957134.1
KAFR_0D03520	XP_003957135.1
KAFR_0D03530	XP_003957136.1
KAFR_0D03540	XP_003957137.1
KAFR_0D03550	XP_003957138.1
KAFR_0D03560	XP_003957139.1
KAFR_0D03570	XP_003957140.1
KAFR_0D03580	XP_003957141.1
KAFR_0D03590	XP_003957142.1
KAFR_0D03600	XP_003957143.1
KAFR_0D03610	XP_003957144.1
KAFR_0D03620	XP_003957145.1
KAFR_0D03630	XP_003957146.1
KAFR_0D03640	XP_003957147.1
KAFR_0D03650	XP_003957148.1
KAFR_0D03660	XP_003957149.1
KAFR_0D03670	XP_003957150.1
KAFR_0D03680	XP_003957151.1
KAFR_0D03690	XP_003957152.1
KAFR_0D03700	XP_003957153.1
KAFR_0D03710	XP_003957154.1
KAFR_0D03720	XP_003957155.1
KAFR_0D03730	XP_003957156.1
KAFR_0D03740	XP_003957157.1
KAFR_0D03750	XP_003957158.1
KAFR_0D03760	XP_003957159.1
KAFR_0D03770	XP_003957160.1
KAFR_0D03780	XP_003957161.1
KAFR_0D03790	XP_003957162.1
KAFR_0D03800	XP_003957163.1
KAFR_0D03810	XP_003957164.1
KAFR_0D03820	XP_003957165.1
KAFR_0D03830	XP_003957166.1
KAFR_0D03840	XP_003957167.1
KAFR_0D03850	XP_003957168.1
KAFR_0D03860	XP_003957169.1
KAFR_0D03870	XP_003957170.1
KAFR_0D03880	XP_003957171.1
KAFR_0D03890	XP_003957172.1
KAFR_0D03900	XP_003957173.1
KAFR_0D03910	XP_003957174.1
KAFR_0D03920	XP_003957175.1
KAFR_0D03920	XP_003957175.1
KAFR_0D03930	XP_003957176.1
KAFR_0D03940	XP_003957177.1
KAFR_0D03950	XP_003957178.1
KAFR_0D03960	XP_003957179.1
KAFR_0D03970	XP_003957180.1
KAFR_0D03980	XP_003957181.1
KAFR_0D03990	XP_003957182.1
KAFR_0D04000	XP_003957183.1
KAFR_0D04010	XP_003957184.1
KAFR_0D04020	XP_003957185.1
KAFR_0D04030	XP_003957186.1
KAFR_0D04040	XP_003957187.1
KAFR_0D04050	XP_003957188.1
KAFR_0D04060	XP_003957189.1
KAFR_0D04070	XP_003957190.1
KAFR_0D04080	XP_003957191.1
KAFR_0D04090	XP_003957192.1
KAFR_0D04100	XP_003957193.1
KAFR_0D04110	XP_003957194.1
KAFR_0D04120	XP_003957195.1
KAFR_0D04130	XP_003957196.1
KAFR_0D04140	XP_003957197.1
KAFR_0D04150	XP_003957198.1
KAFR_0D04160	XP_003957199.1
KAFR_0D04170	XP_003957200.1
KAFR_0D04170	XP_003957200.1
KAFR_0D04180	XP_003957201.1
KAFR_0D04190	XP_003957202.1
KAFR_0D04200	XP_003957203.1
KAFR_0D04210	XP_003957204.1
KAFR_0D04220	XP_003957205.1
KAFR_0D04230	XP_003957206.1
KAFR_0D04240	XP_003957207.1
KAFR_0D04250	XP_003957208.1
KAFR_0D04260	XP_003957209.1
KAFR_0D04270	XP_003957210.1
KAFR_0D04280	XP_003957211.1
KAFR_0D04290	XP_003957212.1
KAFR_0D04300	XP_003957213.1
KAFR_0D04310	XP_003957214.1
KAFR_0D04320	XP_003957215.1
KAFR_0D04330	XP_003957216.1
KAFR_0D04340	XP_003957217.1
KAFR_0D04350	XP_003957218.1
KAFR_0D04360	XP_003957219.1
KAFR_0D04370	XP_003957220.1
KAFR_0D04380	XP_003957221.1
KAFR_0D04390	XP_003957222.1
KAFR_0D04400	XP_003957223.1
KAFR_0D04410	XP_003957224.1
KAFR_0D04420	XP_003957225.1
KAFR_0D04430	XP_003957226.1
KAFR_0D04440	XP_003957227.1
KAFR_0D04450	XP_003957228.1
KAFR_0D04460	XP_003957229.1
KAFR_0D04470	XP_003957230.1
KAFR_0D04480	XP_003957231.1
KAFR_0D04490	XP_003957232.1
KAFR_0D04500	XP_003957233.1
KAFR_0D04510	XP_003957234.1
KAFR_0D04520	XP_003957235.1
KAFR_0D04530	XP_003957236.1
KAFR_0D04540	XP_003957237.1
KAFR_0D04550	XP_003957238.1
KAFR_0D04560	XP_003957239.1
KAFR_0D04570	XP_003957240.1
KAFR_0D04580	XP_003957241.1
KAFR_0D04590	XP_003957242.1
KAFR_0D04600	XP_003957243.1
KAFR_0D04610	XP_003957244.1
KAFR_0D04620	XP_003957245.1
KAFR_0D04630	XP_003957246.1
KAFR_0D04640	XP_003957247.1
KAFR_0D04650	XP_003957248.1
KAFR_0D04660	XP_003957249.1
KAFR_0D04670	XP_003957250.1
KAFR_0D04680	XP_003957251.1
KAFR_0D04690	XP_003957252.1
KAFR_0D04700	XP_003957253.1
KAFR_0D04710	XP_003957254.1
KAFR_0D04720	XP_003957255.1
KAFR_0D04740	XP_003957256.1
KAFR_0D04740	XP_003957256.1
KAFR_0D04750	XP_003957257.1
KAFR_0D04760	XP_003957258.1
KAFR_0D04770	XP_003957259.1
KAFR_0D04770	XP_003957259.1
KAFR_0D04780	XP_003957260.1
KAFR_0D04790	XP_003957261.1
KAFR_0D04800	XP_003957262.1
KAFR_0D04810	XP_003957263.1
KAFR_0D04820	XP_003957264.1
KAFR_0D04830	XP_003957265.1
KAFR_0D04840	XP_003957266.1
KAFR_0D04850	XP_003957267.1
KAFR_0D04860	XP_003957268.1
KAFR_0D04870	XP_003957269.1
KAFR_0D04880	XP_003957270.1
KAFR_0D04890	XP_003957271.1
KAFR_0D04900	XP_003957272.1
KAFR_0D04900	XP_003957272.1
KAFR_0D04910	XP_003957273.1
KAFR_0D04920	XP_003957274.1
KAFR_0D04930	XP_003957275.1
KAFR_0D04940	XP_003957276.1
KAFR_0D04940	XP_003957276.1
KAFR_0D04950	XP_003957277.1
KAFR_0D04960	XP_003957278.1
KAFR_0D04970	XP_003957279.1
KAFR_0D04980	XP_003957280.1
KAFR_0D04990	XP_003957281.1
KAFR_0D05000	XP_003957282.1
KAFR_0D05010	XP_003957283.1
KAFR_0D05020	XP_003957284.1
KAFR_0D05030	XP_003957285.1
KAFR_0D05040	XP_003957286.1
KAFR_0D05040	XP_003957286.1
KAFR_0D05050	XP_003957287.1
KAFR_0D05060	XP_003957288.1
KAFR_0D05070	XP_003957289.1
KAFR_0D05080	XP_003957290.1
KAFR_0D05090	XP_003957291.1
KAFR_0D05100	XP_003957292.1
KAFR_0D05110	XP_003957293.1
KAFR_0D05120	XP_003957294.1
KAFR_0D05130	XP_003957295.1
KAFR_0D05140	XP_003957296.1
KAFR_0D05170	XP_003957297.1
KAFR_0E00100	XP_003957298.1
KAFR_0E00110	XP_003957299.1
KAFR_0E00115	XP_003957300.1
KAFR_0E00120	XP_003957301.1
KAFR_0E00130	XP_003957302.1
KAFR_0E00140	XP_003957303.1
KAFR_0E00150	XP_003957304.1
KAFR_0E00160	XP_003957305.1
KAFR_0E00170	XP_003957306.1
KAFR_0E00180	XP_003957307.1
KAFR_0E00190	XP_003957308.1
KAFR_0E00200	XP_003957309.1
KAFR_0E00210	XP_003957310.1
KAFR_0E00220	XP_003957311.1
KAFR_0E00230	XP_003957312.1
KAFR_0E00240	XP_003957313.1
KAFR_0E00250	XP_003957314.1
KAFR_0E00260	XP_003957315.1
KAFR_0E00270	XP_003957316.1
KAFR_0E00280	XP_003957317.1
KAFR_0E00290	XP_003957318.1
KAFR_0E00300	XP_003957319.1
KAFR_0E00310	XP_003957320.1
KAFR_0E00320	XP_003957321.1
KAFR_0E00330	XP_003957322.1
KAFR_0E00340	XP_003957323.1
KAFR_0E00350	XP_003957324.1
KAFR_0E00360	XP_003957325.1
KAFR_0E00370	XP_003957326.1
KAFR_0E00380	XP_003957327.1
KAFR_0E00390	XP_003957328.1
KAFR_0E00400	XP_003957329.1
KAFR_0E00410	XP_003957330.1
KAFR_0E00420	XP_003957331.1
KAFR_0E00430	XP_003957332.1
KAFR_0E00440	XP_003957333.1
KAFR_0E00450	XP_003957334.1
KAFR_0E00460	XP_003957335.1
KAFR_0E00470	XP_003957336.1
KAFR_0E00480	XP_003957337.1
KAFR_0E00490	XP_003957338.1
KAFR_0E00500	XP_003957339.1
KAFR_0E00510	XP_003957340.1
KAFR_0E00520	XP_003957341.1
KAFR_0E00530	XP_003957342.1
KAFR_0E00540	XP_003957343.1
KAFR_0E00550	XP_003957344.1
KAFR_0E00560	XP_003957345.1
KAFR_0E00570	XP_003957346.1
KAFR_0E00580	XP_003957347.1
KAFR_0E00590	XP_003957348.1
KAFR_0E00600	XP_003957349.1
KAFR_0E00610	XP_003957350.1
KAFR_0E00620	XP_003957351.1
KAFR_0E00630	XP_003957352.1
KAFR_0E00640	XP_003957353.1
KAFR_0E00650	XP_003957354.1
KAFR_0E00655	XP_003957355.1
KAFR_0E00670	XP_003957356.1
KAFR_0E00680	XP_003957357.1
KAFR_0E00690	XP_003957358.1
KAFR_0E00700	XP_003957359.1
KAFR_0E00710	XP_003957360.1
KAFR_0E00720	XP_003957361.1
KAFR_0E00730	XP_003957362.1
KAFR_0E00740	XP_003957363.1
KAFR_0E00750	XP_003957364.1
KAFR_0E00760	XP_003957365.1
KAFR_0E00770	XP_003957366.1
KAFR_0E00780	XP_003957367.1
KAFR_0E00790	XP_003957368.1
KAFR_0E00800	XP_003957369.1
KAFR_0E00810	XP_003957370.1
KAFR_0E00820	XP_003957371.1
KAFR_0E00830	XP_003957372.1
KAFR_0E00840	XP_003957373.1
KAFR_0E00840	XP_003957373.1
KAFR_0E00850	XP_003957374.1
KAFR_0E00860	XP_003957375.1
KAFR_0E00860	XP_003957375.1
KAFR_0E00870	XP_003957376.1
KAFR_0E00870	XP_003957376.1
KAFR_0E00880	XP_003957377.1
KAFR_0E00890	XP_003957378.1
KAFR_0E00900	XP_003957379.1
KAFR_0E00910	XP_003957380.1
KAFR_0E00920	XP_003957381.1
KAFR_0E00930	XP_003957382.1
KAFR_0E00940	XP_003957383.1
KAFR_0E00950	XP_003957384.1
KAFR_0E00960	XP_003957385.1
KAFR_0E00970	XP_003957386.1
KAFR_0E00980	XP_003957387.1
KAFR_0E00990	XP_003957388.1
KAFR_0E01000	XP_003957389.1
KAFR_0E01010	XP_003957390.1
KAFR_0E01020	XP_003957391.1
KAFR_0E01030	XP_003957392.1
KAFR_0E01040	XP_003957393.1
KAFR_0E01050	XP_003957394.1
KAFR_0E01060	XP_003957395.1
KAFR_0E01070	XP_003957396.1
KAFR_0E01080	XP_003957397.1
KAFR_0E01090	XP_003957398.1
KAFR_0E01100	XP_003957399.1
KAFR_0E01110	XP_003957400.1
KAFR_0E01120	XP_003957401.1
KAFR_0E01130	XP_003957402.1
KAFR_0E01140	XP_003957403.1
KAFR_0E01150	XP_003957404.1
KAFR_0E01160	XP_003957405.1
KAFR_0E01170	XP_003957406.1
KAFR_0E01180	XP_003957407.1
KAFR_0E01190	XP_003957408.1
KAFR_0E01190	XP_003957408.1
KAFR_0E01200	XP_003957409.1
KAFR_0E01210	XP_003957410.1
KAFR_0E01220	XP_003957411.1
KAFR_0E01230	XP_003957412.1
KAFR_0E01240	XP_003957413.1
KAFR_0E01250	XP_003957414.1
KAFR_0E01260	XP_003957415.1
KAFR_0E01270	XP_003957416.1
KAFR_0E01280	XP_003957417.1
KAFR_0E01290	XP_003957418.1
KAFR_0E01300	XP_003957419.1
KAFR_0E01310	XP_003957420.1
KAFR_0E01320	XP_003957421.1
KAFR_0E01330	XP_003957422.1
KAFR_0E01340	XP_003957423.1
KAFR_0E01350	XP_003957424.1
KAFR_0E01360	XP_003957425.1
